"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3"
"gene_7995" 25 22 33 17 31 12 12 17 12 33 21 18
"gene_7996" 225 201 137 122 114 137 118 179 115 172 198 179
"gene_7997" 406 317 457 409 409 301 509 521 530 339 415 338
"gene_7998" 369 584 560 538 533 594 511 628 592 649 618 725
"gene_7999" 46 114 55 55 77 72 97 80 202 41 55 35
"gene_8000" 152 220 257 218 288 230 290 405 350 306 220 275
"gene_8001" 2 4 2 18 4 22 5 7 4 3 5 4
"gene_8002" 11 1 2 16 12 22 19 31 41 36 24 33
"gene_8003" 986 1567 1107 1472 1527 1483 1591 1296 1327 2461 2207 2539
"gene_8004" 39 23 33 52 31 52 41 27 34 39 35 18
"gene_8005" 185 223 408 257 282 310 110 279 222 256 282 267
"gene_8006" 2394 2303 2862 2742 2311 2880 2299 2257 2405 3065 3914 2441
"gene_8007" 288 300 197 415 331 348 282 349 325 256 244 325
"gene_8008" 371 314 404 379 273 272 395 417 455 351 297 311
"gene_8009" 1027 580 697 882 833 906 775 797 912 905 869 828
"gene_8010" 730 705 697 572 593 555 986 801 716 605 623 575
"gene_8011" 211 139 162 265 304 208 212 325 249 420 357 291
"gene_8012" 1669 1431 1425 2372 1892 1841 1791 1550 1700 1011 1120 1286
"gene_8013" 125 58 63 62 102 77 50 68 71 138 142 108
"gene_8014" 314 316 330 258 306 201 303 299 418 195 210 146
"gene_8015" 266 203 205 195 129 205 85 166 63 105 105 108
"gene_8016" 0 0 0 0 0 0 0 0 0 2 1 5
"gene_8017" 15 18 23 26 12 20 9 5 4 5 8 6
"gene_8018" 107 168 109 263 164 235 144 195 225 145 86 278
"gene_8019" 272 358 389 152 214 173 336 359 404 260 267 272
"gene_8020" 484 396 373 469 438 361 197 181 284 516 445 624
"gene_8021" 491 489 541 174 218 255 629 342 358 282 355 316
"gene_8022" 12 6 15 12 7 14 2 2 2 25 11 16
"gene_8023" 69 102 88 79 84 63 52 90 81 36 57 60
"gene_8024" 821 861 782 637 582 595 651 540 550 528 525 479
"gene_8025" 658 499 524 538 341 555 369 445 410 390 315 555
"gene_8026" 12 7 7 15 24 18 7 6 8 11 5 17
"gene_8027" 1766 1414 1173 1524 1595 1883 1719 1580 1627 1246 1566 1250
"gene_8028" 1 2 2 1 1 1 1 3 0 11 2 1
"gene_8029" 2 7 2 0 0 0 11 5 3 4 3 7
"gene_8030" 292 218 263 236 404 217 361 215 195 384 223 279
"gene_8031" 117 112 135 117 141 115 76 95 77 183 233 161
"gene_8032" 18 28 21 35 33 30 6 4 2 23 23 21
"gene_8033" 277 567 628 501 607 503 519 455 449 805 711 1173
"gene_8034" 307 266 346 554 371 498 515 416 462 583 518 412
"gene_8035" 61 56 37 117 112 93 39 57 19 62 66 86
"gene_8036" 70 72 67 28 33 34 69 66 54 93 111 83
"gene_8037" 1555 2168 2195 1366 2076 1865 3190 2084 2690 1916 1695 1387
"gene_8038" 295 259 318 213 155 195 234 245 341 198 274 356
"gene_8039" 0 0 0 0 0 0 0 0 0 10 15 5
"gene_8040" 626 785 865 738 646 709 392 349 263 401 513 441
"gene_8041" 97 86 112 46 59 28 99 101 47 60 37 58
"gene_8042" 1461 1144 879 1146 1119 901 1533 1232 1253 1495 1832 1144
"gene_8043" 3281 2459 3693 4486 3826 4438 3270 3011 2414 2409 2895 3086
"gene_8044" 111 166 150 135 225 158 129 85 142 135 207 142
"gene_8045" 573 584 572 357 520 433 489 463 389 261 235 233
"gene_8046" 27 15 20 65 43 30 98 76 112 55 32 62
"gene_8047" 55 57 53 57 40 40 15 18 14 10 17 14
"gene_8048" 276 367 326 191 249 256 346 308 315 125 168 126
"gene_8049" 55 34 29 30 35 48 39 57 35 32 26 19
"gene_8050" 1 2 4 4 1 3 0 0 0 3 1 1
"gene_8051" 342 479 269 414 456 415 582 538 565 140 235 277
"gene_8052" 8 2 3 27 29 33 0 0 0 1 1 1
"gene_8053" 1770 1304 1518 1281 1335 1493 1209 1294 1426 1679 1668 1365
"gene_8054" 299 269 189 361 389 359 334 320 307 332 267 299
"gene_8055" 124 124 91 116 194 130 109 105 68 109 77 83
"gene_8056" 48 29 27 64 39 62 88 58 68 34 44 75
"gene_8057" 2932 3068 3192 2668 2464 2612 2948 4343 2148 2892 3358 3282
"gene_8058" 16 34 14 16 22 18 23 5 23 11 18 16
"gene_8059" 25 11 23 52 24 29 27 34 48 71 52 58
"gene_8060" 75 100 95 172 166 135 74 85 55 79 68 75
"gene_8061" 40 52 73 98 95 48 34 45 51 75 71 84
"gene_8062" 37 44 67 27 55 54 38 28 32 10 18 18
"gene_8063" 1827 1668 1789 1467 1674 1080 1360 1593 2053 1201 1629 1637
"gene_8064" 454 471 501 629 527 693 518 386 450 382 277 502
"gene_8065" 2 0 1 0 0 0 1 3 0 1 2 2
"gene_8066" 138 153 141 305 327 356 75 62 133 378 418 342
"gene_8067" 62 62 91 80 65 43 101 37 107 138 123 138
"gene_8068" 772 740 738 1349 1356 1146 1444 1501 1326 1387 1690 1281
"gene_8069" 0 0 0 1 4 5 3 2 1 8 17 6
"gene_8070" 183 169 192 133 255 225 215 132 192 145 86 181
"gene_8071" 5 7 8 1 4 2 16 18 10 6 6 8
"gene_8072" 19 15 21 24 31 43 46 44 48 47 59 59
"gene_8073" 77 96 42 100 51 72 139 148 105 190 83 163
"gene_8074" 104 134 147 394 242 277 151 150 170 205 240 238
"gene_8075" 131 102 88 73 43 67 42 85 42 54 75 68
"gene_8076" 1862 2131 2583 2196 2055 1995 2886 2747 2577 2827 2223 2612
"gene_8077" 29 33 28 23 25 41 18 15 19 26 34 38
"gene_8078" 23 19 12 63 68 114 81 149 122 32 27 49
"gene_8079" 1590 1636 1715 1806 1520 1611 1449 1399 1410 1074 1399 1250
"gene_8080" 870 828 918 620 548 678 836 871 986 754 466 495
"gene_8081" 0 1 0 2 3 1 0 0 0 0 0 0
"gene_8082" 626 318 325 324 240 263 405 446 546 488 330 411
"gene_8083" 32 35 11 104 192 149 53 61 65 63 68 28
"gene_8084" 16 8 11 7 8 8 2 2 3 9 5 5
"gene_8085" 5 15 17 17 20 26 0 0 0 6 3 7
"gene_8086" 754 618 752 792 718 737 1224 1276 1213 634 488 622
"gene_8087" 29 31 47 59 27 39 9 6 19 0 1 0
"gene_8088" 45 37 30 13 8 10 32 27 29 25 18 19
"gene_8089" 984 956 871 920 880 847 828 970 1117 975 1070 941
"gene_8090" 418 508 427 412 358 477 359 350 458 478 423 382
"gene_8091" 22 26 23 21 31 26 10 21 14 1 5 5
"gene_8092" 938 903 1043 880 757 1176 813 855 927 1073 961 1050
"gene_8093" 300 178 191 385 375 392 308 331 305 310 345 319
"gene_8094" 2 6 1 0 0 0 0 1 2 3 10 2
"gene_8095" 348 239 283 597 408 490 390 421 436 324 327 309
"gene_8096" 1013 1099 1026 1130 1542 1477 1698 1725 1866 1187 1144 1207
"gene_8097" 171 128 146 135 70 139 139 188 145 131 164 150
"gene_8098" 572 382 504 482 512 446 311 299 384 425 323 309
"gene_8099" 393 313 400 207 298 282 359 427 318 148 153 141
"gene_8100" 375 372 412 227 200 204 202 199 313 217 196 232
"gene_8101" 3 2 1 2 2 10 3 6 1 0 0 0
"gene_8102" 182 152 158 148 153 113 180 200 273 222 212 208
"gene_8103" 117 158 99 237 184 212 151 155 152 108 161 148
"gene_8104" 60 55 32 97 135 118 19 21 19 22 33 42
"gene_8105" 3163 2681 2746 2128 2381 2250 2532 2426 2535 2813 3040 2572
"gene_8106" 107 120 105 152 163 162 86 107 105 80 68 105
"gene_8107" 148 255 88 195 279 248 273 259 305 168 147 137
"gene_8108" 60 43 49 21 12 20 6 13 16 62 47 80
"gene_8109" 589 438 587 982 962 701 350 498 487 693 593 678
"gene_8110" 279 243 304 182 118 105 187 219 134 112 122 176
"gene_8111" 2419 2883 1811 1618 2118 1328 1158 1804 1279 1831 1664 1915
"gene_8112" 2 1 2 0 0 0 4 4 7 0 0 0
"gene_8113" 28 17 21 32 19 19 22 14 11 66 45 52
"gene_8114" 1063 1250 1370 1551 1297 1545 1852 1845 1914 1078 1315 1305
"gene_8115" 211 150 162 248 272 257 66 72 60 142 109 156
"gene_8116" 29 11 22 49 49 24 29 52 32 20 21 5
"gene_8117" 63 68 75 36 22 23 64 62 50 26 28 46
"gene_8118" 175 73 86 137 491 193 111 140 46 121 121 151
"gene_8119" 335 470 510 959 1204 905 422 567 503 971 974 902
"gene_8120" 64 49 39 26 33 16 12 13 21 5 20 12
"gene_8121" 115 145 109 192 147 207 205 206 202 78 111 103
"gene_8122" 799 765 642 705 591 699 370 466 530 736 804 761
"gene_8123" 158 160 128 287 300 301 189 106 160 191 229 207
"gene_8124" 692 616 507 594 741 562 460 553 514 1175 755 956
"gene_8125" 228 195 195 35 38 37 100 148 125 112 159 114
"gene_8126" 118 246 175 125 118 140 248 229 185 193 274 227
"gene_8127" 0 0 0 2 5 7 10 3 3 0 0 0
"gene_8128" 13 33 18 0 1 0 9 27 18 7 9 7
"gene_8129" 8 25 25 30 46 38 16 36 20 44 21 49
"gene_8130" 7 1 3 13 47 19 2 1 2 3 5 3
"gene_8131" 228 179 172 382 316 267 252 188 188 165 148 188
"gene_8132" 371 393 365 516 393 297 468 280 396 559 527 484
"gene_8133" 1165 1143 1146 951 893 999 1397 1400 1405 1194 1452 1169
"gene_8134" 1121 1174 1426 1049 941 970 905 878 917 784 1046 784
"gene_8135" 195 182 223 175 169 207 222 239 181 372 345 312
"gene_8136" 692 700 880 225 426 493 413 663 823 725 690 708
"gene_8137" 2 6 6 11 8 11 11 7 6 3 0 3
"gene_8138" 1581 1734 1128 1047 642 659 1413 1411 1367 1184 1734 1618
"gene_8139" 12 18 16 21 12 16 12 7 15 47 40 54
"gene_8140" 1945 1907 1636 1402 1585 1324 1714 2099 1845 2379 2173 2208
"gene_8141" 1082 1030 1208 1497 860 983 1732 1322 1087 1278 1223 1328
"gene_8142" 56 73 66 25 44 34 58 32 41 50 48 40
"gene_8143" 1599 2158 1784 1857 1635 1235 2206 1683 1795 1185 1612 1459
"gene_8144" 2078 2058 1667 2062 1774 1817 1833 2210 1482 2330 1792 2280
"gene_8145" 324 476 530 453 452 474 566 433 426 425 302 353
"gene_8146" 174 156 186 315 281 273 154 255 148 138 123 161
"gene_8147" 979 894 814 1008 1046 1048 902 1233 1148 1229 882 918
"gene_8148" 19 38 34 38 34 24 43 52 37 46 30 42
"gene_8149" 1400 1912 1664 2025 1409 1126 1037 1458 1299 1464 1783 1732
"gene_8150" 318 337 336 631 582 481 456 327 255 424 421 419
"gene_8151" 298 248 283 246 228 283 389 475 356 205 165 233
"gene_8152" 3 1 2 2 5 4 1 1 8 6 2 2
"gene_8153" 22 12 16 12 17 21 4 8 10 15 9 6
"gene_8154" 57 44 52 44 72 53 39 23 25 136 174 84
"gene_8155" 3 9 6 0 0 0 6 13 9 10 8 26
"gene_8156" 61 63 49 96 119 97 76 54 64 34 43 38
"gene_8157" 657 687 520 144 156 155 361 353 355 331 230 383
"gene_8158" 0 0 0 0 0 0 0 0 0 8 11 15
"gene_8159" 472 584 525 686 658 438 701 640 709 666 704 618
"gene_8160" 312 429 327 568 534 486 429 688 702 291 401 318
"gene_8161" 1166 1270 1069 1195 1182 1400 1024 1347 1334 1276 1162 1882
"gene_8162" 748 627 723 779 849 1044 614 664 1029 579 585 408
"gene_8163" 4 1 0 0 0 0 0 0 1 4 9 2
"gene_8164" 7 20 18 8 9 13 8 8 4 13 6 13
"gene_8165" 393 368 397 399 342 383 370 357 418 404 411 459
"gene_8166" 9 4 5 4 6 16 5 2 2 0 0 0
"gene_8167" 521 528 642 386 325 386 538 536 522 559 550 502
"gene_8168" 1733 1273 1468 1554 1124 1303 982 1005 1031 1838 1688 1518
"gene_8169" 81 95 80 76 86 88 88 80 67 28 27 33
"gene_8170" 26 47 26 63 30 56 44 25 49 31 25 20
"gene_8171" 417 508 327 638 714 701 638 504 575 930 652 559
"gene_8172" 5 5 9 8 11 5 5 4 2 0 0 0
"gene_8173" 73 119 140 36 20 25 138 110 92 118 98 99
"gene_8174" 474 456 385 445 505 318 325 479 454 467 475 508
"gene_8175" 118 101 131 160 195 140 265 228 330 224 206 217
"gene_8176" 53 21 45 10 5 6 11 5 15 24 6 15
"gene_8177" 1091 1037 798 723 704 793 695 813 515 783 641 857
"gene_8178" 75 45 81 90 112 91 116 128 98 85 114 121
"gene_8179" 134 115 78 83 86 54 88 71 70 109 181 101
"gene_8180" 38 56 15 41 31 32 85 75 88 55 30 27
"gene_8181" 9555 10400 7823 6676 8303 6747 6139 5616 5782 7162 7453 7078
"gene_8182" 691 805 801 711 748 640 1110 953 975 891 699 746
"gene_8183" 2216 2528 2715 2527 2297 2676 1273 2456 2277 2130 2505 1687
"gene_8184" 587 729 774 1395 1098 732 1270 1157 1277 1399 1482 1195
"gene_8185" 1644 890 1256 1447 1099 1590 1408 1581 1331 1488 2305 2316
"gene_8186" 9066 9095 7947 5997 6999 6491 9338 6540 8000 4499 5743 4775
"gene_8187" 3 3 3 18 16 11 15 13 13 24 18 12
"gene_8188" 133 129 114 109 103 91 128 145 141 94 98 98
"gene_8189" 593 643 814 711 668 1053 888 827 848 913 812 979
"gene_8190" 3015 2507 2827 2488 2873 2411 4940 3258 2948 2949 2816 3546
"gene_8191" 27 17 23 8 6 10 10 10 6 22 18 20
"gene_8192" 99 87 158 36 42 47 56 36 64 179 184 164
"gene_8193" 5645 7062 9196 5003 5299 4968 4708 5322 5199 6285 3522 4074
"gene_8194" 161 216 171 209 158 100 135 172 237 164 228 144
"gene_8195" 237 369 364 371 235 237 65 117 130 399 412 381
"gene_8196" 407 391 414 322 315 265 295 356 305 293 310 318
"gene_8197" 178 259 226 178 128 237 206 104 361 121 175 179
"gene_8198" 148 180 158 78 75 50 133 125 226 185 111 149
"gene_8199" 1243 1336 1257 1039 1055 852 1429 1300 1498 1315 1389 1151
"gene_8200" 6 24 31 3 0 1 14 8 4 16 12 29
"gene_8201" 110 84 89 51 55 63 58 53 39 47 77 95
"gene_8202" 954 1247 1233 781 876 979 1025 828 687 1068 869 905
"gene_8203" 1867 1227 1796 1341 1456 1796 1669 1286 1633 1631 1700 1663
"gene_8204" 680 1019 985 960 966 1232 1221 1382 1403 1462 1284 1260
"gene_8205" 3749 4192 4338 2604 4725 3868 2748 2560 2625 3064 3107 2758
"gene_8206" 1685 1604 1682 2608 2565 2269 1505 1685 2322 1801 1255 1732
"gene_8207" 3 2 3 4 2 4 2 4 8 8 9 8
"gene_8208" 183 146 200 129 143 140 170 204 172 134 111 172
"gene_8209" 1337 999 973 1616 1615 1524 1964 1318 1026 1268 958 975
"gene_8210" 399 318 430 455 381 456 470 629 591 536 764 497
"gene_8211" 1530 1278 1381 1507 1512 1550 1645 1694 1697 1334 1427 1368
"gene_8212" 935 1188 1051 680 448 641 1392 1180 1266 1171 970 942
"gene_8213" 822 1149 1001 885 1010 927 962 1101 880 795 824 699
"gene_8214" 108 108 128 175 287 240 238 185 300 122 85 174
"gene_8215" 1027 1139 1028 884 923 1075 906 831 934 1148 1153 1168
"gene_8216" 187 135 125 150 181 208 158 162 76 141 150 134
"gene_8217" 40 26 62 11 17 12 17 14 16 0 0 0
"gene_8218" 105 139 106 179 136 169 222 221 351 205 191 182
"gene_8219" 7 15 4 8 11 9 1 2 1 10 6 4
"gene_8220" 1794 2002 2260 1016 975 908 1102 958 1147 834 717 1368
"gene_8221" 31 30 20 4 15 16 28 17 18 15 38 15
"gene_8222" 156 110 104 353 223 212 219 218 250 243 231 218
"gene_8223" 1315 1986 1754 1213 1074 1558 1570 1337 897 1758 1367 1693
"gene_8224" 110 151 93 270 313 225 94 102 111 264 188 326
"gene_8225" 502 377 422 200 166 232 305 171 333 274 414 382
"gene_8226" 319 373 268 721 665 945 793 644 627 701 587 730
"gene_8227" 351 347 379 431 358 497 300 302 366 422 376 355
"gene_8228" 209 205 198 115 122 132 251 177 273 349 350 259
"gene_8229" 11 21 5 5 15 9 22 31 22 14 8 10
"gene_8230" 60 57 65 38 65 58 12 42 21 33 17 28
"gene_8231" 36 31 39 50 45 48 33 35 45 23 33 23
"gene_8232" 32 24 24 22 9 12 8 9 10 12 37 13
"gene_8233" 224 246 218 214 229 175 240 197 186 182 199 207
"gene_8234" 16 32 19 10 21 12 12 28 3 10 6 20
"gene_8235" 339 385 409 587 582 560 753 496 580 715 586 622
"gene_8236" 1246 1259 1347 1357 1100 1409 1308 1281 1906 1386 1210 1105
"gene_8237" 1308 1265 1328 1165 1045 1276 1249 1128 1103 1863 1219 2012
"gene_8238" 77 80 50 40 29 46 58 64 55 36 42 34
"gene_8239" 278 178 132 109 92 87 53 119 71 40 36 38
"gene_8240" 8 9 4 35 24 42 5 1 1 14 7 3
"gene_8241" 32 32 77 87 79 65 66 51 61 70 68 58
"gene_8242" 2 5 7 5 1 1 5 2 6 7 15 4
"gene_8243" 4 0 2 0 0 0 0 0 0 1 0 2
"gene_8244" 131 167 149 168 148 181 225 222 224 218 238 231
"gene_8245" 36 27 34 61 34 60 34 26 15 17 18 9
"gene_8246" 753 790 650 489 442 426 431 371 492 1015 883 732
"gene_8247" 1165 1172 1580 648 908 834 1245 1120 1411 1073 1141 1172
"gene_8248" 119 93 55 38 92 38 84 130 144 60 109 146
"gene_8249" 1095 1057 1197 898 699 872 1035 984 1025 808 486 1134
"gene_8250" 136 137 97 136 116 138 104 134 183 98 160 146
"gene_8251" 562 480 526 787 597 648 356 408 330 338 403 345
"gene_8252" 2189 2333 2283 2262 2450 2509 2870 2662 2588 1950 1879 1929
"gene_8253" 731 724 708 804 789 867 823 775 756 482 812 592
"gene_8254" 187 162 196 133 119 153 148 141 158 143 128 136
"gene_8255" 132 153 126 168 130 175 262 262 280 165 167 171
"gene_8256" 280 264 232 302 249 217 131 118 203 151 190 125
"gene_8257" 40 39 61 75 100 72 215 151 138 147 145 121
"gene_8258" 104 106 78 95 84 147 97 133 144 164 147 230
"gene_8259" 44 51 45 29 4 13 38 59 63 19 11 18
"gene_8260" 5 7 10 0 3 2 7 6 7 0 0 0
"gene_8261" 1170 1201 993 3099 1913 2752 1350 2167 1534 1058 1242 1034
"gene_8262" 49 97 66 52 51 52 38 37 30 73 68 51
"gene_8263" 421 433 358 362 523 314 397 401 336 308 272 254
"gene_8264" 654 661 722 1163 907 1105 572 680 647 1152 1105 941
"gene_8265" 278 167 289 218 274 225 337 267 208 238 197 218
"gene_8266" 123 105 126 89 72 81 95 89 156 53 39 37
"gene_8267" 345 409 470 443 551 514 224 257 225 860 608 752
"gene_8268" 21 7 12 22 31 46 19 25 32 70 45 55
"gene_8269" 339 333 310 521 521 415 451 446 423 618 602 498
"gene_8270" 87 132 105 67 41 64 62 53 85 57 43 72
"gene_8271" 568 727 859 414 288 371 226 144 177 489 468 495
"gene_8272" 140 118 186 88 46 133 141 152 147 189 128 171
"gene_8273" 104 91 107 78 88 87 72 38 38 83 67 88
"gene_8274" 1617 2048 1952 1468 1855 1711 1966 1588 1598 2058 1860 2082
"gene_8275" 4 11 5 18 20 10 3 5 2 7 12 9
"gene_8276" 229 225 196 247 112 180 215 190 165 144 169 142
"gene_8277" 9 23 30 52 51 27 16 6 7 21 26 17
"gene_8278" 182 265 196 241 209 183 233 228 308 340 340 522
"gene_8279" 108 167 170 325 245 290 132 163 190 114 102 192
"gene_8280" 793 690 894 722 654 608 451 589 560 720 619 509
"gene_8281" 86 109 95 22 31 28 17 13 18 40 38 58
"gene_8282" 57 80 43 142 74 63 78 63 62 71 67 82
"gene_8283" 24 38 19 29 47 29 7 16 26 9 14 11
"gene_8284" 52 42 45 46 51 48 32 61 52 12 28 18
"gene_8285" 240 306 170 314 253 211 197 121 231 188 282 261
"gene_8286" 80 50 97 80 96 72 62 38 23 53 72 24
"gene_8287" 1 0 1 3 0 2 4 1 1 0 0 0
"gene_8288" 137 164 114 118 192 179 119 212 215 142 138 143
"gene_8289" 34 28 23 11 7 6 26 11 22 7 13 9
"gene_8290" 3 1 1 8 10 8 4 5 18 3 10 6
"gene_8291" 505 446 522 438 525 476 769 1075 760 466 492 371
"gene_8292" 12 7 7 25 15 16 6 23 21 24 21 27
"gene_8293" 1836 2014 2482 1512 1465 1650 3023 2010 2652 1823 1945 2235
"gene_8294" 195 165 138 238 224 292 391 280 381 318 268 247
"gene_8295" 91 92 67 32 48 43 100 112 154 19 45 29
"gene_8296" 3342 3369 3255 3619 4002 2837 3614 3462 3430 4323 4033 3707
"gene_8297" 2040 1957 1871 1220 1096 1008 1589 1409 1536 1913 2018 2451
"gene_8298" 7 10 8 9 15 6 17 11 7 5 17 20
"gene_8299" 253 248 208 93 127 116 239 186 230 65 105 40
"gene_8300" 1282 1345 1422 1366 1510 1293 1278 1330 1279 1144 1664 1355
"gene_8301" 1252 2814 1381 1868 1435 1696 2350 2254 2677 1365 1477 1348
"gene_8302" 203 255 190 215 226 296 397 365 190 568 703 764
"gene_8303" 1085 1442 1493 821 980 908 845 724 843 1101 1140 701
"gene_8304" 618 796 596 918 903 970 622 751 654 522 445 434
"gene_8305" 0 0 0 1 2 2 0 0 0 4 5 1
"gene_8306" 724 942 854 885 747 829 1306 923 1004 889 1165 837
"gene_8307" 1042 1006 933 1329 1123 1010 610 738 802 1872 1897 1883
"gene_8308" 1015 1090 932 1234 1244 1388 1020 1241 1480 1217 1133 952
"gene_8309" 365 416 342 278 289 236 249 352 400 364 512 340
"gene_8310" 103 74 81 57 31 98 52 55 68 117 182 79
"gene_8311" 1525 1618 1407 1630 1660 1594 965 1522 1435 1398 1264 1324
"gene_8312" 78 35 90 132 69 87 20 45 51 64 45 64
"gene_8313" 149 205 199 253 208 195 401 414 413 183 203 188
"gene_8314" 73 82 88 144 128 126 214 268 346 230 248 228
"gene_8315" 5 4 5 27 25 38 31 35 22 4 11 11
"gene_8316" 556 470 372 454 451 550 462 347 528 338 426 415
"gene_8317" 202 172 200 319 214 218 200 207 156 251 319 278
"gene_8318" 226 220 301 317 265 205 353 395 349 535 395 370
"gene_8319" 915 983 952 809 910 1069 879 782 789 696 1116 1114
"gene_8320" 833 834 764 1008 980 1055 465 584 601 714 722 805
"gene_8321" 528 357 455 441 443 468 255 302 263 488 542 554
"gene_8322" 1 2 2 1 1 0 1 0 0 9 9 4
"gene_8323" 312 495 582 372 500 299 482 715 587 744 679 900
"gene_8324" 911 1010 1243 623 544 590 386 513 490 1072 1038 1081
"gene_8325" 14 10 10 25 26 36 45 44 39 24 28 40
"gene_8326" 48 30 18 44 26 91 29 23 23 101 81 48
"gene_8327" 804 607 781 1133 818 825 1234 841 795 1016 877 1178
"gene_8328" 0 0 0 0 0 0 0 2 1 0 0 0
"gene_8329" 445 434 443 508 390 423 459 812 487 321 307 294
"gene_8330" 25 30 70 14 36 37 14 26 4 14 22 30
"gene_8331" 310 228 188 263 312 300 351 376 462 255 189 174
"gene_8332" 185 166 318 247 214 236 209 228 215 136 147 96
"gene_8333" 836 877 940 620 809 995 541 688 702 716 583 823
"gene_8334" 2410 2400 2743 2817 3045 3222 3249 2719 2739 2287 2918 1623
"gene_8335" 61 44 79 44 62 61 58 42 68 34 27 28
"gene_8336" 1248 1018 938 1205 1082 691 1370 1216 1511 988 773 902
"gene_8337" 114 112 87 113 139 116 191 141 75 162 169 137
"gene_8338" 1014 1670 1249 1478 1815 1505 2151 1814 2168 1934 1699 1183
"gene_8339" 588 764 820 895 1157 1041 865 882 879 579 602 843
"gene_8340" 227 268 211 408 405 460 315 261 365 115 120 117
"gene_8341" 888 875 894 538 529 691 1157 1225 1211 861 1005 932
"gene_8342" 22 38 42 7 24 24 56 84 70 22 18 12
"gene_8343" 47 43 43 32 21 23 62 32 43 35 23 32
"gene_8344" 0 0 0 5 7 8 1 5 9 0 0 0
"gene_8345" 30 23 18 24 20 16 3 5 4 1 0 0
"gene_8346" 266 221 284 239 180 172 324 150 324 251 195 208
"gene_8347" 471 458 427 520 356 290 480 607 671 765 592 911
"gene_8348" 1749 1935 1418 1792 1317 1513 1024 924 821 1345 1389 1406
"gene_8349" 36 61 27 182 111 136 113 68 48 98 116 112
"gene_8350" 1254 1201 1173 1021 1244 831 907 1245 819 797 608 977
"gene_8351" 620 585 481 454 519 432 464 414 447 421 367 490
"gene_8352" 10 23 30 16 18 19 23 43 30 22 15 45
"gene_8353" 6 4 3 0 0 2 3 13 6 1 5 5
"gene_8354" 95 106 80 178 135 117 225 170 170 297 227 267
"gene_8355" 191 209 139 90 85 133 127 136 128 108 92 136
"gene_8356" 5 4 3 6 25 9 9 17 12 22 17 17
"gene_8357" 0 0 0 0 0 0 0 0 1 0 0 0
"gene_8358" 47 60 81 24 38 39 14 29 20 65 85 67
"gene_8359" 907 915 1056 809 808 747 972 850 561 843 824 857
"gene_8360" 1016 1234 909 1500 1168 850 1415 1350 985 690 954 762
"gene_8361" 0 0 0 2 2 4 3 0 1 5 3 8
"gene_8362" 2198 2507 1768 1907 1889 1738 2052 2259 2318 2114 2383 2148
"gene_8363" 47 61 44 23 18 23 51 41 99 50 30 68
"gene_8364" 142 123 170 169 268 145 127 156 102 55 194 86
"gene_8365" 17 35 18 9 9 11 25 27 21 8 23 15
"gene_8366" 5 4 5 2 4 1 8 5 9 5 5 8
"gene_8367" 68 83 165 109 91 113 88 121 111 122 88 101
"gene_8368" 101 190 149 227 102 155 64 72 88 146 166 146
"gene_8369" 232 229 235 230 206 276 281 207 230 370 416 419
"gene_8370" 138 211 183 137 118 94 78 91 105 108 83 78
"gene_8371" 3690 2422 3197 2843 3097 3590 3129 3624 4062 2497 3166 4686
"gene_8372" 4432 3481 2992 3221 3138 4314 2903 3442 2978 2576 2835 2575
"gene_8373" 970 966 741 757 636 773 589 967 866 1020 1158 1047
"gene_8374" 234 163 179 281 346 303 530 381 308 343 414 288
"gene_8375" 115 97 55 120 90 94 60 51 57 99 69 79
"gene_8376" 670 759 836 1135 1105 921 667 491 691 1081 1157 1328
"gene_8377" 282 279 313 325 224 214 293 296 257 320 343 318
"gene_8378" 2159 2959 1967 2763 1808 2178 1703 1908 2244 2133 2228 1926
"gene_8379" 25 31 20 42 21 33 22 29 25 37 62 54
"gene_8380" 31 10 13 16 11 15 10 19 5 10 7 13
"gene_8381" 547 573 577 632 636 706 738 720 626 771 661 812
"gene_8382" 32 18 40 36 31 47 78 73 78 111 97 73
"gene_8383" 1651 1281 1547 1079 1121 1053 1024 1207 1187 1475 1026 1197
"gene_8384" 2 5 6 2 1 3 0 0 0 1 2 3
"gene_8385" 229 293 319 249 166 271 205 177 178 332 239 319
"gene_8386" 80 77 96 198 159 136 118 142 105 120 110 75
"gene_8387" 123 123 199 222 193 171 91 110 165 198 236 240
"gene_8388" 2 1 0 6 6 8 2 2 8 16 23 14
"gene_8389" 608 547 638 605 477 493 834 891 1013 618 657 656
"gene_8390" 135 116 64 153 103 107 43 105 70 55 42 55
"gene_8391" 0 4 2 2 2 3 1 5 2 15 5 5
"gene_8392" 1380 2059 2219 1940 2139 2231 1440 1619 1632 2163 2299 1898
"gene_8393" 15 29 46 73 77 65 112 169 132 42 58 64
"gene_8394" 262 226 264 305 292 249 320 372 336 339 385 331
"gene_8395" 5 8 19 1 2 5 11 7 3 3 3 4
"gene_8396" 31 45 47 48 45 70 114 73 115 111 77 89
"gene_8397" 158 171 44 74 62 65 91 50 60 22 23 28
"gene_8398" 1923 1972 1730 1748 1955 1680 1114 1870 1582 1848 1668 1748
"gene_8399" 1508 1217 1335 1275 1729 1277 1374 1006 1259 1703 1497 1677
"gene_8400" 1365 1386 1544 1578 2035 1562 1798 1942 1383 1970 1630 1977
"gene_8401" 2 2 1 3 2 1 2 7 3 5 6 4
