"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3"
"gene_9653" 1116 1700 1551 1037 942 835 1510 1363 1113 1553 2333 1947
"gene_9654" 2520 2142 1819 1928 1907 1660 1752 938 1205 1584 1650 1501
"gene_9655" 221 232 221 202 248 151 341 211 351 353 232 222
"gene_9656" 504 632 441 799 776 660 670 590 693 562 670 673
"gene_9657" 2 4 6 4 7 5 2 3 21 7 9 10
"gene_9658" 273 164 214 127 135 93 279 289 258 307 298 168
"gene_9659" 113 79 117 156 131 130 47 122 73 54 82 75
"gene_9660" 18 23 13 84 39 53 27 53 28 25 37 10
"gene_9661" 1496 1517 1376 2035 2107 1827 1881 1368 2007 2413 2642 2975
"gene_9662" 313 284 289 255 322 231 341 345 632 294 332 493
"gene_9663" 2456 1907 3165 2449 2332 2395 2573 1670 2352 1645 1828 956
"gene_9664" 208 145 126 147 156 108 190 161 226 138 78 97
"gene_9665" 7 8 8 3 7 0 1 1 3 1 2 1
"gene_9666" 8 5 4 18 13 4 8 19 11 10 7 5
"gene_9667" 96 101 75 32 63 24 63 123 112 126 119 145
"gene_9668" 85 128 126 62 51 22 249 243 241 207 291 208
"gene_9669" 209 173 184 208 202 264 18 55 116 161 152 78
"gene_9670" 577 939 379 700 549 667 634 321 438 743 648 728
"gene_9671" 0 0 0 7 12 8 4 3 1 4 4 5
"gene_9672" 755 555 503 400 489 470 661 735 767 422 449 394
"gene_9673" 0 5 6 0 0 0 3 4 1 0 0 0
"gene_9674" 44 29 43 232 274 242 105 180 233 107 116 84
"gene_9675" 3129 2453 2690 2505 2635 2384 1928 1733 1778 2609 2345 2670
"gene_9676" 468 495 344 452 531 480 895 604 453 632 579 807
"gene_9677" 478 573 639 675 765 590 859 736 935 662 782 705
"gene_9678" 14 39 17 62 81 102 75 91 67 55 63 70
"gene_9679" 363 449 398 267 401 334 147 97 125 322 470 297
"gene_9680" 27 67 64 182 143 142 65 79 42 58 87 76
"gene_9681" 27 27 16 0 0 0 5 4 5 6 0 4
"gene_9682" 1556 1560 1390 1573 2081 1715 1239 1653 1612 2258 1975 2027
"gene_9683" 1898 2718 1818 2307 1988 2661 2244 1981 1667 1863 2736 2084
"gene_9684" 3218 2459 3081 3169 3188 3160 3391 2148 2892 1667 1622 1455
"gene_9685" 1512 1453 1530 1529 1890 1591 1495 1161 1676 1526 1818 1318
"gene_9686" 5707 4831 5657 4888 5439 5660 6336 8022 7670 4704 4427 5016
"gene_9687" 0 0 0 1 2 3 0 0 0 0 0 0
"gene_9688" 39 40 47 161 108 190 145 109 78 170 131 173
"gene_9689" 368 344 234 160 109 199 182 247 342 86 134 167
"gene_9690" 452 588 660 593 524 465 417 410 335 453 474 399
"gene_9691" 1 1 1 7 11 10 0 0 0 2 1 1
"gene_9692" 1335 1380 1355 2006 2589 1821 2575 2624 2753 2615 1975 2512
"gene_9693" 2015 2156 1955 1919 1893 1838 2931 3224 3015 848 1097 826
"gene_9694" 2136 2435 2174 1475 1650 1569 1951 2140 1980 2077 2050 2385
"gene_9695" 1 4 4 0 5 8 10 3 3 2 2 0
"gene_9696" 1050 902 1048 1637 1356 1273 1051 1013 1243 1043 1115 630
"gene_9697" 3172 2931 3253 3067 2830 3247 4010 2976 3762 4025 3508 3976
"gene_9698" 30 45 22 30 20 35 19 30 41 29 17 32
"gene_9699" 610 501 628 782 815 635 682 368 357 636 455 625
"gene_9700" 7 5 2 15 22 19 42 24 29 45 18 17
"gene_9701" 833 905 967 1044 1159 1043 1934 1683 1436 936 1025 1013
"gene_9702" 139 115 67 131 191 192 70 179 173 135 185 136
"gene_9703" 479 501 415 407 396 415 392 390 410 90 198 192
"gene_9704" 11 8 10 0 0 0 22 6 10 16 27 28
"gene_9705" 861 660 1211 975 536 1060 823 824 941 812 675 564
"gene_9706" 4 4 2 7 13 8 0 0 0 0 0 7
"gene_9707" 253 381 395 364 257 278 458 384 342 515 459 532
"gene_9708" 15 4 11 18 14 21 15 21 11 16 6 4
"gene_9709" 1064 955 892 1514 1151 1235 2710 2508 2462 1062 1006 1026
"gene_9710" 1078 868 758 1342 1337 1643 1701 1658 1524 1330 1174 1210
"gene_9711" 1907 1895 1798 728 979 741 956 799 873 1135 1355 1493
"gene_9712" 7713 10075 6639 4930 5396 5895 6458 6393 7116 5915 7137 6596
"gene_9713" 1539 1968 1847 2173 2130 1766 1428 1512 1148 1216 1492 1625
"gene_9714" 121 125 119 237 192 305 222 339 193 239 259 196
"gene_9715" 684 1004 1005 1161 1022 1046 1087 1549 1444 1632 925 1096
"gene_9716" 12727 11594 12364 11839 10703 12876 9025 9065 8392 19397 14665 13413
"gene_9717" 168 293 226 116 231 155 81 184 152 203 152 162
"gene_9718" 0 0 0 1 3 2 7 4 13 13 9 24
"gene_9719" 66 73 29 52 79 68 14 13 7 0 0 0
"gene_9720" 5313 5664 5168 5995 5742 5997 4918 5150 5314 2316 2701 4392
"gene_9721" 4199 4473 4667 4130 3732 4512 3086 3246 3670 2578 1936 2221
"gene_9722" 2234 2437 2350 1901 1890 2551 3216 2744 3276 2885 2382 2410
"gene_9723" 2 1 0 0 0 0 0 0 2 14 9 12
"gene_9724" 281 301 194 290 272 258 159 199 241 267 238 211
"gene_9725" 26 45 53 60 99 60 87 109 103 52 42 84
"gene_9726" 2409 2489 2428 856 1152 1055 868 1010 936 1925 2144 1082
"gene_9727" 1090 1224 1181 1724 1951 1668 1192 1478 1419 1215 1138 1212
"gene_9728" 68 77 93 68 47 58 38 42 22 72 80 57
"gene_9729" 138 158 161 251 322 118 101 72 51 93 95 113
"gene_9730" 71 83 55 170 124 214 46 82 82 130 108 121
"gene_9731" 518 520 648 642 649 583 1099 882 1007 988 975 1359
"gene_9732" 65 126 58 60 40 77 65 118 99 154 119 81
"gene_9733" 356 449 488 470 516 563 879 1005 973 416 228 234
"gene_9734" 881 730 1129 790 899 524 975 810 826 1261 918 1216
"gene_9735" 188 235 222 370 336 344 172 135 207 371 550 322
"gene_9736" 75 55 102 36 30 35 44 56 59 65 59 45
"gene_9737" 19 13 10 96 62 52 42 73 87 138 187 73
"gene_9738" 1211 662 1131 694 848 830 665 777 837 660 619 650
"gene_9739" 2830 2175 2379 2422 2926 1791 2158 2924 2772 2195 2774 2252
"gene_9740" 590 371 416 699 663 691 443 542 724 655 476 492
"gene_9741" 132 135 98 104 97 137 196 108 152 35 99 161
"gene_9742" 5334 6901 8672 3341 4385 4228 3818 4915 3669 4017 8153 5225
"gene_9743" 44 68 44 70 58 63 112 144 98 35 67 62
"gene_9744" 255 187 130 152 197 164 326 420 256 309 259 182
"gene_9745" 264 123 86 225 116 159 101 93 129 164 193 171
"gene_9746" 2459 3609 3290 2838 3629 3012 1955 2036 1627 3072 3830 3461
"gene_9747" 664 828 982 736 1099 1126 1187 1022 825 696 1007 619
"gene_9748" 307 413 450 229 184 233 268 181 307 336 499 287
"gene_9749" 742 835 856 796 859 888 1096 1102 1295 916 925 788
"gene_9750" 427 584 352 376 328 329 341 536 433 443 395 359
"gene_9751" 205 195 116 215 235 346 143 264 196 321 248 304
"gene_9752" 1 2 4 2 5 2 4 6 2 0 0 0
"gene_9753" 5 10 5 0 0 0 18 18 24 2 1 1
"gene_9754" 0 0 0 0 0 0 11 21 4 8 13 17
"gene_9755" 17 15 38 16 24 13 12 13 7 64 57 53
"gene_9756" 257 212 195 142 125 252 276 295 245 272 490 547
"gene_9757" 102 93 323 47 98 30 21 33 45 122 111 110
"gene_9758" 143 105 121 296 392 276 118 218 139 126 230 139
"gene_9759" 10358 11013 11472 8927 8757 6596 7213 7970 7252 6668 6213 8970
"gene_9760" 69 81 81 58 64 93 64 66 63 64 91 48
"gene_9761" 36 41 12 22 19 21 2 2 2 2 3 3
"gene_9762" 1606 1630 1575 984 1322 1127 1587 1644 1859 1362 1457 1582
"gene_9763" 415 294 258 248 131 120 193 207 271 259 301 170
"gene_9764" 868 1013 956 762 644 490 340 301 310 347 527 492
"gene_9765" 637 670 832 441 506 536 633 882 549 534 592 538
"gene_9766" 1528 2381 1816 2147 2070 1956 2432 2507 1861 1965 1950 1838
"gene_9767" 1761 2187 2138 985 1115 1061 1716 1919 1662 981 1219 1049
"gene_9768" 493 600 489 1035 1116 950 958 944 1060 862 688 907
"gene_9769" 1787 1486 1793 1279 1165 1161 1228 1250 1152 1376 1254 1830
"gene_9770" 320 295 205 733 670 736 698 406 618 499 277 416
"gene_9771" 535 485 665 612 215 430 642 670 547 610 850 838
"gene_9772" 113 42 95 42 28 72 47 28 45 58 20 73
"gene_9773" 675 728 815 588 535 428 585 840 789 515 507 547
"gene_9774" 484 465 695 1066 567 1007 599 473 471 358 502 550
"gene_9775" 260 308 277 90 55 50 104 159 109 72 118 185
"gene_9776" 1543 1860 1735 1179 1121 958 1509 1218 992 1887 1870 2155
"gene_9777" 1464 1319 1276 1576 1793 1428 1275 1516 918 1330 1230 1125
"gene_9778" 30 41 48 11 33 19 25 18 37 5 13 3
"gene_9779" 252 342 311 425 299 448 367 295 459 561 398 575
"gene_9780" 1 10 2 8 38 6 17 2 4 13 35 15
"gene_9781" 90 86 93 122 114 89 21 31 52 18 22 49
"gene_9782" 2116 2342 2325 2884 2671 2532 3093 2264 2476 1611 1753 1778
"gene_9783" 1062 1287 1159 1688 1449 1792 1721 1770 1752 1385 1656 1572
"gene_9784" 268 217 209 102 82 135 110 105 132 174 312 237
"gene_9785" 536 456 535 548 408 395 668 593 773 500 732 675
"gene_9786" 614 627 680 679 408 753 685 606 737 636 596 644
"gene_9787" 0 0 0 26 29 21 11 7 12 12 3 6
"gene_9788" 23708 23225 17287 18805 17178 24527 15388 11339 13676 13308 15186 9927
"gene_9789" 28 32 42 25 34 44 15 11 16 53 53 50
"gene_9790" 18 8 11 10 6 9 15 4 18 14 14 5
"gene_9791" 14 10 8 5 11 12 4 7 11 8 2 8
"gene_9792" 1285 1481 1787 1408 1485 1125 1462 1395 1369 1356 1643 1449
"gene_9793" 6669 6641 5871 4694 4281 5086 4848 5978 5858 5130 5412 5270
"gene_9794" 1427 1546 1121 1062 1117 1261 1153 879 1412 1727 1474 1491
"gene_9795" 1586 1184 1702 1628 1598 2045 1447 1665 2178 2187 2736 2128
"gene_9796" 67 69 37 56 34 53 12 13 5 18 38 32
"gene_9797" 252 211 205 313 439 170 457 536 430 115 216 188
"gene_9798" 24 45 19 8 25 8 79 93 160 93 39 18
"gene_9799" 3502 3065 2905 3181 2542 2869 2278 2362 3452 1656 2650 2704
"gene_9800" 90 95 73 5 12 12 28 20 21 1 9 1
"gene_9801" 113 59 58 45 59 28 148 224 195 105 100 93
"gene_9802" 0 0 0 4 7 9 0 0 0 8 10 7
"gene_9803" 106 64 32 241 237 223 63 62 53 113 168 196
"gene_9804" 1098 1221 1306 1101 1204 1079 1220 1276 1017 2210 1583 1910
"gene_9805" 2245 2296 2743 1705 2339 1516 2653 2850 2808 1909 2038 1733
"gene_9806" 100 126 78 72 35 92 41 74 28 91 79 124
"gene_9807" 722 574 613 322 372 375 482 360 318 358 144 364
"gene_9808" 436 429 278 441 684 537 465 413 587 493 645 521
"gene_9809" 5 8 15 10 4 2 5 10 7 15 5 7
"gene_9810" 632 269 377 769 752 687 486 341 372 656 627 507
"gene_9811" 1 0 2 1 4 15 1 0 3 20 15 11
"gene_9812" 578 408 563 287 253 181 372 263 294 396 402 486
"gene_9813" 104 99 67 156 227 280 49 128 59 104 54 59
"gene_9814" 170 208 128 170 144 83 193 94 173 202 213 217
"gene_9815" 78 111 101 314 264 345 306 165 213 153 218 174
"gene_9816" 7 19 7 4 0 1 2 0 0 4 5 5
"gene_9817" 305 175 148 423 518 531 276 392 256 344 359 546
"gene_9818" 119 127 154 27 32 24 10 10 54 199 73 124
"gene_9819" 14 2 11 2 1 4 0 0 0 0 0 0
"gene_9820" 86 35 96 45 38 38 52 42 53 23 28 37
"gene_9821" 30 38 36 32 30 32 21 80 38 22 13 23
"gene_9822" 782 761 625 921 1072 676 429 415 398 244 148 410
"gene_9823" 104 96 141 61 55 46 62 107 42 194 103 115
"gene_9824" 49 62 44 68 38 45 66 78 64 61 141 82
"gene_9825" 24 25 25 13 10 16 1 1 5 2 1 0
"gene_9826" 1259 1144 950 1937 1170 1099 922 1189 950 1092 1212 715
"gene_9827" 199 462 378 318 456 407 767 662 809 302 288 461
"gene_9828" 2512 3559 3571 2779 2430 2990 2322 2671 2433 3054 3480 3545
"gene_9829" 56 52 34 12 14 4 20 68 39 20 12 21
"gene_9830" 0 0 0 4 9 10 2 4 4 32 22 39
"gene_9831" 2504 2035 2099 4861 3368 3069 3024 2770 2170 2438 3185 3935
"gene_9832" 8 13 7 8 1 1 10 12 3 0 0 0
"gene_9833" 1805 2566 2312 1322 1687 1804 1436 1512 1376 1029 1080 977
"gene_9834" 430 615 592 379 478 565 753 368 565 442 412 382
"gene_9835" 168 199 124 267 156 190 170 61 49 255 386 276
"gene_9836" 566 625 512 652 802 833 366 385 345 333 438 344
"gene_9837" 763 1108 919 1229 1948 1264 1167 1212 1062 1113 953 947
"gene_9838" 0 0 0 0 0 0 3 9 1 2 11 2
"gene_9839" 1572 2458 2242 2085 1763 2209 1778 2114 1541 1619 1584 1824
"gene_9840" 15 6 8 8 23 4 2 2 5 7 65 10
"gene_9841" 2783 2971 3243 4493 3608 3912 4485 4099 4701 2543 2519 2748
"gene_9842" 41 28 43 92 88 79 127 304 102 67 93 115
"gene_9843" 3767 3271 3813 3155 2547 2633 3094 3025 2656 2312 3150 3319
"gene_9844" 222 279 212 230 187 113 113 210 188 321 348 321
"gene_9845" 0 0 0 0 0 0 1 0 5 0 0 0
"gene_9846" 3244 2860 2052 1850 2191 1600 1984 1744 1691 2179 1774 1739
"gene_9847" 815 1104 681 527 556 584 558 487 550 1024 762 724
"gene_9848" 6425 4975 4404 9579 5392 5515 7442 6946 6750 6168 4530 6245
"gene_9849" 11 13 6 2 8 11 13 12 19 10 11 18
"gene_9850" 28 33 70 5 7 7 7 6 10 18 13 8
"gene_9851" 12 12 7 83 35 36 6 13 15 12 12 13
"gene_9852" 336 279 367 295 263 259 341 272 375 548 393 328
"gene_9853" 19 16 5 43 51 56 33 15 13 9 7 15
"gene_9854" 1210 1396 1322 1013 1104 1220 1396 1659 1631 1701 1577 1704
"gene_9855" 254 259 347 132 141 106 338 292 248 145 180 208
"gene_9856" 3423 3808 2837 3427 4139 4255 4067 5290 3956 4790 4630 4710
"gene_9857" 7142 5831 5161 6161 7022 6328 5688 5804 4845 9402 7604 7085
"gene_9858" 3447 3541 2841 3236 2386 2782 2665 3464 3276 2684 2708 2732
"gene_9859" 95 145 100 181 161 210 98 109 109 101 130 195
"gene_9860" 2579 2036 2230 1919 2438 1679 2007 1667 2025 1139 1088 1336
"gene_9861" 541 475 596 812 1133 1093 538 517 621 841 812 718
"gene_9862" 0 0 0 4 0 1 0 0 0 4 2 5
"gene_9863" 1441 1404 1197 1579 1648 1720 1782 1432 1625 2457 2512 2505
"gene_9864" 21 32 21 89 102 92 67 106 110 142 88 102
"gene_9865" 27 22 10 26 12 23 15 22 19 12 12 17
"gene_9866" 221 188 108 242 319 207 117 95 126 250 305 291
"gene_9867" 252 171 137 135 95 118 38 56 42 105 138 176
"gene_9868" 58 48 64 115 107 171 252 207 134 64 48 33
"gene_9869" 1924 2042 1940 3237 3167 3797 3112 3498 3559 2490 2976 3002
"gene_9870" 2112 2594 2139 2039 1761 1745 1475 1472 1667 1750 1609 1222
"gene_9871" 553 528 693 407 501 411 361 531 424 696 743 888
"gene_9872" 687 584 624 561 665 521 627 593 573 430 410 339
"gene_9873" 921 925 1063 1611 1762 1636 1162 1025 1059 1214 1255 1210
"gene_9874" 2786 3255 3014 2476 1975 2562 3072 2036 2730 1773 1756 2107
"gene_9875" 58 45 56 69 84 55 74 91 41 102 108 119
"gene_9876" 110 204 194 384 276 343 318 298 194 261 219 110
"gene_9877" 108 64 110 51 67 38 93 74 82 41 41 33
"gene_9878" 173 205 268 246 264 213 213 208 102 244 265 249
"gene_9879" 1078 990 827 870 690 818 847 868 707 940 1052 1198
"gene_9880" 171 224 193 113 130 56 167 102 171 78 121 117
"gene_9881" 2155 2433 1888 2162 1687 1597 2272 1146 1533 1932 1995 1993
"gene_9882" 3 1 1 12 25 9 0 0 0 7 12 18
"gene_9883" 1205 884 1348 2031 2142 2392 2008 1772 1844 2339 2007 2545
"gene_9884" 1055 1011 1093 1963 1946 2096 1367 1198 1693 1188 1066 1051
"gene_9885" 162 139 145 172 262 184 192 227 261 175 293 162
"gene_9886" 790 661 539 1026 916 982 885 994 945 258 484 282
"gene_9887" 211 255 347 752 421 588 147 145 192 315 344 373
"gene_9888" 77 38 50 22 28 32 78 67 35 56 37 53
"gene_9889" 614 557 563 836 806 742 681 525 539 635 710 620
"gene_9890" 0 0 0 0 0 0 1 1 1 0 0 0
"gene_9891" 1409 1991 1930 1085 970 1064 1344 1136 1698 947 950 912
"gene_9892" 5773 5767 5732 4939 5545 5883 6395 5553 8621 5039 5516 4812
"gene_9893" 27 22 12 67 87 88 26 36 41 52 43 22
"gene_9894" 0 0 0 6 4 5 0 0 0 5 1 2
"gene_9895" 4 5 6 0 0 0 22 17 7 0 0 0
"gene_9896" 2618 3287 2869 3761 4347 3903 3304 3425 3241 2256 2549 2158
"gene_9897" 2991 3050 2067 1462 1727 1612 1021 768 921 1454 1135 1284
"gene_9898" 315 321 202 179 129 89 137 96 72 102 51 92
"gene_9899" 2 1 3 0 0 0 1 1 10 0 0 0
"gene_9900" 1459 1375 1339 1737 1594 1607 1016 772 720 1826 1962 1440
"gene_9901" 155 132 90 183 161 211 108 68 82 70 60 45
"gene_9902" 1042 830 805 732 742 968 1592 1641 1654 1060 1128 998
"gene_9903" 2 5 5 1 4 8 20 10 5 2 0 2
"gene_9904" 0 0 0 18 15 7 22 11 12 0 0 0
"gene_9905" 653 624 644 615 492 546 789 922 827 809 848 752
"gene_9906" 8035 7853 7982 11638 9185 11072 13312 12194 11955 11744 14036 13102
"gene_9907" 114 144 145 198 210 342 80 123 112 198 186 153
"gene_9908" 1657 1285 1036 2051 2119 1654 2070 1728 2026 2091 1925 1906
"gene_9909" 73 38 79 121 129 92 60 42 29 153 117 111
"gene_9910" 1892 2458 2210 1439 1825 1653 2081 1918 1804 1905 2245 2381
"gene_9911" 509 307 457 529 555 530 690 365 985 225 311 516
"gene_9912" 595 648 562 1196 1494 1409 757 1064 1155 892 724 833
"gene_9913" 668 490 689 1426 959 1301 1160 1099 1408 1128 1418 1542
"gene_9914" 202 121 108 102 136 170 108 169 120 84 54 15
"gene_9915" 21 12 25 7 10 5 5 19 2 18 24 2
"gene_9916" 385 296 373 99 124 156 421 433 278 219 267 255
"gene_9917" 172 261 131 248 250 170 135 119 222 246 208 134
"gene_9918" 5 4 2 0 0 0 0 0 0 0 0 0
"gene_9919" 194 206 169 73 95 144 283 261 326 253 357 332
"gene_9920" 763 676 782 1561 1069 1772 1132 1293 1229 1292 1251 1416
"gene_9921" 402 245 358 218 253 149 116 68 90 281 277 299
"gene_9922" 35 36 24 36 38 32 8 28 15 13 8 28
"gene_9923" 4348 3385 4074 2962 2927 2972 3368 4702 3341 4225 4541 3576
"gene_9924" 1718 1521 2125 897 1295 1288 1434 1336 1614 1566 1153 1659
"gene_9925" 68 19 49 14 22 17 41 71 46 44 20 13
"gene_9926" 2876 3246 4673 3776 3595 3426 3639 4252 4993 3270 3402 3496
"gene_9927" 1272 1041 1715 888 824 842 1144 1053 846 1278 1328 1349
"gene_9928" 17 15 12 0 0 0 4 2 10 4 8 19
"gene_9929" 861 721 1193 939 612 767 1053 1077 1321 825 872 882
"gene_9930" 2570 2141 2456 1120 2138 1545 1989 2432 1939 1133 1535 1416
"gene_9931" 6 1 1 33 18 23 1 0 1 0 0 0
"gene_9932" 154 205 200 174 147 175 127 148 131 352 215 279
"gene_9933" 0 0 0 3 5 4 12 7 5 0 0 0
"gene_9934" 2464 2094 2418 2549 1944 2242 3646 2124 2348 1730 1927 1769
"gene_9935" 10 6 10 0 0 0 0 0 0 0 0 0
"gene_9936" 272 439 131 380 548 189 368 355 391 172 221 247
"gene_9937" 822 683 732 349 402 513 813 770 485 742 1086 799
"gene_9938" 82 84 107 92 120 170 126 122 225 30 51 21
"gene_9939" 178 165 170 139 118 132 86 94 191 150 139 186
"gene_9940" 94 56 89 78 85 64 172 116 145 67 125 104
"gene_9941" 25 23 44 19 5 10 28 18 17 28 57 33
"gene_9942" 3519 3298 3047 2695 2716 3291 3189 2971 4349 1877 1696 1768
"gene_9943" 3608 3224 3294 4684 5364 5289 3532 5275 3990 3653 3055 4498
"gene_9944" 1207 1104 1873 1738 1581 1316 2033 2118 1668 1826 1424 1518
"gene_9945" 1501 1541 1556 467 693 743 880 748 852 1359 1090 1072
"gene_9946" 756 542 596 639 714 652 650 790 560 678 590 632
"gene_9947" 172 176 190 235 270 270 359 351 312 233 352 233
"gene_9948" 4537 7739 5859 4927 6319 5061 5582 5045 6982 6665 7343 5633
"gene_9949" 29 39 64 104 62 78 198 145 165 53 41 48
"gene_9950" 6229 6368 6508 8739 5583 6497 5895 4549 6886 7785 6045 5859
"gene_9951" 15 42 43 19 16 15 25 121 52 32 45 39
"gene_9952" 456 309 336 778 765 451 433 385 480 607 407 329
"gene_9953" 1825 2088 2189 2956 2188 3027 3025 3363 2741 3228 2925 2482
"gene_9954" 522 780 934 724 514 400 1353 1080 1139 1411 1147 1308
"gene_9955" 372 354 578 783 632 650 899 847 937 598 716 771
"gene_9956" 32 32 31 18 5 19 14 25 18 1 2 10
"gene_9957" 4230 3048 3361 3815 3832 3713 3885 3199 3914 3162 4772 3788
"gene_9958" 452 288 282 444 436 421 402 483 328 859 855 882
"gene_9959" 1715 1806 1679 858 901 1078 1398 1685 1040 1128 1368 1127
"gene_9960" 6238 5434 5384 4377 5024 4807 4468 4595 4261 6055 5453 4508
"gene_9961" 556 404 773 401 520 393 250 348 250 770 575 501
"gene_9962" 2207 2436 2197 1785 1499 1587 1955 2024 2301 2460 2947 2314
"gene_9963" 78 80 68 110 109 112 141 103 168 207 124 219
"gene_9964" 338 287 220 178 213 130 240 211 212 325 85 65
"gene_9965" 4147 6672 5878 6138 6827 5683 7452 10119 7112 8814 8336 7226
"gene_9966" 418 282 350 296 247 286 352 282 398 245 283 373
"gene_9967" 2899 3170 3018 1308 1619 1462 3631 3614 3043 2138 2867 2822
"gene_9968" 59 45 48 27 21 53 81 47 48 133 113 88
"gene_9969" 773 754 698 601 448 425 482 474 706 390 321 344
"gene_9970" 250 158 152 51 50 25 110 125 52 183 266 212
"gene_9971" 38 31 62 148 232 178 76 72 51 145 232 190
"gene_9972" 780 750 908 464 848 716 782 834 902 899 777 948
"gene_9973" 810 917 760 765 807 773 850 919 830 627 568 731
"gene_9974" 4125 5528 5038 6496 6393 6576 6007 6154 5447 4173 4385 3979
"gene_9975" 1287 888 1299 1530 1332 1396 1118 1007 1482 1145 1213 757
"gene_9976" 823 784 805 904 660 698 441 758 746 518 689 615
"gene_9977" 537 762 808 1322 1108 1309 484 412 496 819 702 755
"gene_9978" 11 17 5 30 52 61 23 4 13 41 30 17
"gene_9979" 4 0 5 0 0 0 0 0 0 0 0 0
"gene_9980" 730 456 758 838 778 814 758 801 592 547 645 572
"gene_9981" 4 7 9 0 0 0 0 0 0 0 0 0
"gene_9982" 117 132 140 204 212 124 148 220 210 174 128 127
"gene_9983" 19 13 25 0 0 0 0 0 0 1 1 1
"gene_9984" 972 768 811 769 623 862 788 658 686 571 490 500
"gene_9985" 85 99 65 127 97 115 32 46 52 50 67 72
"gene_9986" 2138 2257 2588 960 1413 1456 2567 3071 2375 2915 2492 1985
"gene_9987" 18 21 21 102 35 21 68 60 94 68 58 44
"gene_9988" 792 1037 592 487 527 516 753 790 736 346 439 433
"gene_9989" 766 746 731 936 935 766 1287 1030 1050 752 625 865
"gene_9990" 242 183 205 316 220 222 274 298 268 208 295 206
"gene_9991" 225 261 209 402 264 415 178 191 187 260 282 321
"gene_9992" 3117 4978 3345 2835 3084 3951 4872 3459 4041 4598 3461 4596
"gene_9993" 1044 1268 747 1065 1055 1175 748 896 957 1046 634 910
"gene_9994" 48 33 43 31 31 24 15 21 12 54 32 52
"gene_9995" 290 322 253 418 305 358 200 239 126 280 213 261
"gene_9996" 3995 5828 3124 5520 4662 5180 5101 4990 5883 2579 2309 3007
"gene_9997" 816 1262 970 768 851 703 562 518 601 638 784 786
"gene_9998" 693 623 479 362 265 376 530 469 584 553 534 622
"gene_9999" 11 25 9 0 0 0 25 29 25 39 21 32
"gene_10000" 1038 717 643 781 844 775 766 643 694 1190 1064 1062
"gene_10001" 615 318 513 651 679 591 658 630 643 438 512 456
"gene_10002" 4 2 2 0 0 0 0 0 0 0 0 0
"gene_10003" 586 759 569 545 401 576 308 364 389 288 496 576
"gene_10004" 132 122 128 54 98 54 173 161 171 130 96 125
"gene_10005" 141 92 131 112 119 61 102 127 139 51 61 51
"gene_10006" 1427 1517 1459 1559 1595 1646 2364 1791 2068 1670 1876 2167
"gene_10007" 7404 5150 7241 6766 7365 6682 6655 7467 6239 6682 7563 7316
"gene_10008" 711 579 703 713 642 797 804 878 810 740 899 785
"gene_10009" 4090 3845 5441 9616 5593 7816 5009 8721 5445 7491 7209 7372
"gene_10010" 1536 1595 1619 2253 2192 2063 1588 1460 1522 1468 1950 1682
"gene_10011" 6 4 2 25 24 21 24 17 12 0 0 0
"gene_10012" 202 76 167 192 73 158 9 13 7 26 38 37
"gene_10013" 245 245 307 69 68 73 96 75 92 179 158 174
"gene_10014" 225 174 153 66 45 78 201 192 182 178 191 178
"gene_10015" 937 1153 771 1270 1108 970 1202 1096 965 1258 1211 1336
"gene_10016" 27 98 51 16 52 33 134 198 250 38 32 64
"gene_10017" 110 88 105 84 108 99 222 125 276 71 75 60
"gene_10018" 56 98 60 25 21 7 126 74 85 55 73 55
"gene_10019" 4 2 2 0 0 0 2 2 5 49 34 53
"gene_10020" 1 10 2 2 1 6 16 8 11 0 0 0
"gene_10021" 305 281 293 157 177 136 258 303 336 203 142 136
"gene_10022" 572 625 521 619 622 632 372 322 364 820 778 903
"gene_10023" 914 1644 1545 1219 1473 1300 1612 1793 2236 2239 1557 1886
"gene_10024" 695 630 754 1047 1201 1107 528 458 578 898 789 788
"gene_10025" 756 904 915 624 884 674 561 685 798 770 848 602
"gene_10026" 409 453 359 759 1052 914 409 359 315 718 988 1001
"gene_10027" 116 122 124 109 136 138 95 209 93 118 101 35
"gene_10028" 457 555 447 642 553 501 467 701 539 861 678 851
"gene_10029" 5 4 8 52 51 45 0 0 0 15 13 14
"gene_10030" 241 227 302 38 88 116 202 189 185 45 130 89
"gene_10031" 271 194 191 156 339 419 384 399 453 672 485 539
"gene_10032" 96 73 87 101 105 170 148 221 218 168 192 172
"gene_10033" 50 38 67 85 83 88 66 65 47 175 82 90
"gene_10034" 528 353 368 633 627 638 566 532 458 844 850 951
"gene_10035" 1050 1159 1037 750 945 916 1028 893 1072 993 872 817
"gene_10036" 0 0 0 3 1 2 0 0 0 0 1 5
"gene_10037" 5391 5844 6720 4845 4711 5693 7146 6385 8365 5152 5416 5161
"gene_10038" 1194 738 1162 1082 722 1232 799 1114 798 1353 1706 1238
"gene_10039" 58 48 39 27 33 16 34 62 39 32 16 5
"gene_10040" 5424 5208 5861 4642 4152 4196 3619 3698 2892 4150 4223 4800
"gene_10041" 144 241 192 85 45 65 148 107 129 118 100 164
"gene_10042" 62 39 53 23 19 35 23 51 32 141 94 112
"gene_10043" 232 221 132 99 84 70 34 62 56 71 102 48
"gene_10044" 39 38 45 44 25 64 44 27 22 73 99 100
