"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3"
"gene_9357" 44 18 45 2 1 4 108 130 57 45 45 39
"gene_9358" 2088 1926 2222 2059 1755 2546 1321 1555 1451 2207 2006 2059
"gene_9359" 157 163 188 95 152 180 135 96 111 203 211 259
"gene_9360" 2626 2278 2545 2441 2105 2530 1665 1471 1365 1694 2136 2557
"gene_9361" 2245 1965 2455 1535 1690 1854 1674 1878 1787 3002 2439 2548
"gene_9362" 3915 4658 4117 4642 4422 4390 4644 4027 4087 3137 3326 4085
"gene_9363" 2203 1860 1730 2537 2255 1988 2109 2365 2364 1677 1848 1613
"gene_9364" 870 1011 1128 1110 948 915 1041 1028 935 1615 1775 1615
"gene_9365" 1126 1488 1437 977 1259 1197 1214 1130 1350 475 364 458
"gene_9366" 2751 2735 3426 1542 2210 2429 1985 2408 1945 2005 1684 1842
"gene_9367" 287 327 414 219 533 299 430 358 393 1218 945 595
"gene_9368" 377 389 364 229 277 288 314 348 350 288 365 300
"gene_9369" 131 92 145 143 290 155 637 356 496 390 200 278
"gene_9370" 32 26 22 27 24 8 0 0 0 0 4 2
"gene_9371" 333 465 272 514 402 463 492 408 337 189 225 291
"gene_9372" 1 0 2 0 0 0 0 0 0 0 0 3
"gene_9373" 667 717 649 1125 987 698 713 556 621 921 628 765
"gene_9374" 9014 9384 9014 7789 7291 8326 6655 9645 8226 5086 8399 6442
"gene_9375" 425 349 409 467 569 518 208 181 225 325 374 515
"gene_9376" 4935 5821 5146 3470 3127 3054 3448 4105 3659 4700 4700 4503
"gene_9377" 271 192 181 36 62 79 107 179 145 235 217 158
"gene_9378" 232 233 230 223 307 322 245 190 311 138 109 158
"gene_9379" 0 0 0 0 0 0 9 8 11 24 12 19
"gene_9380" 5 11 5 16 18 15 2 4 5 2 3 3
"gene_9381" 426 469 458 270 395 289 365 427 379 275 345 149
"gene_9382" 0 0 0 1 13 4 1 1 2 16 1 13
"gene_9383" 4169 3946 3792 3465 2919 3444 3100 2806 2904 5663 4427 3774
"gene_9384" 169 202 267 123 111 103 46 106 58 58 64 155
"gene_9385" 15 15 5 0 0 0 80 75 54 47 35 30
"gene_9386" 1187 1356 988 1475 978 1505 1240 1123 894 1365 1135 1195
"gene_9387" 18 25 27 75 24 77 207 265 194 76 45 54
"gene_9388" 4257 4768 3781 5486 4916 5147 5560 4905 5277 4967 4246 5236
"gene_9389" 453 669 752 921 730 894 592 482 283 494 798 749
"gene_9390" 368 501 455 385 416 425 300 439 368 328 105 91
"gene_9391" 148 253 173 111 57 96 243 249 120 137 90 105
"gene_9392" 4 31 6 30 52 33 11 13 1 16 2 12
"gene_9393" 441 430 460 488 436 485 450 203 333 809 1060 820
"gene_9394" 104 118 65 160 106 106 154 98 45 209 216 96
"gene_9395" 3775 2720 2835 4261 3938 4867 1792 1946 1816 2650 2611 2128
"gene_9396" 8778 8353 9435 7175 7131 6779 5919 7037 6021 7015 7127 5256
"gene_9397" 16 5 4 19 25 22 25 25 13 56 79 53
"gene_9398" 16 15 8 2 6 4 3 1 5 23 22 14
"gene_9399" 575 429 526 522 465 402 659 789 909 607 482 476
"gene_9400" 25 20 22 35 12 46 137 63 65 40 18 34
"gene_9401" 0 0 0 0 0 0 2 2 3 0 0 0
"gene_9402" 4930 3758 4131 2989 5255 4130 2759 2971 2274 2816 3749 2405
"gene_9403" 235 281 250 205 179 145 424 391 318 280 183 321
"gene_9404" 1291 1238 1175 674 513 546 775 925 753 667 461 523
"gene_9405" 365 541 402 552 421 491 577 545 571 264 239 352
"gene_9406" 485 610 633 305 262 337 618 475 580 941 990 834
"gene_9407" 416 751 504 915 636 588 824 818 681 1011 784 773
"gene_9408" 298 242 431 215 189 104 130 143 147 129 175 156
"gene_9409" 106 102 115 155 109 73 58 80 85 165 22 152
"gene_9410" 239 193 338 177 109 286 656 404 388 252 329 388
"gene_9411" 103 87 145 62 78 46 67 148 147 63 53 49
"gene_9412" 1815 1884 1874 1062 1111 815 1201 1558 1637 1350 1355 1438
"gene_9413" 391 352 179 369 515 367 338 496 677 495 252 335
"gene_9414" 1323 1296 1257 818 999 750 886 948 1161 1615 1655 1343
"gene_9415" 23 15 30 0 0 4 5 11 5 0 0 0
"gene_9416" 2417 3295 2515 2057 2243 2914 2321 1705 1571 1545 1191 1811
"gene_9417" 55 20 28 11 12 19 13 11 18 3 0 3
"gene_9418" 370 443 719 354 296 458 297 379 227 360 239 336
"gene_9419" 1557 1355 1559 1544 2634 2658 2071 2428 2371 2575 2947 2895
"gene_9420" 565 754 923 790 1277 824 731 612 651 555 455 525
"gene_9421" 2418 1889 2059 2341 1751 2212 2585 2695 1771 1585 1957 1811
"gene_9422" 0 3 8 0 0 0 8 4 3 0 0 0
"gene_9423" 1499 1634 1789 1691 2091 1643 1735 1647 2238 1936 1292 1202
"gene_9424" 60 64 20 5 10 2 7 7 13 3 0 5
"gene_9425" 7016 6324 7244 8968 11945 8295 5716 6115 6098 9660 10953 11541
"gene_9426" 392 537 395 448 635 397 495 762 861 655 718 521
"gene_9427" 20 16 27 0 0 0 0 0 0 24 36 37
"gene_9428" 388 551 427 556 369 695 369 297 409 784 866 1084
"gene_9429" 8025 9899 8473 6873 7725 8790 6798 10220 7636 8988 6951 7010
"gene_9430" 284 218 255 284 265 224 165 95 245 685 306 488
"gene_9431" 579 769 752 828 715 1207 355 645 747 796 750 994
"gene_9432" 57 202 151 87 79 90 65 75 47 65 193 114
"gene_9433" 713 686 841 1070 1363 1295 1379 1384 1189 1237 1061 1402
"gene_9434" 635 577 715 1153 775 1170 1106 1084 1010 516 461 508
"gene_9435" 4109 3970 3583 3142 4070 3434 3046 3356 4667 4305 3732 3567
"gene_9436" 375 454 279 151 127 131 169 219 219 167 217 212
"gene_9437" 1575 1655 1710 1548 1913 2085 1834 2096 2133 1711 1796 1649
"gene_9438" 55 65 54 119 89 90 122 118 58 12 58 26
"gene_9439" 96 120 109 139 225 257 381 266 474 305 327 407
"gene_9440" 1221 919 1119 1281 1324 910 925 1121 824 1471 1261 996
"gene_9441" 309 357 384 115 158 198 305 404 598 165 237 175
"gene_9442" 1416 1975 1164 906 964 884 1965 2022 1809 1349 1091 1780
"gene_9443" 110 168 128 129 91 111 135 146 145 65 70 21
"gene_9444" 964 1103 1199 544 531 550 520 265 305 494 673 445
"gene_9445" 105 345 203 451 548 467 221 97 171 270 500 505
"gene_9446" 145 98 97 55 51 45 82 75 82 29 42 21
"gene_9447" 601 1038 523 802 655 454 647 656 436 655 682 795
"gene_9448" 2344 2146 2345 1296 2002 1596 1896 1615 1845 2437 2148 2100
"gene_9449" 840 962 673 868 925 760 845 841 727 615 593 634
"gene_9450" 71 109 72 44 91 40 167 164 168 256 161 232
"gene_9451" 40 79 112 30 47 58 55 70 95 91 42 40
"gene_9452" 863 840 812 1020 761 685 803 865 915 776 685 1098
"gene_9453" 2037 1376 2230 1626 1903 2032 3470 1988 2073 2078 1857 1563
"gene_9454" 1205 2385 1907 1833 1868 1931 654 726 656 1568 1752 2271
"gene_9455" 13 33 15 36 79 32 94 86 111 117 137 72
"gene_9456" 5719 6987 6408 4932 4822 5571 6007 6456 5513 7905 8315 9054
"gene_9457" 4102 4150 4244 2542 2241 2865 3519 3351 2468 2249 2678 2329
"gene_9458" 534 661 465 804 685 732 619 734 595 597 770 855
"gene_9459" 3794 3298 2867 4727 4920 5088 3254 3184 3592 3376 3422 3474
"gene_9460" 45 57 54 12 0 14 6 0 0 6 9 2
"gene_9461" 6 17 3 40 25 17 78 106 73 77 106 25
"gene_9462" 1158 1159 1266 362 405 377 764 1025 868 665 533 855
"gene_9463" 11184 12989 10564 14705 10833 12708 10586 13002 8528 9154 10419 7480
"gene_9464" 990 865 1134 508 506 542 345 474 354 319 425 471
"gene_9465" 89 130 78 126 115 92 130 104 91 105 123 113
"gene_9466" 272 197 270 634 739 479 195 174 131 145 273 185
"gene_9467" 2115 2385 2087 2131 1973 2223 2118 2108 2221 1999 1635 1557
"gene_9468" 52 42 67 12 12 5 7 8 19 0 0 0
"gene_9469" 462 286 342 359 474 314 315 433 363 275 335 356
"gene_9470" 115 102 125 66 60 135 124 223 170 196 156 224
"gene_9471" 1961 2402 2923 3055 3039 3485 5828 4026 5230 5085 5406 6265
"gene_9472" 3 0 5 1 1 3 3 4 1 15 10 4
"gene_9473" 1144 1014 972 706 592 464 1545 1290 1313 1327 1183 775
"gene_9474" 2057 2493 2990 2110 1840 2441 1201 1416 1275 1776 2020 2163
"gene_9475" 662 798 905 859 906 877 759 1226 1387 685 939 1174
"gene_9476" 16 11 10 55 86 55 77 33 30 18 41 18
"gene_9477" 157 121 95 323 395 309 155 195 175 115 155 139
"gene_9478" 74 45 68 57 57 85 32 31 78 6 7 30
"gene_9479" 155 175 137 307 261 289 155 251 136 165 287 192
"gene_9480" 545 365 748 642 537 650 534 715 400 365 363 252
"gene_9481" 190 333 295 155 228 241 555 382 313 273 573 337
"gene_9482" 84 71 133 108 26 77 24 69 25 77 93 108
"gene_9483" 1924 2012 2984 1632 1637 1655 1975 2211 2005 1899 1698 2073
"gene_9484" 55 52 61 207 120 211 122 143 39 53 90 69
"gene_9485" 5423 5736 5453 4291 5366 4538 4968 5147 7701 4813 5964 5842
"gene_9486" 295 348 275 167 442 298 312 195 216 93 151 89
"gene_9487" 432 156 365 326 278 234 539 536 499 563 471 494
"gene_9488" 311 253 215 141 257 229 232 235 312 230 269 243
"gene_9489" 339 314 301 542 693 954 474 520 809 1103 1148 754
"gene_9490" 2048 2151 1135 1174 943 1238 544 798 352 471 570 698
"gene_9491" 5400 4457 6258 4613 4467 5783 5729 5192 5952 3865 4426 3627
"gene_9492" 387 469 529 1076 962 1103 818 830 870 1315 653 748
"gene_9493" 2043 2459 2385 2818 2975 2345 2184 1987 1997 1807 2205 1797
"gene_9494" 618 579 555 1016 1175 527 400 552 635 205 334 213
"gene_9495" 6302 7049 6345 9055 8332 7749 5825 7133 10304 8816 7476 7575
"gene_9496" 807 742 1086 1262 1243 1469 956 1315 1172 1197 1498 1233
"gene_9497" 3261 3491 3643 2768 4037 3302 3375 2789 3420 5445 5379 5122
"gene_9498" 9935 7378 7055 6904 6453 7090 7773 8749 8208 7484 8186 7036
"gene_9499" 0 0 0 0 0 0 0 0 0 22 9 11
"gene_9500" 799 750 922 502 613 584 1079 965 996 349 267 333
"gene_9501" 4596 3521 3949 5075 5311 5293 4070 3495 4445 5315 5977 5670
"gene_9502" 43 12 29 32 24 43 73 44 32 53 65 67
"gene_9503" 99 76 105 115 180 100 95 95 65 44 40 55
"gene_9504" 360 287 382 69 80 159 138 110 105 119 145 122
"gene_9505" 74 82 45 64 158 143 185 267 175 501 504 308
"gene_9506" 541 451 538 532 316 863 501 647 683 621 495 330
"gene_9507" 29 25 6 6 3 1 0 15 4 46 30 23
"gene_9508" 51 63 135 118 148 175 168 229 263 101 123 79
"gene_9509" 2736 2339 2648 2372 2291 2638 2657 3027 2499 2285 2745 3208
"gene_9510" 302 455 787 314 206 405 701 648 446 337 245 264
"gene_9511" 87 5 63 75 107 35 17 38 19 54 95 89
"gene_9512" 1410 1325 1568 1272 1374 1097 1244 1447 1687 1503 1540 1488
"gene_9513" 0 0 0 9 9 2 25 35 29 24 18 38
"gene_9514" 16450 11634 13572 11638 12540 14451 17310 16374 12505 9908 15216 13958
"gene_9515" 8100 8525 6647 4268 5774 5647 4972 8432 9039 8122 7745 7743
"gene_9516" 185 116 113 42 28 66 15 12 8 101 46 60
"gene_9517" 1279 860 889 765 964 611 519 667 709 405 345 417
"gene_9518" 1554 1185 1206 1848 1964 2045 2857 2689 2732 2325 1669 2236
"gene_9519" 256 383 270 134 104 228 235 162 204 323 342 277
"gene_9520" 680 726 644 576 489 1159 380 363 411 166 164 219
"gene_9521" 0 0 0 0 0 0 1 3 0 11 5 0
"gene_9522" 22 38 20 63 67 57 15 8 2 21 38 31
"gene_9523" 56 86 48 26 75 27 144 156 170 50 71 79
"gene_9524" 995 1059 1014 1461 1129 1278 1225 1507 981 931 1085 906
"gene_9525" 2393 2884 3244 2949 2905 3041 3475 3354 3457 2096 2035 2148
"gene_9526" 1736 1793 1973 1069 1047 1290 1724 1895 2080 1749 1597 1689
"gene_9527" 51 147 101 112 226 174 106 63 61 140 147 186
"gene_9528" 535 530 466 136 209 274 327 315 345 221 223 155
"gene_9529" 906 650 579 1191 1007 922 860 885 1278 575 617 659
"gene_9530" 14 43 35 11 24 12 35 15 37 8 11 32
"gene_9531" 56 107 194 503 304 401 388 359 454 245 77 176
"gene_9532" 52 52 72 61 92 78 71 57 49 161 90 118
"gene_9533" 65 25 21 80 93 83 58 41 35 119 77 164
"gene_9534" 3620 3620 2935 3584 3456 3920 2782 3470 2897 4901 3955 4096
"gene_9535" 755 682 779 1034 993 685 1042 778 1280 1095 1042 962
"gene_9536" 408 693 783 455 435 365 356 503 285 373 581 465
"gene_9537" 243 260 301 288 278 435 244 357 358 430 517 466
"gene_9538" 580 466 493 749 760 874 779 743 790 1477 1100 1182
"gene_9539" 570 494 340 432 267 228 467 425 392 342 360 323
"gene_9540" 48 45 59 47 104 80 138 125 55 52 44 42
"gene_9541" 529 455 398 588 455 564 385 275 213 710 528 894
"gene_9542" 4395 3936 6011 5318 5138 4071 7491 5726 5855 7381 5114 7113
"gene_9543" 64 68 110 53 46 36 203 140 97 120 79 46
"gene_9544" 48 47 31 4 5 7 43 65 89 54 87 78
"gene_9545" 91 73 71 121 83 77 72 55 59 102 135 49
"gene_9546" 666 472 1110 630 786 723 1176 1118 1361 724 741 540
"gene_9547" 1558 887 685 708 856 647 1007 510 1032 1172 1412 1245
"gene_9548" 2975 2334 2137 2180 2678 2501 2115 2461 2932 4246 3182 3855
"gene_9549" 8112 8561 8443 5445 3455 4996 6118 8508 9415 5885 5647 5175
"gene_9550" 193 141 310 427 270 114 385 305 405 433 445 543
"gene_9551" 85 39 43 139 165 116 94 85 40 43 35 19
"gene_9552" 29 5 7 0 0 0 2 1 6 0 0 0
"gene_9553" 265 115 248 36 104 76 141 212 207 151 165 89
"gene_9554" 8 25 12 62 65 116 67 77 47 71 84 66
"gene_9555" 14 7 12 18 25 14 34 55 24 20 21 17
"gene_9556" 372 535 315 502 509 357 446 263 341 359 481 255
"gene_9557" 852 693 849 567 454 377 485 575 521 414 434 535
"gene_9558" 6363 8267 5906 4032 5142 4990 4646 4500 5611 6764 7263 5948
"gene_9559" 233 201 168 171 176 110 178 120 298 216 263 308
"gene_9560" 366 450 388 501 672 607 450 583 609 199 350 462
"gene_9561" 425 807 652 678 912 808 770 634 539 425 409 421
"gene_9562" 1 5 0 0 0 0 16 15 11 6 10 30
"gene_9563" 5 9 4 16 4 9 5 4 5 0 0 0
"gene_9564" 226 141 188 144 218 174 374 427 410 301 247 229
"gene_9565" 2 16 9 19 14 13 13 40 41 38 6 10
"gene_9566" 5705 6900 6427 7151 8059 6462 6633 5491 6450 7345 7335 7805
"gene_9567" 7024 8941 7807 7710 6350 7861 6995 8211 7315 7225 7686 7285
"gene_9568" 45 23 18 21 5 0 14 14 15 0 0 0
"gene_9569" 99 75 35 25 24 35 93 181 109 25 55 79
"gene_9570" 565 785 607 845 965 685 738 509 488 672 839 799
"gene_9571" 7 8 1 5 2 5 0 0 0 0 0 0
"gene_9572" 5 5 2 5 3 7 0 2 5 0 0 0
"gene_9573" 455 604 680 192 223 169 166 208 239 710 501 668
"gene_9574" 1214 1430 1042 1421 967 968 923 1531 1058 1035 1023 872
"gene_9575" 668 913 607 645 444 455 1096 819 612 601 592 555
"gene_9576" 1388 725 1025 1715 1282 1777 973 1120 783 911 928 902
"gene_9577" 776 1123 565 1055 1126 1105 1776 1972 1375 1867 1789 1842
"gene_9578" 70 52 87 32 17 6 28 27 14 0 0 0
"gene_9579" 130 134 87 128 55 60 18 18 16 104 63 80
"gene_9580" 4759 4021 4496 2716 2646 2536 3158 3496 4245 2837 3049 3495
"gene_9581" 178 151 161 405 375 742 301 178 192 354 291 359
"gene_9582" 42 32 31 2 3 18 13 7 6 2 2 8
"gene_9583" 282 377 374 295 257 344 593 612 403 368 269 465
"gene_9584" 10 6 3 15 9 5 66 50 45 86 18 97
"gene_9585" 281 198 253 381 298 442 465 283 425 264 165 214
"gene_9586" 20 17 29 110 98 117 9 9 5 7 29 5
"gene_9587" 89 75 117 174 129 225 53 62 28 37 45 70
"gene_9588" 6880 9374 9925 9218 8435 7629 8375 11842 14735 11618 10228 10380
"gene_9589" 1293 1701 1141 1372 1162 1829 1137 1262 1154 1165 1083 1066
"gene_9590" 625 764 778 845 1013 773 376 744 612 822 892 814
"gene_9591" 0 0 0 31 24 15 7 0 5 0 0 0
"gene_9592" 20 12 27 0 0 5 0 0 0 0 0 0
"gene_9593" 85 172 117 119 101 114 93 112 83 225 93 163
"gene_9594" 1129 851 1262 774 835 900 1233 1403 1102 1015 1804 1789
"gene_9595" 3909 4368 4339 1793 2667 2875 3819 3745 3613 3848 4428 4085
"gene_9596" 109 169 150 252 379 255 310 174 339 220 323 373
"gene_9597" 0 0 0 1 1 2 0 0 0 0 0 0
"gene_9598" 14758 12808 12828 17456 18352 18695 17096 19640 19951 11705 17735 14310
"gene_9599" 2192 2031 1682 2555 2168 2321 3239 2710 2953 1827 1660 1973
"gene_9600" 2263 2015 2279 1541 2425 2523 2175 1451 2161 2430 2091 2304
"gene_9601" 1080 1037 1576 1238 969 757 831 848 780 1212 845 760
"gene_9602" 107 317 339 204 292 337 289 366 283 93 124 97
"gene_9603" 7854 9021 7721 6345 5665 4253 6935 6565 5982 5568 5147 5968
"gene_9604" 2691 3024 2455 2153 2275 2123 2016 1934 2088 2850 2322 2938
"gene_9605" 42 20 54 79 46 79 42 33 40 20 32 27
"gene_9606" 1186 1256 1302 1107 1374 1089 1340 1403 1421 1392 1825 1623
"gene_9607" 1008 1015 1062 1879 2413 2405 1064 1357 891 1436 1330 1478
"gene_9608" 168 188 145 345 207 131 84 87 101 175 160 106
"gene_9609" 4097 3070 5382 3020 3315 3128 2295 2328 2533 4371 2645 2914
"gene_9610" 298 358 207 371 326 278 347 428 305 344 386 245
"gene_9611" 116 139 137 125 90 107 86 137 232 122 88 91
"gene_9612" 48 32 15 55 45 47 7 19 8 38 22 13
"gene_9613" 62 234 77 50 37 75 45 95 69 96 85 41
"gene_9614" 947 1145 875 765 925 855 671 1191 1109 579 608 505
"gene_9615" 10 1 8 0 1 4 0 0 0 0 0 0
"gene_9616" 65 91 59 25 34 65 7 27 27 62 13 23
"gene_9617" 147 116 67 73 39 60 41 26 38 214 202 217
"gene_9618" 624 678 731 478 545 417 486 503 603 731 685 405
"gene_9619" 862 1071 1000 579 664 408 715 893 864 985 1225 739
"gene_9620" 226 95 148 159 268 143 225 236 260 123 165 203
"gene_9621" 2042 1801 1935 2585 1946 1537 1793 1713 1445 1608 1407 1826
"gene_9622" 240 253 179 136 202 99 457 224 204 111 80 126
"gene_9623" 4559 2885 3635 3026 3925 2178 2502 2264 1916 2113 2186 1705
"gene_9624" 7274 7195 9096 5720 6127 5436 7759 8446 8683 8881 8192 8435
"gene_9625" 2151 2768 3062 3862 3102 3689 2178 2538 2267 2510 2126 2005
"gene_9626" 76 50 44 130 115 106 90 103 138 76 48 65
"gene_9627" 22 19 13 19 9 53 3 5 0 22 16 24
"gene_9628" 1913 1981 1575 1213 1650 1847 1978 2099 2155 1385 1302 1371
"gene_9629" 259 325 210 300 411 175 318 185 243 490 365 527
"gene_9630" 9748 13178 9195 6775 5465 5533 5064 5403 8056 8775 8972 7590
"gene_9631" 984 1327 1039 1029 1067 991 977 1227 1215 983 971 837
"gene_9632" 5640 4357 4450 3681 4858 4418 4973 4909 4781 4683 5779 6364
"gene_9633" 3194 2625 3141 2665 3350 3122 2103 2610 2110 2906 2125 1934
"gene_9634" 194 122 103 205 250 285 280 267 269 350 363 283
"gene_9635" 2402 2159 1885 2734 3101 2419 3056 3417 2940 2505 3275 3143
"gene_9636" 210 404 383 259 247 235 223 299 206 411 405 388
"gene_9637" 4096 4494 4274 5065 5036 5270 3765 5930 6473 3055 3924 3809
"gene_9638" 5317 5489 4539 3585 3824 2858 3240 3353 2942 3320 3978 3405
"gene_9639" 78 125 131 83 55 74 167 178 189 118 169 207
"gene_9640" 102 165 168 282 316 400 425 542 358 318 336 326
"gene_9641" 353 299 318 525 570 344 638 441 558 1062 1163 1153
"gene_9642" 107 119 196 191 113 160 91 100 182 127 74 178
"gene_9643" 56 66 55 111 180 206 39 71 31 37 61 53
"gene_9644" 709 630 906 658 486 417 342 307 543 954 1393 942
"gene_9645" 339 228 267 704 614 601 458 424 654 374 246 374
"gene_9646" 17 27 15 0 0 0 11 19 43 16 18 0
"gene_9647" 26 34 9 7 28 17 9 4 7 9 20 30
"gene_9648" 87 95 154 95 29 59 90 68 96 41 104 58
"gene_9649" 978 730 1255 1369 1015 1387 1087 901 1405 992 1058 1125
"gene_9650" 911 743 1007 945 898 759 875 700 468 547 1048 905
"gene_9651" 167 213 151 570 643 537 210 255 345 460 325 471
"gene_9652" 6680 6329 6064 5894 7359 7345 7599 6137 7427 4696 5360 4784
"gene_9653" 1675 2550 2326 1555 1414 1253 2265 2045 1670 2329 3500 2921
"gene_9654" 3780 3214 2728 2893 2861 2490 2628 1406 1808 2376 2475 2252
"gene_9655" 332 348 331 303 372 226 512 316 526 530 347 334
"gene_9656" 756 948 661 1198 1165 990 1005 885 1039 844 1005 1010
"gene_9657" 4 5 9 5 10 7 4 5 31 11 14 15
"gene_9658" 409 245 321 190 202 140 418 434 386 461 447 253
"gene_9659" 169 118 175 234 196 195 70 183 109 81 124 112
"gene_9660" 26 35 19 125 58 80 40 80 43 38 55 15
"gene_9661" 2245 2275 2065 3052 3160 2740 2821 2052 3011 3619 3964 4462
"gene_9662" 470 426 434 383 483 346 512 518 947 441 497 739
"gene_9663" 3685 2861 4747 3674 3498 3592 3859 2505 3527 2467 2743 1435
"gene_9664" 312 217 189 220 234 163 285 241 339 207 117 145
"gene_9665" 11 12 12 5 11 0 1 1 5 2 3 2
"gene_9666" 13 7 5 26 20 6 13 29 16 15 10 7
"gene_9667" 144 151 113 48 95 35 95 185 167 189 178 217
"gene_9668" 127 192 189 94 76 33 374 365 361 310 436 313
"gene_9669" 314 260 276 313 304 396 26 82 175 241 227 117
"gene_9670" 865 1409 569 1050 824 1001 951 481 657 1115 973 1092
"gene_9671" 0 0 0 10 17 13 6 5 1 5 6 7
"gene_9672" 1133 833 755 600 734 705 992 1103 1151 633 674 591
"gene_9673" 0 8 9 0 0 0 5 5 1 0 0 0
"gene_9674" 66 44 65 348 411 364 158 270 350 161 175 126
"gene_9675" 4694 3680 4035 3758 3953 3575 2892 2600 2667 3914 3518 4005
"gene_9676" 702 743 516 678 796 720 1343 906 679 947 868 1211
"gene_9677" 717 859 959 1012 1147 885 1289 1104 1402 993 1174 1057
"gene_9678" 21 58 25 93 122 153 112 136 101 83 95 105
"gene_9679" 545 674 596 400 602 501 221 145 187 484 705 445
"gene_9680" 40 100 95 274 215 214 98 119 63 86 130 114
"gene_9681" 40 40 24 0 0 0 7 5 7 9 0 5
"gene_9682" 2334 2340 2085 2359 3122 2573 1858 2479 2417 3387 2962 3040
"gene_9683" 2846 4076 2727 3461 2983 3991 3365 2972 2500 2795 4104 3126
"gene_9684" 4826 3689 4622 4754 4782 4740 5086 3222 4338 2500 2434 2182
"gene_9685" 2268 2179 2295 2294 2835 2386 2243 1741 2515 2289 2726 1977
"gene_9686" 8560 7246 8485 7333 8159 8490 9504 12034 11505 7055 6641 7524
"gene_9687" 0 0 0 1 4 5 0 0 0 0 0 0
"gene_9688" 58 60 71 241 163 285 217 164 117 255 196 260
"gene_9689" 553 516 351 240 164 299 274 371 513 129 201 251
"gene_9690" 677 883 990 889 786 697 625 615 502 680 711 599
"gene_9691" 2 1 2 10 16 15 0 0 0 3 1 2
"gene_9692" 2002 2070 2033 3009 3884 2732 3863 3936 4129 3923 2963 3767
"gene_9693" 3022 3235 2933 2879 2839 2756 4396 4836 4522 1272 1645 1239
"gene_9694" 3204 3653 3261 2213 2475 2354 2926 3210 2970 3115 3075 3578
"gene_9695" 2 5 5 0 7 13 15 5 5 3 4 0
"gene_9696" 1575 1354 1572 2455 2034 1910 1576 1519 1865 1565 1673 945
"gene_9697" 4758 4396 4879 4600 4245 4870 6015 4464 5643 6037 5262 5964
"gene_9698" 45 67 33 45 30 52 28 45 61 44 25 47
"gene_9699" 915 752 943 1173 1222 952 1024 552 535 955 682 937
"gene_9700" 10 7 4 23 34 28 64 36 44 67 26 25
"gene_9701" 1249 1357 1451 1566 1739 1565 2901 2525 2154 1405 1538 1520
"gene_9702" 209 173 100 196 286 288 105 268 259 203 277 204
"gene_9703" 719 751 623 611 595 623 588 585 615 135 297 287
"gene_9704" 16 12 15 0 0 0 34 9 15 24 40 42
"gene_9705" 1292 990 1816 1462 805 1590 1235 1236 1412 1218 1012 845
"gene_9706" 6 5 3 10 19 13 0 0 0 0 0 11
"gene_9707" 380 572 592 545 385 416 687 576 513 773 688 798
"gene_9708" 23 6 16 27 21 31 22 32 16 24 9 5
"gene_9709" 1595 1433 1338 2271 1726 1852 4065 3762 3693 1594 1509 1539
"gene_9710" 1616 1302 1137 2014 2005 2465 2551 2487 2285 1995 1761 1815
"gene_9711" 2861 2842 2696 1093 1468 1112 1435 1199 1310 1703 2033 2239
"gene_9712" 11570 15112 9959 7395 8095 8843 9687 9589 10674 8872 10705 9894
"gene_9713" 2309 2952 2771 3259 3195 2649 2143 2267 1722 1824 2237 2438
"gene_9714" 182 188 179 355 287 458 334 508 290 358 388 295
"gene_9715" 1026 1506 1507 1742 1533 1569 1630 2324 2165 2447 1387 1645
"gene_9716" 19091 17391 18546 17758 16055 19314 13538 13598 12587 29095 21998 20120
"gene_9717" 252 440 339 175 346 233 122 276 227 305 227 244
"gene_9718" 0 0 0 2 5 4 11 5 20 20 14 36
"gene_9719" 99 109 44 77 119 102 21 19 10 0 0 0
"gene_9720" 7970 8495 7752 8993 8613 8995 7377 7725 7971 3475 4051 6587
"gene_9721" 6299 6709 7001 6195 5598 6767 4629 4869 5505 3867 2905 3331
"gene_9722" 3351 3655 3525 2851 2835 3826 4825 4115 4914 4328 3574 3615
"gene_9723" 3 2 0 0 0 0 0 0 3 21 14 17
"gene_9724" 422 452 291 435 408 387 239 299 361 401 356 316
"gene_9725" 39 68 79 90 149 90 131 164 155 77 63 125
"gene_9726" 3614 3734 3642 1285 1727 1583 1302 1515 1405 2887 3215 1623
"gene_9727" 1635 1835 1771 2586 2926 2503 1787 2217 2128 1823 1707 1817
"gene_9728" 103 115 140 102 70 87 56 64 34 107 120 85
"gene_9729" 206 237 241 376 484 177 152 108 76 140 143 170
"gene_9730" 106 125 83 255 186 321 69 123 124 195 162 181
"gene_9731" 777 780 973 964 974 875 1649 1324 1510 1482 1462 2038
"gene_9732" 97 189 87 90 60 115 98 177 148 231 179 122
"gene_9733" 534 674 733 705 775 845 1318 1507 1460 624 342 351
"gene_9734" 1322 1095 1694 1185 1348 785 1462 1215 1239 1891 1376 1824
"gene_9735" 283 352 334 555 505 515 257 202 311 556 825 484
"gene_9736" 113 82 153 54 45 53 65 84 88 98 88 68
"gene_9737" 29 19 15 145 93 78 63 110 131 207 281 109
"gene_9738" 1816 994 1696 1041 1272 1245 997 1165 1255 990 929 975
"gene_9739" 4245 3262 3569 3633 4389 2686 3236 4386 4157 3292 4161 3377
"gene_9740" 885 556 624 1049 995 1036 665 813 1085 982 715 738
"gene_9741" 197 203 146 155 145 205 294 162 228 52 148 242
