"V1" "V2" "V3" "V4" "V5" "V11" "V12" "V13" "V14" "V15" "V21" "V22" "V23" "V24" "V25" "V31" "V32" "V33" "V34" "V35"
"11552" 4 21 3 10 9 0 0 0 0 0 10 18 25 4 4 0 0 0 0 0
"11553" 51 49 69 48 79 29 57 28 55 21 77 68 66 127 66 47 64 41 61 56
"11554" 97 23 49 72 34 54 49 32 78 41 43 34 72 63 58 165 243 266 199 155
"11555" 5 1 1 0 5 2 10 12 8 6 3 4 10 22 5 0 0 0 0 0
"11556" 888 1444 1121 1078 1276 1774 1157 1191 1137 1271 1667 1966 2033 1297 1446 1550 1437 1465 1625 1947
"11557" 2740 2982 3364 2904 2731 1964 1489 1480 1924 1772 1521 1619 1413 1398 1361 2528 2396 2426 2466 2502
"11558" 2861 3013 3754 3697 2996 3072 3483 3313 3419 3018 3096 3249 3410 3432 3727 4443 3037 2703 3355 4133
"11559" 391 307 282 382 234 343 260 226 240 308 177 312 292 132 240 212 312 241 387 151
"11560" 5882 4421 5256 4570 3780 4310 3800 4509 3277 3704 4800 6574 4811 5757 5824 3241 4982 4131 2354 3863
"11561" 8 22 13 22 19 14 25 34 20 24 4 3 0 1 5 0 0 0 0 0
"11562" 1731 1212 1667 598 1502 1084 1415 700 1017 871 1408 1987 1576 1792 1678 1723 1653 1556 1951 1346
"11563" 2 14 6 8 6 8 10 14 6 3 31 4 12 6 23 127 110 114 106 124
"11564" 5371 5971 6599 5883 7904 9698 9509 11635 7735 10321 6033 5548 8664 6360 5192 6278 5656 5194 6720 6764
"11565" 347 291 248 367 358 324 296 256 367 439 542 495 353 617 491 545 396 403 415 468
"11566" 1101 852 982 849 888 1451 787 848 1103 529 1345 1175 1109 1474 1338 1041 1169 879 1131 1018
"11567" 681 873 759 899 760 527 555 328 944 723 1135 1448 1016 875 954 657 885 701 971 843
"11568" 1480 1767 1755 1889 1680 1602 1322 1235 1293 1913 2538 2310 3551 3243 2830 1532 1523 1181 1620 1170
"11569" 1922 1641 1649 2046 2352 1165 1268 1192 1688 1378 982 921 855 898 950 1411 1115 1080 1060 1406
"11570" 109 212 122 108 106 83 113 59 125 207 98 119 111 97 133 227 296 307 202 377
"11571" 300 288 163 254 190 138 153 106 235 185 183 271 214 181 164 510 304 294 572 325
"11572" 30 30 46 54 31 200 227 211 184 164 103 173 67 108 188 101 145 91 93 94
"11573" 258 226 450 317 254 125 146 355 104 141 190 263 166 176 293 195 185 191 270 145
"11574" 1167 1326 1082 1574 1277 1550 1728 1604 1554 1405 669 729 800 1011 570 431 480 420 196 416
"11575" 18 7 20 9 32 5 9 13 10 7 56 44 90 26 47 63 70 60 74 54
"11576" 179 182 355 256 148 391 631 437 428 643 460 413 588 417 822 230 180 261 258 275
"11577" 77 102 67 43 109 128 130 123 129 103 75 73 40 82 91 342 480 168 430 290
"11578" 1227 1408 1210 1117 1396 4876 4415 4600 4360 3738 2119 1891 1724 1762 1757 2822 3024 2882 2765 2650
"11579" 57 29 68 78 24 0 0 0 0 0 0 0 0 0 0 35 8 12 8 2
"11580" 184 144 211 257 170 99 100 129 147 114 295 238 224 238 340 243 167 249 279 116
"11581" 585 744 608 931 870 558 413 831 764 712 1004 788 1071 425 1054 1279 1334 978 919 624
"11582" 0 0 0 0 0 0 0 0 0 0 8 10 7 9 14 10 5 0 12 3
"11583" 6 0 2 10 1 16 6 12 3 24 23 6 21 15 23 2 11 2 10 14
"11584" 64 49 58 90 66 449 437 343 389 388 286 421 233 326 294 274 207 134 209 174
"11585" 633 434 709 364 544 292 429 349 419 427 910 769 529 475 739 894 769 546 482 734
"11586" 60 83 64 48 35 4 2 2 9 6 32 26 49 21 30 10 3 9 10 0
"11587" 619 532 503 369 514 839 654 798 815 643 412 561 575 592 565 596 576 783 776 629
"11588" 23 17 11 25 31 16 37 29 12 52 67 104 72 132 154 88 88 65 134 46
"11589" 1849 2298 2045 2205 2654 2838 2273 2635 2163 2733 1601 1726 2150 1717 2008 3598 2909 3310 2985 3774
"11590" 1612 1859 1436 1682 1908 2574 2156 2356 1967 1838 2047 2213 2265 2161 2078 2556 2611 2382 1852 1964
"11591" 2230 1351 1401 1470 1121 560 436 612 582 390 2179 1635 1348 1023 1428 1074 954 1226 1153 1082
"11592" 12 17 5 15 20 0 0 0 0 0 45 103 20 75 103 22 19 35 32 47
"11593" 340 569 453 345 344 471 550 584 512 542 503 355 442 546 485 302 268 340 336 335
"11594" 6232 4966 6132 6420 6311 5250 5811 5295 5047 4868 5562 4086 4397 4705 3399 4383 4767 5703 5132 4515
"11595" 427 373 347 365 594 433 464 535 553 474 361 319 287 422 217 380 324 406 331 557
"11596" 114 141 74 113 123 66 92 69 75 67 10 30 10 24 31 53 31 82 47 31
"11597" 780 428 817 803 612 1590 1314 1669 1210 1202 838 806 1036 816 1003 636 1479 925 1175 974
"11598" 1 16 6 6 14 0 0 0 0 0 0 0 1 1 14 17 21 27 21 16
"11599" 2959 2169 3397 3760 3371 3184 3194 3166 2903 3041 3697 4199 5081 4228 4869 2678 3472 4433 4011 4224
"11600" 10 14 26 4 12 30 27 14 25 12 20 26 33 34 25 21 26 23 24 21
"11601" 25 60 20 26 44 54 61 75 104 86 64 20 58 58 35 7 13 3 20 5
"11602" 1 10 9 3 8 10 4 2 0 6 7 19 25 59 34 96 81 126 106 83
"11603" 9074 5429 9094 9065 6455 7950 7114 7847 8245 8216 9118 10221 9435 9020 6824 6345 9373 9979 6329 7093
"11604" 3747 3443 3069 3117 2892 2863 3718 3021 3093 3108 2088 2202 2430 2423 2532 3141 3354 2324 3210 3816
"11605" 7659 8556 7788 8135 6095 9846 8846 8256 8413 8709 7046 8195 7091 7579 6827 10279 8200 11047 9018 9698
"11606" 2209 2519 2695 1948 2212 1813 1739 3050 1674 2203 2201 2538 1874 2561 1925 2506 2472 2340 2594 2351
"11607" 1870 1949 1527 2048 1768 2037 1853 1912 2129 2423 2156 2681 2567 2319 2786 2500 1577 2932 2548 2103
"11608" 4 4 6 9 12 6 9 7 7 7 0 0 0 0 0 16 28 4 4 10
"11609" 173 141 199 260 219 304 349 337 209 355 202 113 174 172 237 182 423 173 232 300
"11610" 1652 1746 1473 1149 1750 1215 1108 802 1293 990 1138 1147 956 1410 1815 1704 1376 1611 1233 1455
"11611" 226 234 252 132 94 69 138 70 113 110 75 56 64 115 80 213 124 146 126 128
"11612" 2367 2137 2041 1857 2207 1012 1144 1024 1089 1161 1911 1226 1477 1511 1351 1789 1883 2571 1786 1624
"11613" 2404 2210 1715 2698 1759 1906 2163 1998 2284 1815 1206 1379 1156 1128 1582 3264 4302 3558 3358 2299
"11614" 728 719 922 805 941 532 584 309 591 360 592 1038 1033 252 504 534 504 951 1086 731
"11615" 186 290 304 234 244 141 107 164 136 202 101 99 64 71 97 298 333 165 178 292
"11616" 3197 2287 2977 2584 2544 3414 2427 2084 2682 2872 1941 2167 1898 2037 2223 2710 2174 2801 2440 2557
"11617" 9 2 2 9 3 10 1 9 10 10 20 28 16 27 31 0 0 0 0 0
"11618" 606 487 370 723 661 465 383 454 612 633 874 769 466 586 704 638 521 874 549 504
"11619" 7296 6524 5621 4654 7544 4230 4741 4725 4059 3485 5247 6689 5407 5568 4573 2608 3425 2947 2763 2851
"11620" 1885 1665 1704 1715 1220 2483 2686 2405 2542 1897 1362 1333 1124 1421 1467 2185 1883 2035 2391 1816
"11621" 15 42 13 16 16 18 26 16 29 28 5 4 0 7 3 6 11 4 8 11
"11622" 176 187 114 82 191 287 280 324 243 317 419 477 328 282 269 552 392 283 373 327
"11623" 7580 6151 6682 6418 6408 6111 5333 5637 5552 6702 5663 6422 5323 7495 4951 5791 5381 4504 6157 7910
"11624" 634 299 767 629 576 218 383 314 264 140 535 611 499 707 773 540 332 356 390 445
"11625" 768 999 842 819 884 855 1228 837 995 790 812 766 843 777 937 765 1125 807 640 1051
"11626" 4 12 26 15 5 5 2 2 0 7 0 0 0 0 0 0 0 0 0 0
"11627" 969 1216 869 1094 1079 1026 1189 1167 1129 1497 976 1357 830 843 1021 1671 1601 1403 1486 1530
"11628" 2088 2832 2448 2118 1785 2304 2219 2049 2582 2197 2651 3089 4657 3514 3477 1921 1961 1830 1880 2205
"11629" 98 114 93 134 145 98 63 87 127 138 94 128 51 100 91 65 27 64 78 70
"11630" 155 259 214 192 229 335 315 317 340 245 193 255 170 259 279 252 182 343 167 156
"11631" 20 68 33 25 32 10 6 14 12 4 11 3 5 1 3 26 23 16 10 13
"11632" 39 64 61 56 50 62 49 22 30 50 57 32 55 42 42 8 14 11 40 13
"11633" 137 229 152 159 145 83 94 108 80 69 271 234 247 142 190 168 63 126 158 142
"11634" 24 12 16 12 31 19 14 19 9 9 4 3 9 8 15 0 0 0 0 0
"11635" 2126 1952 2203 2153 2363 2454 3383 2630 2125 2285 2088 1980 2159 2201 2176 2561 1968 2428 1850 1802
"11636" 293 161 278 195 255 255 122 139 196 207 333 301 251 180 248 116 100 84 104 103
"11637" 617 342 394 451 363 671 383 432 545 449 394 288 510 418 485 756 480 539 776 497
"11638" 267 202 229 165 191 57 96 91 13 72 158 187 138 166 155 91 227 156 123 166
"11639" 389 430 406 543 299 195 188 168 191 151 339 566 512 466 738 609 479 407 409 535
"11640" 4453 4866 4682 4026 4297 3946 3831 4383 4288 4159 4079 4182 3152 3926 4274 5500 3582 4614 4556 4631
"11641" 14 17 7 14 10 25 16 34 36 36 0 9 10 1 1 74 128 82 109 87
"11642" 1139 1464 953 1388 1086 1704 1434 1492 1494 1455 1281 795 1185 1076 627 1283 1262 1194 1168 1240
"11643" 2142 1393 1662 1088 1468 1060 1051 1226 1057 1071 930 1016 586 865 872 1910 1759 2661 1625 2456
"11644" 557 237 413 346 344 166 177 189 148 175 232 277 199 400 278 275 365 188 516 280
"11645" 82 48 37 57 25 26 78 54 24 40 58 29 42 41 28 32 45 42 39 15
"11646" 89 125 195 139 125 387 87 176 197 124 142 193 184 240 138 226 187 255 302 255
"11647" 512 303 326 301 474 352 612 443 355 427 463 323 224 221 228 802 627 431 719 922
"11648" 1074 1095 947 1124 1353 1708 1491 1376 1013 1144 2236 1884 2439 2182 1843 612 1005 1074 1262 952
"11649" 12007 13733 16440 12819 14036 15876 11230 16591 15604 13044 9358 14855 13150 11106 12405 12814 11625 12973 14647 13195
"11650" 44 39 42 31 26 10 13 7 12 23 44 18 46 23 23 43 56 102 52 81
"11651" 79 51 82 100 31 76 47 59 115 93 98 105 50 84 91 86 72 66 86 53
"11652" 100 130 130 126 85 102 262 257 269 341 105 107 85 96 111 290 197 230 231 125
"11653" 3051 2856 3325 3135 3757 2412 1923 2408 2205 2866 3928 3683 3175 3248 3377 3111 3193 3061 2588 2922
"11654" 728 942 879 914 927 748 668 750 999 704 463 1038 977 987 689 942 657 734 1039 1339
"11655" 3 6 15 13 9 56 32 34 9 21 22 20 24 21 20 24 6 8 21 5
"11656" 1307 1580 1870 1349 1684 1003 1098 1182 1170 1137 1048 1779 1516 1231 1184 1414 1084 1109 1107 1089
"11657" 7811 7327 8213 6813 8188 6425 7192 5951 6801 6802 6300 6220 5878 5936 5295 6374 3924 5772 4959 6618
"11658" 272 453 377 407 383 191 101 169 68 164 320 411 633 371 542 418 176 415 365 235
"11659" 1350 1361 1338 1317 811 2371 2182 1953 1802 2455 2410 2238 2318 2360 2077 1969 1907 1551 1746 1844
"11660" 64 60 62 102 72 167 181 138 134 160 74 77 62 111 88 136 178 221 118 214
"11661" 1067 910 1046 1200 1464 691 733 476 776 816 838 662 736 790 642 874 844 839 730 650
"11662" 329 238 322 405 365 195 228 257 211 335 117 264 253 153 238 683 464 431 452 399
"11663" 122 98 102 99 79 42 49 27 24 58 59 53 78 95 82 50 70 69 65 80
"11664" 1405 1393 1553 1519 1371 2675 3164 2738 2881 2783 1905 1669 2132 1842 1719 3432 3105 2694 2123 2913
"11665" 10 12 3 10 9 3 6 4 1 0 36 42 9 15 13 4 9 6 10 8
"11666" 3306 2114 3448 3288 3253 2609 2529 3668 2173 2422 2821 3141 2852 2717 3284 2664 2890 3078 2749 2769
"11667" 19 35 31 92 20 99 167 179 321 260 230 167 278 301 178 238 344 201 365 440
"11668" 0 0 0 0 0 3 5 2 3 6 3 6 6 0 0 0 0 0 0 0
"11669" 129 212 278 79 152 302 223 208 157 232 194 171 199 183 161 270 236 376 247 461
"11670" 6 10 6 8 6 0 0 0 0 0 20 27 37 35 17 22 16 11 28 4
"11671" 132 117 207 123 176 66 86 113 129 32 282 198 120 135 194 74 209 173 242 154
"11672" 263 203 343 299 367 225 156 167 192 261 265 236 409 121 305 194 211 202 168 199
"11673" 698 1060 729 625 786 1450 1069 1431 1229 1742 690 655 820 937 796 1117 1073 819 1515 816
"11674" 192 153 151 250 147 80 88 74 86 95 248 306 177 214 240 231 189 130 263 267
"11675" 27 44 39 28 11 46 36 142 21 81 2 5 20 4 2 30 32 63 64 21
"11676" 1658 1671 1054 2264 1521 1738 1581 1790 1521 1884 1474 1627 1325 1934 2040 3143 2326 2672 2140 2440
"11677" 3 0 0 2 1 11 21 12 5 9 2 5 7 7 20 5 4 7 5 6
"11678" 442 467 423 395 443 178 310 118 120 123 260 269 471 296 384 232 469 294 234 349
"11679" 1296 1186 1100 1311 1098 1288 1498 1298 1457 1676 2075 1911 1604 1998 1422 1529 1611 1314 1445 1699
"11680" 289 503 492 367 386 1023 723 868 1288 776 705 535 668 653 411 1010 701 680 656 1005
"11681" 2926 3478 3431 3495 2768 1591 2006 1791 1458 1424 2653 2594 1626 1986 2090 1674 1215 1687 1422 972
"11682" 1802 2227 1819 1912 1413 1030 1658 1927 1170 1313 1443 1138 1555 1381 1317 1876 1837 2237 1573 1879
"11683" 1100 938 595 738 506 929 1386 1013 1072 963 732 979 654 934 823 506 510 697 401 508
"11684" 12 19 25 48 19 6 37 31 9 13 28 25 29 38 18 0 0 0 0 0
"11685" 874 1066 836 1037 742 976 1062 1137 1157 1206 974 849 962 917 550 761 794 655 946 1131
"11686" 1518 1516 1790 1382 1744 2896 2926 2771 3049 2481 2811 2508 2167 2615 3001 1989 2801 1721 2096 2298
"11687" 0 0 0 0 0 8 2 4 16 7 1 3 2 0 3 0 0 0 0 0
"11688" 1704 1542 2705 3077 2842 2451 1659 2174 2611 2630 2895 3365 2917 2324 3381 2654 1918 2035 2095 2356
"11689" 322 493 428 333 242 189 269 143 310 273 958 920 840 547 522 843 668 785 701 690
"11690" 3342 2193 2842 3239 3292 2593 3177 3461 3098 2922 2406 2474 2436 2406 1893 1692 1838 1595 1431 1341
"11691" 68 38 44 38 35 30 19 11 36 17 31 49 73 53 65 26 11 26 22 43
"11692" 592 511 574 686 560 370 384 292 293 270 326 291 226 280 276 304 307 312 231 315
"11693" 3259 3615 3874 3662 3681 2162 2927 2922 3352 3175 2755 2882 3002 1987 3347 4183 4043 4037 3932 3345
"11694" 2002 1746 1728 1670 2030 2282 2022 1785 1494 1669 2354 2101 2355 2489 2457 2403 1959 2296 2563 2727
"11695" 1586 1608 1727 1385 1094 1793 2090 1256 1833 1682 3146 3347 3115 3223 2433 1765 2077 1427 1748 1784
"11696" 175 185 279 187 333 95 263 181 289 91 143 128 102 135 158 180 253 168 137 232
"11697" 322 636 291 183 152 366 416 459 388 579 572 802 592 534 446 581 651 615 510 585
"11698" 0 0 0 0 0 26 12 10 12 5 2 5 1 4 1 2 2 5 11 10
"11699" 2494 2509 2350 2538 2620 2713 2647 2810 2615 2869 2731 2730 2307 3100 2938 2725 2593 2070 3116 2232
"11700" 668 701 919 640 561 657 710 481 487 468 1397 1208 1294 973 1302 615 1039 1495 789 636
"11701" 1268 867 938 699 1044 938 1048 945 1109 764 1515 840 904 1054 1736 875 794 1149 1155 786
"11702" 196 77 198 202 134 222 177 265 167 256 248 354 236 286 312 353 339 302 243 536
"11703" 365 526 441 412 336 247 166 281 260 166 64 97 107 147 116 34 37 126 50 42
"11704" 302 339 391 395 345 368 303 786 512 360 546 508 684 399 553 383 455 526 549 463
"11705" 277 232 241 148 137 191 327 91 132 140 273 193 216 150 180 292 131 237 236 243
"11706" 1137 1506 1288 1485 1043 1066 996 942 1040 824 1436 1247 1002 580 1040 951 909 1099 943 1398
"11707" 19518 29441 20432 18504 20063 17075 23567 24839 21518 28294 19090 16332 15649 18647 16936 31916 25178 33192 27482 25337
"11708" 875 965 921 1292 1118 2251 2005 1598 1550 2005 2173 2353 1830 2140 2227 1266 951 1125 1059 1262
"11709" 61 79 109 68 86 18 38 44 44 89 59 73 60 139 114 222 248 178 217 244
"11710" 50 75 64 47 73 198 109 255 235 119 82 65 83 124 121 67 41 77 69 89
"11711" 8 17 6 18 12 8 16 22 16 10 43 14 12 35 15 51 175 192 163 146
"11712" 2312 2622 2821 2313 2604 3865 3885 3960 4095 3468 3055 2922 2868 2814 3226 3552 3519 3353 3957 3237
"11713" 81 82 169 110 103 124 184 144 128 186 113 41 138 185 113 239 193 123 161 200
"11714" 106 56 84 63 38 43 35 32 42 31 87 88 81 59 96 74 75 90 174 89
"11715" 12832 10477 15197 10786 11684 8567 8267 9173 9867 9823 7551 8237 6678 7297 8959 9830 8693 9883 9043 9565
"11716" 911 1149 1050 945 849 764 962 929 1044 1102 395 709 634 400 704 1280 816 1248 1636 890
"11717" 13421 12039 12503 10555 13674 12695 11408 14357 8215 11638 7859 10551 9115 9891 8261 18049 9634 11041 14874 9908
"11718" 0 0 0 0 0 37 29 32 20 37 103 83 51 119 86 52 15 75 48 37
"11719" 4830 4724 5088 5513 4775 4655 4565 5440 5837 4359 4478 4693 4497 5810 4490 5383 6240 5079 6088 6201
"11720" 1311 830 742 889 845 1174 872 1110 1289 1263 1364 982 1274 1049 1324 1396 1085 1127 1085 1223
"11721" 1115 777 1167 907 1118 606 714 641 761 668 807 705 723 972 728 1137 1483 931 1217 928
"11722" 48 76 56 46 54 53 102 120 133 102 42 10 26 12 48 43 23 22 45 38
"11723" 4946 4783 5507 4905 5394 5947 7203 6093 6288 5893 4165 4960 4489 4699 3851 6024 4160 4625 4306 4424
"11724" 543 243 595 440 324 288 371 425 430 328 382 315 328 328 416 439 551 490 836 595
"11725" 568 645 594 550 538 301 459 364 559 286 494 515 470 450 403 265 263 264 341 316
"11726" 4563 4661 4083 3964 3012 3312 4016 3098 4017 3575 2590 3571 3757 3420 4999 2365 2636 1986 1989 2515
"11727" 1892 1018 1356 1107 1639 1441 1383 976 1415 1801 2116 2355 2429 2420 3084 1601 800 1516 1385 1444
"11728" 10005 5071 6905 6654 7125 7046 6248 5837 5817 4473 5326 5618 4880 5775 5695 9381 8883 8408 8145 8901
"11729" 58 89 111 117 82 60 81 68 22 57 108 84 168 69 139 40 48 34 66 35
"11730" 3011 2556 2803 2942 1966 2265 3279 3739 2729 3989 2158 3015 2570 3054 2308 2637 2210 2528 2185 3249
"11731" 4 9 18 17 9 8 28 15 14 11 96 66 82 32 56 14 8 5 4 8
"11732" 126 154 149 130 148 222 197 136 169 160 204 281 162 223 395 24 19 6 28 44
"11733" 4037 5476 6393 3846 6460 8209 7157 7093 8294 7386 6194 5834 6368 5870 7065 5561 6422 7415 5650 8259
"11734" 620 431 430 715 597 687 814 669 652 539 393 566 559 604 355 968 1068 1207 885 1077
"11735" 156 144 152 131 146 273 292 255 221 280 128 296 265 287 252 201 108 104 206 57
"11736" 13193 11674 11969 12685 13256 8816 9997 10698 10784 11887 6404 8465 7091 7984 8651 10596 7991 8137 10745 8390
"11737" 358 457 388 404 433 233 205 265 195 246 59 94 89 73 89 241 147 192 223 102
"11738" 633 623 834 638 882 968 1012 1002 717 987 672 384 553 770 670 486 449 703 792 637
"11739" 319 404 284 289 358 146 324 379 184 282 142 108 183 306 234 144 252 126 161 184
"11740" 351 385 314 296 414 301 275 404 237 307 278 306 268 149 328 380 217 139 335 414
"11741" 97 124 91 61 73 175 118 163 137 128 83 108 74 93 92 111 74 86 90 200
"11742" 2635 2637 2272 1530 2287 1545 1859 1490 1692 1778 1600 1009 1190 1591 1581 1640 2548 2406 1765 2205
"11743" 432 361 340 245 266 510 372 409 470 484 387 271 525 611 496 361 292 621 516 325
"11744" 75 120 58 154 103 48 70 79 68 109 37 70 46 67 34 77 99 89 90 82
"11745" 265 301 197 373 313 240 202 234 202 165 312 381 239 342 379 279 306 250 176 227
"11746" 109 88 140 153 169 527 407 533 556 454 485 488 560 486 444 370 434 468 386 286
"11747" 203 230 323 240 149 126 220 109 81 87 334 254 252 222 256 143 206 259 101 145
"11748" 3595 5189 4139 3401 4766 5239 5815 5197 4924 4984 2475 2266 4083 4204 3550 3609 2739 2548 3358 3264
"11749" 10 84 65 32 27 112 122 103 129 104 96 67 112 139 42 36 57 52 37 81
"11750" 2310 2389 1925 2216 2417 2758 2776 2745 1908 2320 2422 2635 2587 2352 3142 2539 2193 2470 2969 3051
"11751" 1940 2832 2572 2295 1839 2146 2363 2810 2171 1854 3104 2819 2836 2498 2980 2390 2059 2023 2155 2324
"11752" 904 828 1080 430 633 1049 1107 846 1092 826 1315 982 612 676 1190 909 805 1158 1222 950
"11753" 1293 1088 1076 913 1209 956 775 764 979 825 365 381 276 460 381 1247 1189 1172 1412 997
"11754" 499 744 1058 632 702 1042 539 507 570 736 1207 1193 951 1489 954 889 1026 921 888 995
"11755" 77 49 44 68 78 68 82 95 100 122 55 21 44 22 58 173 192 76 167 72
"11756" 567 667 683 595 758 990 1049 1090 1047 1039 932 1036 991 955 1027 464 500 746 499 659
"11757" 2015 1705 1835 1645 1602 2613 2405 2410 2258 2087 2517 2908 3238 3116 2427 1810 1647 1857 1328 1556
"11758" 7119 8257 6034 9225 7860 4344 7138 8274 5979 7278 5756 6905 5553 5456 6332 5453 7030 5599 5827 6688
"11759" 2860 2359 2351 2361 2605 2147 2410 2492 2513 2471 2346 2657 2993 2910 2271 2762 2737 2010 2435 2238
"11760" 213 372 130 362 177 539 378 265 190 443 132 172 189 162 175 353 490 205 520 293
"11761" 211 35 118 232 143 161 74 143 99 95 37 41 16 24 44 100 62 79 77 87
"11762" 309 290 224 301 188 204 113 209 137 131 292 278 287 387 221 218 159 230 185 197
"11763" 10 6 4 12 11 7 24 18 17 10 12 6 2 4 2 71 23 44 27 32
"11764" 182 196 205 85 377 27 30 51 85 26 115 90 125 194 162 93 70 143 96 56
"11765" 448 623 490 670 660 426 410 529 391 592 235 326 190 196 269 520 453 470 322 618
"11766" 36 97 104 131 42 124 81 146 242 122 62 108 68 91 41 112 115 56 117 66
"11767" 42 48 38 86 25 6 5 15 3 20 64 43 51 76 29 31 15 27 34 15
"11768" 8 15 16 9 17 0 0 0 0 0 0 0 0 0 0 3 6 6 8 4
"11769" 129 129 77 133 181 99 60 138 100 78 48 39 94 106 58 89 125 67 89 129
"11770" 38 48 49 40 59 123 53 42 48 51 13 45 41 41 35 27 46 26 12 6
"11771" 46 39 27 46 28 59 70 28 54 28 22 25 4 16 9 30 25 9 56 31
"11772" 4161 4931 5790 6045 5325 7184 6627 8216 5389 5816 8023 6440 8463 7635 8106 8458 7575 7805 7951 8189
"11773" 1798 1445 1126 2076 1325 1424 983 2063 1599 1847 1972 1830 1943 1881 1732 1120 1576 1557 1668 1382
"11774" 1230 1336 1295 1235 1391 1216 2179 1986 1762 1671 2226 2066 1693 1597 1700 1655 1681 2386 2140 1689
"11775" 26 48 39 28 90 54 84 53 134 68 150 137 141 110 125 52 65 47 67 48
"11776" 8 12 16 22 8 25 6 14 13 1 86 86 55 103 40 60 47 33 43 27
"11777" 1094 1120 915 1193 1288 552 678 437 478 425 520 1034 816 583 612 653 648 791 535 732
"11778" 6 8 8 8 13 34 11 51 28 53 2 0 5 1 0 10 3 15 24 13
"11779" 10 30 2 11 10 3 2 0 3 0 22 14 8 2 7 1 15 6 4 6
"11780" 431 266 325 275 402 240 243 190 232 141 175 228 258 319 297 107 83 112 47 129
"11781" 1448 1445 1254 1577 1439 2097 2650 1836 1857 2088 1978 1772 1901 1795 1797 1425 912 760 1013 852
"11782" 83 34 47 103 40 21 52 32 13 36 37 66 53 29 25 35 54 59 30 38
"11783" 302 318 291 409 202 35 80 58 117 64 100 71 50 44 56 115 89 128 89 97
"11784" 5200 5840 4458 4956 5760 6642 6457 6733 5974 5911 4298 4271 4437 5133 4766 4898 5425 4628 3949 3506
"11785" 4745 4231 4333 3025 3384 3069 3076 3314 2148 2545 3729 3147 4050 3121 4505 1228 2053 2434 3481 2177
"11786" 706 654 832 573 571 780 712 539 649 738 1184 1061 1020 1045 804 685 386 524 571 688
"11787" 633 903 531 683 709 741 821 1440 1233 1230 898 766 958 980 694 361 340 428 494 319
"11788" 22 79 40 35 66 8 6 5 2 2 14 12 8 17 12 6 10 7 20 29
"11789" 0 3 10 6 10 0 0 0 0 0 0 0 0 0 0 18 8 13 10 18
"11790" 4774 5060 5493 4812 4673 5647 6021 3881 5555 4950 4202 4467 5271 4248 5638 5461 5196 5327 4305 4551
"11791" 2297 2330 1634 2096 1605 2851 1750 2059 1843 1922 1269 1255 877 1252 844 1599 1428 1389 1228 1839
"11792" 595 684 441 553 630 946 737 702 985 751 435 102 226 212 280 492 519 569 725 687
"11793" 5420 4276 4412 5690 5137 6310 5350 6007 7867 7304 5069 5100 5214 5654 4241 6344 5774 4902 5363 5263
"11794" 14 27 12 18 26 2 11 6 21 8 5 6 4 11 6 59 27 43 25 21
"11795" 276 178 156 215 157 779 697 757 517 422 564 517 603 528 564 265 159 92 198 267
"11796" 8344 11697 6414 9194 9155 9555 7706 7341 7610 6967 14432 12650 14174 10869 11275 5395 6848 6665 7044 5881
"11797" 687 761 773 869 695 798 932 827 792 951 480 473 477 804 719 937 1131 949 898 980
"11798" 2305 2416 2187 2216 2570 1982 2385 2127 2440 1800 2139 2867 1556 2558 2593 2748 1890 2418 1867 2840
"11799" 234 145 247 216 211 95 260 204 162 98 224 257 138 137 231 196 205 201 254 226
"11800" 103 123 35 131 90 151 150 95 144 177 78 66 103 153 121 134 129 106 113 91
"11801" 112 138 179 107 104 269 222 141 153 178 248 276 261 197 318 346 369 246 315 229
"11802" 88 80 74 110 82 21 64 41 63 37 44 68 47 45 46 46 29 55 45 49
"11803" 2598 2170 1567 2395 2162 2378 2209 2039 2056 2335 2414 2034 3140 2347 2409 1762 2178 1955 2033 1953
"11804" 15 36 28 36 115 5 8 4 10 12 8 6 0 14 4 20 15 71 20 26
"11805" 3371 3213 3312 2931 3559 2998 1857 2780 2182 2565 2072 1760 2047 2049 1957 3348 3336 3644 4237 3597
"11806" 2080 1842 2077 1844 1926 1907 1991 2055 1655 2454 1592 2320 2475 2149 1783 1899 1835 2204 2431 2330
"11807" 3252 2766 2505 3397 2956 4694 6409 5447 7021 4046 4487 4179 4520 4558 4396 4243 4582 3810 4299 4962
"11808" 52 35 72 39 67 39 62 69 50 53 81 120 69 41 104 16 11 23 26 30
"11809" 53 34 54 48 11 75 92 109 103 105 0 2 8 2 1 7 12 16 14 24
"11810" 51 77 66 15 62 34 30 6 24 23 24 21 33 12 22 54 43 47 30 43
"11811" 44 46 58 27 32 22 3 14 7 26 2 6 6 10 4 140 111 111 74 93
"11812" 7002 6677 10011 10770 11164 8855 9219 7948 8508 8342 11560 9211 10907 9677 12571 11626 11177 12624 11576 10045
"11813" 549 780 618 444 575 426 396 448 517 431 285 420 457 649 424 823 1037 764 936 1108
"11814" 642 360 651 633 545 486 290 400 522 668 443 618 534 497 535 297 224 338 434 297
"11815" 22 16 29 38 40 24 34 32 31 33 91 109 68 83 50 109 71 81 94 51
"11816" 477 354 358 663 674 358 400 500 390 423 744 787 530 572 570 269 285 230 212 254
"11817" 26 33 61 49 29 9 23 22 20 7 0 20 5 13 1 22 19 15 11 32
"11818" 188 220 156 138 143 280 343 355 418 395 171 235 180 265 174 380 378 344 475 286
