"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3" "TP5_1" "TP5_2" "TP5_3" "TP6_1" "TP6_2" "TP6_3" "TP7_1" "TP7_2" "TP7_3" "TP8_1" "TP8_2" "TP8_3"
"gene_6912" 3846 3682 3104 3748 3821 4270 2768 5149 5005 3802 3872 4405 3060 3278 2761 3044 2917 3193 3860 3652 4345 3965 3817 3729
"gene_6913" 0 0 0 0 0 0 7 6 6 6 8 8 4 13 16 15 14 7 6 10 13 14 3 16
"gene_6914" 147 147 150 166 162 153 65 51 29 33 48 85 119 126 55 97 117 111 50 78 76 46 41 40
"gene_6915" 129 122 125 106 119 120 168 189 183 137 140 192 73 115 91 131 127 142 56 93 119 146 155 69
"gene_6916" 1491 1283 1583 1202 1594 978 1109 873 1083 1024 1471 1148 1254 1183 1088 982 1418 1245 1871 2091 1596 1638 1435 1641
"gene_6917" 22839 23693 30304 25748 22157 30224 19497 25219 26534 32351 26180 32233 18010 15208 20237 16600 21309 18738 21782 18224 30690 19657 28775 27121
"gene_6918" 547 567 462 554 471 722 547 498 465 681 771 672 955 1001 937 971 744 795 1000 773 533 435 577 686
"gene_6919" 7 15 12 14 23 10 11 29 5 13 8 29 5 11 9 8 4 2 8 2 9 13 11 24
"gene_6920" 0 0 0 0 0 0 5 17 6 10 23 17 10 10 24 4 23 5 7 6 14 4 6 14
"gene_6921" 6818 7218 5017 5512 5080 7082 5563 5987 6502 7837 6097 4776 6403 5957 7229 6424 7239 6547 6166 6923 7508 6465 7359 7360
"gene_6922" 206 192 122 151 191 113 298 376 191 367 233 215 84 120 129 131 203 145 319 245 143 192 247 244
"gene_6923" 1825 2037 2356 2033 1812 2000 2356 3256 3113 3283 2587 4068 2055 2155 1676 1990 2177 2551 3098 3835 3117 2311 3795 2609
"gene_6924" 443 475 529 497 451 352 476 381 380 475 621 322 365 554 535 326 438 523 427 412 408 279 489 560
"gene_6925" 71 148 167 226 156 102 220 201 240 237 161 197 195 78 67 183 100 222 412 329 195 248 182 307
"gene_6926" 4345 4393 4747 4424 4568 5136 5539 4390 3449 5732 4924 4340 4691 5122 4654 4394 5084 3541 6661 5002 5272 7842 5920 6678
"gene_6927" 1412 1334 1673 1353 1482 1670 1968 783 1651 1619 1579 918 2226 1750 1327 1408 1493 1558 1088 1143 866 999 1003 749
"gene_6928" 2970 2742 2601 2343 2932 2524 3133 2658 2790 2630 2192 2938 2451 1996 2853 2502 2297 2303 2540 2317 2747 3162 2853 3056
"gene_6929" 2864 3098 3230 2858 3214 3423 2642 2917 2456 2580 2199 2500 3812 3701 4178 4527 4852 4568 3145 2893 3338 2824 3406 2936
"gene_6930" 2424 2469 2777 2952 3077 2703 8025 7643 7532 9146 6553 5573 4475 4777 4727 4589 4498 4281 4756 2743 3737 3812 5557 5166
"gene_6931" 14 43 40 26 34 25 115 188 137 228 110 108 34 63 38 37 39 56 56 81 54 81 58 25
"gene_6932" 1411 1639 1267 1721 1882 1358 1781 1507 1097 1006 1607 1359 1268 819 1103 1553 1213 1614 2229 1605 1057 1644 2214 2972
"gene_6933" 7235 8696 7294 6131 6609 6636 7525 5897 5502 7446 6552 5771 6336 5967 6464 7742 7092 5647 4492 6809 4864 5214 7113 5576
"gene_6934" 1597 1764 1525 2091 1539 1746 1643 1631 1967 1931 1516 1191 2507 2242 2045 2000 2803 1634 1472 1495 1659 1712 1107 1281
"gene_6935" 55 53 49 76 84 37 48 20 18 40 14 28 30 25 30 41 40 41 12 23 27 7 18 12
"gene_6936" 683 603 475 614 521 568 712 418 460 602 596 416 355 790 743 1306 727 776 419 578 737 388 282 402
"gene_6937" 5860 6145 6320 6420 6167 6111 5529 6566 6634 4383 7828 5490 5885 4878 6221 5425 5983 6200 9594 8233 6349 7354 5508 8381
"gene_6938" 238 239 152 228 256 216 186 196 218 127 185 142 156 138 212 159 243 257 348 285 505 419 344 396
"gene_6939" 102 169 155 267 103 141 128 56 50 63 67 28 134 169 195 102 104 129 123 112 166 111 77 184
"gene_6940" 2869 2426 4270 3842 2538 2471 3408 4316 3266 3723 4275 3391 3263 2919 3166 2845 3011 3466 3248 2525 3287 3103 3072 3402
"gene_6941" 986 1134 1029 1006 1150 1130 1182 1259 1116 1077 1331 1109 1024 723 1027 777 619 1060 970 812 1266 728 933 733
"gene_6942" 5815 6533 7534 6239 6083 4886 5542 4758 6678 4505 6177 5772 5938 6467 6445 7363 6180 5542 6038 5559 6099 4942 4755 5263
"gene_6943" 2628 2004 2505 1930 2587 2282 1729 1959 1848 2148 2018 1648 1742 1398 2064 1484 1696 1248 1406 1532 1444 1261 1608 1376
"gene_6944" 0 0 0 0 0 0 0 0 0 0 0 0 5 19 12 0 5 3 2 20 2 14 14 8
"gene_6945" 1863 2316 2900 2153 2688 1658 1679 1093 1306 1622 1473 1533 1442 1274 1316 1404 1193 1507 2187 2500 2002 2146 2881 2572
"gene_6946" 24 9 4 33 21 17 0 0 0 0 0 0 0 0 0 0 0 0 9 3 1 0 5 3
"gene_6947" 9 4 0 6 1 0 5 7 2 4 0 6 0 0 0 0 0 0 1 8 16 10 18 10
"gene_6948" 96 134 126 113 107 126 288 378 206 171 239 148 128 310 357 245 242 189 163 129 176 88 73 93
"gene_6949" 3839 3844 4323 3542 3807 4343 4061 3680 3750 3244 3332 4489 3348 3857 3626 3630 3385 3558 5231 4025 3847 5149 3166 4192
"gene_6950" 0 0 0 0 0 0 74 36 74 18 37 37 16 26 8 16 23 12 3 4 1 1 4 0
"gene_6951" 2 7 9 6 12 18 44 15 35 45 40 51 0 1 12 4 4 2 12 21 21 11 37 20
"gene_6952" 8070 8554 8403 9835 9541 9512 10300 9441 8751 8559 8590 9685 9590 13389 12699 9987 13756 11844 8179 8386 8401 9515 8969 6495
"gene_6953" 679 588 635 688 597 479 1008 899 833 905 953 700 1171 845 1145 1703 913 1332 422 616 574 779 890 721
"gene_6954" 26 2 18 19 14 13 19 14 8 1 27 2 37 32 24 19 17 34 31 61 43 61 31 37
"gene_6955" 4710 4912 4795 6664 5403 6547 5322 4784 4621 4034 5649 4160 4890 4024 4825 3724 4147 4452 5335 4437 4133 3965 4253 4703
"gene_6956" 14 13 0 1 3 0 0 0 0 0 0 0 8 0 3 8 2 1 0 0 0 0 0 0
"gene_6957" 358 158 504 405 393 280 132 206 299 282 228 189 237 251 184 322 230 345 233 145 308 178 158 247
"gene_6958" 182 44 115 56 120 72 30 18 45 26 31 22 37 27 53 31 56 30 92 51 45 63 116 30
"gene_6959" 2922 2745 2894 2695 2984 2906 2721 2377 2574 3078 2523 3432 3643 3829 4000 3532 3884 4531 3022 3240 2151 2799 2837 3400
"gene_6960" 143 98 237 177 186 104 80 111 123 89 134 54 184 147 89 125 117 116 542 343 213 274 311 251
"gene_6961" 938 1058 752 802 957 1095 907 807 739 890 669 516 517 512 781 604 785 610 1875 1642 1706 1517 2388 1765
"gene_6962" 84 58 101 91 86 89 89 101 89 127 82 61 56 54 100 72 121 115 84 78 52 80 76 25
"gene_6963" 6939 8127 8240 8793 8161 7293 9514 8763 8509 8255 7757 9446 7958 7356 6024 8293 6755 7564 6717 7063 6963 6893 7066 6350
"gene_6964" 0 0 0 0 0 0 7 14 12 22 2 3 0 0 0 0 0 0 27 38 9 18 14 22
"gene_6965" 918 566 682 550 837 768 926 982 935 707 797 1008 1170 1263 1472 1501 1138 1208 1604 2152 2252 2422 1422 2139
"gene_6966" 76 119 80 121 85 146 75 90 82 79 67 112 119 80 139 83 155 73 130 139 126 161 161 215
"gene_6967" 78 84 84 77 72 92 82 119 113 126 70 95 52 33 63 31 41 55 65 74 57 83 104 86
"gene_6968" 681 407 982 614 552 654 671 505 522 296 359 495 1145 1096 1143 1448 1321 932 888 485 730 541 586 701
"gene_6969" 5393 4398 6695 4504 7131 5569 4040 4154 3980 4863 4213 4112 4713 4426 4896 4200 5719 5039 4853 5710 4269 4303 5137 5015
"gene_6970" 0 0 0 0 0 0 8 4 6 4 7 10 15 29 20 18 24 14 18 2 10 8 6 4
"gene_6971" 605 447 526 361 533 570 429 479 405 322 304 550 768 638 807 701 732 679 374 422 385 433 364 523
"gene_6972" 10 9 10 13 13 8 34 20 21 22 43 21 17 45 58 33 84 30 87 65 48 61 86 28
"gene_6973" 45 37 35 43 27 44 169 353 304 188 311 301 99 168 141 113 140 136 45 74 68 64 119 68
"gene_6974" 4006 3187 4570 5002 4407 3719 4578 3392 6206 3679 5547 4431 6917 6765 6575 5951 6402 7427 4191 4378 4007 4037 4010 3769
"gene_6975" 774 855 559 846 923 926 931 686 760 898 882 869 682 785 515 525 916 874 901 747 629 967 641 617
"gene_6976" 2452 3003 3424 2679 2974 2676 2472 2962 3042 2812 3450 2019 1824 2013 3174 2126 2391 2602 2176 2495 2312 2130 1959 2255
"gene_6977" 2339 1684 2872 1481 2094 1802 2008 2441 2260 1533 1642 1782 2328 2526 2273 1934 1609 2257 3496 3391 2810 3100 3616 3919
"gene_6978" 81 13 46 79 22 61 185 103 163 98 161 157 201 196 304 266 147 251 69 100 97 121 114 103
"gene_6979" 8 16 6 13 9 18 10 12 18 6 4 20 0 0 0 0 0 0 0 0 0 0 0 0
"gene_6980" 369 317 308 277 240 236 286 269 288 294 209 245 286 347 260 390 334 460 472 477 487 539 427 377
"gene_6981" 479 518 447 526 307 424 280 106 245 238 213 228 307 149 245 341 199 173 248 372 254 144 350 255
"gene_6982" 3193 3396 3854 3543 3891 3861 3665 3992 4267 3654 4219 3397 3932 3785 4327 4252 3640 4223 3137 3645 4078 3732 3600 3662
"gene_6983" 546 420 380 693 369 661 306 406 486 519 487 227 696 386 416 367 262 509 557 633 680 471 479 583
"gene_6984" 24 9 18 16 11 26 8 10 4 7 7 19 15 20 44 29 20 21 29 34 33 56 50 21
"gene_6985" 18021 25568 23201 27643 28378 20897 24505 20560 21789 22116 20877 22949 24038 19540 17211 19440 22299 20096 39042 32606 27826 33761 44656 31455
"gene_6986" 4374 3596 3582 4534 3201 2546 4669 4702 4699 3381 4088 3827 3909 3517 4516 4621 4926 5260 3605 4523 4311 4081 3645 3215
"gene_6987" 1089 1154 917 1302 1237 1347 1720 1838 2011 2505 1467 1859 2942 3031 3338 2606 3081 2950 3300 3148 2146 3243 2380 3068
"gene_6988" 894 853 883 896 949 1103 788 1119 1519 1145 759 1690 663 831 884 750 835 1055 1602 1610 1603 1615 1669 1674
"gene_6989" 469 399 506 297 407 417 964 1033 836 925 1153 1194 1024 978 839 958 1012 1009 692 500 677 597 780 572
"gene_6990" 4281 3921 6411 3614 4144 4793 5688 4809 4930 4788 5474 5388 3937 3706 3768 3961 3777 3433 3065 3564 3094 3974 3884 3471
"gene_6991" 666 855 1024 866 509 764 997 556 736 709 794 755 1111 998 1066 891 1051 997 1186 1027 1287 1517 1421 865
"gene_6992" 1852 1309 1320 1937 1845 1252 1624 1502 1504 1676 1619 1578 2679 2496 1855 2241 2419 2818 1817 1821 1091 1353 1764 1426
"gene_6993" 2652 2059 2677 3226 3129 2475 2122 1938 1960 2448 3116 2262 2030 2348 1936 2012 1825 2274 2089 2326 2013 2205 1911 2049
"gene_6994" 9989 8663 8246 7916 7890 10027 6778 5966 7278 5616 5192 6751 8747 8714 7992 8261 8029 8206 4382 6513 5517 6306 6851 7006
"gene_6995" 2939 4590 3951 3724 4536 2802 4242 2642 3785 3922 3393 3395 2481 2527 2796 2553 2451 2260 2657 2693 2502 2624 2821 3116
"gene_6996" 2023 2344 2528 2208 1935 2496 2138 2525 2375 2490 2537 2358 1999 3068 3311 2731 2112 2009 2810 3008 2733 3178 2610 2202
"gene_6997" 3445 3265 2233 3614 3591 3575 3849 4547 3888 3246 3778 3785 3088 2797 2570 2941 3034 3045 2928 2372 3856 3848 2622 4423
"gene_6998" 309 594 657 576 262 490 596 462 538 830 321 714 933 669 280 611 583 584 745 573 475 826 927 635
"gene_6999" 86 78 58 87 89 101 106 76 83 76 62 87 195 177 256 115 247 96 113 118 85 109 71 109
"gene_7000" 71 70 68 43 45 35 0 0 0 0 0 0 2 2 15 11 5 8 54 34 29 32 49 66
"gene_7001" 1739 2068 2228 1999 1699 2070 1237 956 1633 1205 952 1056 1023 1218 1431 1511 1108 1193 1986 1818 2754 2446 2183 2583
"gene_7002" 433 428 574 498 385 327 927 1031 868 698 813 635 918 791 654 897 1044 748 414 378 282 217 279 303
"gene_7003" 667 540 380 446 606 533 452 445 633 833 493 517 983 929 783 845 664 429 1168 1056 990 1100 1009 824
"gene_7004" 38 72 88 105 172 71 54 38 19 47 82 50 141 95 48 53 81 114 30 55 46 40 32 79
"gene_7005" 721 1251 642 590 922 591 744 937 713 821 1030 894 566 1072 946 1046 900 462 805 675 772 716 750 714
"gene_7006" 484 1008 666 1002 893 1000 558 877 884 518 701 637 455 529 482 309 572 473 556 489 527 851 573 722
"gene_7007" 10662 10295 11664 8530 9714 11573 10629 9951 12311 8253 8584 11284 5194 7564 7282 6032 7724 7266 7736 6882 9245 8319 7548 7499
"gene_7008" 9194 7056 7927 6119 8418 7310 10971 9656 10668 10575 9567 9891 11957 13860 14696 12876 12773 11613 7977 8587 8720 10894 8321 11275
"gene_7009" 309 297 373 245 368 234 241 316 278 304 349 241 458 318 241 372 468 231 251 267 272 256 305 298
"gene_7010" 1159 941 1068 1173 758 1187 1119 824 1129 1360 1567 879 1115 646 571 777 1102 1182 613 938 937 617 1094 694
"gene_7011" 36 16 41 13 38 71 56 69 39 42 36 40 91 20 62 67 81 76 30 55 13 56 31 30
"gene_7012" 967 992 957 1198 1144 1114 1220 934 1311 1266 1235 894 1355 1151 1224 1210 1501 1310 1207 982 1255 1474 1028 1185
"gene_7013" 6965 5499 6196 5320 6546 5699 3969 4492 4552 4998 4002 4415 3923 3644 4414 4737 3692 4331 7366 6192 6062 5885 6207 6372
"gene_7014" 93 91 70 52 54 117 277 514 540 237 246 299 238 169 143 151 162 175 136 183 157 134 103 177
"gene_7015" 1550 1918 1232 1444 1376 1528 1443 1048 1497 1471 1214 1518 1084 1216 1175 1140 1309 883 851 1841 1095 1219 1184 1397
"gene_7016" 14 5 13 22 11 11 5 12 20 2 9 2 0 4 3 6 0 2 0 0 0 0 0 0
"gene_7017" 1729 2365 2356 1831 1774 1913 4809 5547 4780 5502 5617 5498 2497 2609 2848 2377 2470 2624 2517 2601 3031 2759 3056 3142
"gene_7018" 287 234 302 313 377 266 441 632 404 683 483 490 364 622 339 369 557 629 456 658 486 546 640 544
"gene_7019" 409 440 577 699 453 490 762 997 1151 858 470 733 376 525 697 805 379 600 560 463 481 671 429 506
"gene_7020" 768 873 886 749 854 810 974 1066 931 972 901 859 996 1234 1042 1338 956 902 968 1061 1223 789 859 1055
"gene_7021" 122 183 113 118 123 273 177 114 172 183 179 199 138 326 391 297 175 222 139 147 304 118 131 127
"gene_7022" 5731 3774 5116 3999 4073 3740 5226 5460 4710 4808 4395 5541 4829 5879 4323 5739 4610 5116 5383 5507 6851 6075 6754 5777
"gene_7023" 761 838 1015 476 628 795 1275 917 1312 867 893 740 965 1014 796 774 828 836 689 631 719 764 668 663
"gene_7024" 309 485 275 346 543 386 245 217 153 247 202 176 227 310 280 173 204 246 209 216 305 223 230 243
"gene_7025" 0 0 0 0 0 0 33 78 54 42 30 50 15 8 6 19 4 16 22 32 18 22 15 22
"gene_7026" 6 8 0 1 1 1 10 0 5 10 1 9 0 0 0 0 0 0 7 2 4 14 19 2
"gene_7027" 3086 2323 3402 4730 3446 4316 3154 2953 2401 3453 3848 2952 3741 5041 5285 6159 3924 5590 6963 6306 5939 7320 5435 6245
"gene_7028" 0 0 0 0 0 0 38 27 55 38 22 46 2 2 4 0 15 14 13 16 29 11 44 24
"gene_7029" 140 81 178 153 147 244 180 113 107 202 83 114 289 241 294 222 217 264 105 253 84 192 175 98
"gene_7030" 32 8 15 20 19 14 9 9 4 14 13 10 32 40 39 10 22 24 3 16 17 5 5 0
"gene_7031" 0 0 0 0 0 0 51 54 42 60 65 15 0 0 0 0 0 0 97 76 39 76 70 71
"gene_7032" 20 7 12 2 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gene_7033" 176 225 95 209 212 121 207 120 105 195 182 159 207 265 301 227 256 325 128 86 87 119 94 123
"gene_7034" 21 9 8 6 23 20 22 24 34 49 18 46 33 32 29 105 43 67 153 216 108 129 131 142
"gene_7035" 358 569 219 348 572 377 203 300 301 299 244 334 286 325 266 272 299 278 252 195 333 268 366 243
"gene_7036" 180 199 86 82 138 131 196 266 362 262 114 406 437 131 118 244 111 180 123 166 107 52 103 97
"gene_7037" 1124 1187 1300 1356 1233 1208 1135 1960 791 1538 978 1154 1559 1980 2299 1711 1685 1055 1493 1612 1579 1694 1364 1546
"gene_7038" 4581 4137 3981 3307 4274 3765 4662 4989 5250 5177 4932 4863 3574 3110 3843 4088 3330 4168 4795 4213 5454 3924 4959 3588
"gene_7039" 145 120 143 130 109 94 32 45 41 75 36 80 91 165 38 50 62 110 88 130 118 55 54 99
"gene_7040" 317 336 344 285 346 349 455 274 369 288 334 296 608 824 426 540 716 704 472 490 523 520 488 497
"gene_7041" 1188 1041 1686 1081 1374 1743 1030 1208 1620 1097 1549 1109 765 940 807 2193 1118 909 1168 772 1247 1299 1075 1070
"gene_7042" 4082 3300 3465 3626 3802 3857 3415 3306 3215 3525 3095 3575 4068 4500 4626 3916 4449 5156 4480 4158 3786 4483 4363 3369
"gene_7043" 1043 1026 1055 1036 1145 1066 633 1358 910 713 632 906 389 527 758 560 970 615 1181 1242 1051 1256 1097 869
"gene_7044" 4121 5117 4893 4439 4776 4041 5902 4888 6095 4877 4301 5629 4019 3913 4309 3807 3431 3427 4768 4819 4188 4252 4809 4926
"gene_7045" 883 774 748 941 686 775 1234 1108 1237 1057 1283 1518 731 1217 817 859 845 1155 1183 1925 923 1421 1840 1416
"gene_7046" 1 4 4 7 3 7 13 7 6 27 8 15 37 30 23 41 28 33 0 0 0 0 0 0
"gene_7047" 16 14 14 16 14 28 111 71 71 88 115 69 48 27 48 37 32 49 79 76 68 79 84 82
"gene_7048" 583 690 373 499 414 379 618 577 637 684 650 584 356 463 352 634 444 535 540 502 386 355 510 354
"gene_7049" 1794 2044 1380 1415 1581 1425 1105 1453 1891 1160 1513 1474 1313 1310 1512 1667 1444 1745 1625 1910 1629 1428 1689 1541
"gene_7050" 7633 8466 4793 5278 7023 4914 7091 7679 7674 7411 6851 8086 6669 5415 7968 4767 8451 6099 8606 5105 6678 7804 7829 6864
"gene_7051" 213 289 250 365 341 255 446 283 378 466 262 268 77 43 42 56 56 60 381 577 445 533 363 584
"gene_7052" 6192 4593 5901 4302 5191 4499 5295 5071 3982 4927 4589 5009 4160 3704 4077 4259 4027 4670 2990 2770 3056 3721 3131 3057
"gene_7053" 581 582 461 552 532 773 165 222 223 206 171 417 472 494 652 818 706 748 387 477 409 537 450 298
"gene_7054" 1310 1262 1063 1129 888 853 1039 791 1068 909 862 683 564 537 326 509 434 608 814 876 948 867 782 1176
"gene_7055" 3 3 4 2 2 11 8 5 8 12 16 10 15 13 25 9 5 22 0 3 1 3 3 1
"gene_7056" 9 11 14 4 21 26 24 28 26 8 19 21 41 70 47 31 27 26 28 48 27 17 49 20
"gene_7057" 7291 5777 5806 6545 7752 7522 4854 5077 3935 5238 4082 4582 5098 2949 4173 6225 6622 5447 4024 5452 4551 5967 5194 5479
"gene_7058" 395 436 298 265 309 246 149 137 109 68 77 126 354 384 196 331 296 246 350 474 287 373 364 442
"gene_7059" 2258 2517 2530 2275 2471 1886 1292 1039 1549 1509 1368 1575 1947 1839 1832 1394 1361 1881 1262 1741 1685 1702 1354 1362
"gene_7060" 33 51 93 51 81 89 194 168 126 176 104 178 80 91 158 92 63 66 74 51 59 58 101 72
"gene_7061" 306 142 142 157 206 117 64 181 62 81 93 72 204 209 269 214 318 250 228 222 185 172 257 162
"gene_7062" 4635 4886 5534 4991 5571 4100 9446 6339 6869 7618 5027 5433 4336 5563 5169 6804 5559 5176 5565 5656 6193 5815 5512 6545
"gene_7063" 4392 4644 5080 5780 5434 4764 4920 6404 5039 5432 5937 5390 6979 8943 6434 7122 6878 5847 4556 4644 4201 4992 4455 3947
"gene_7064" 9843 8593 8161 8653 8296 8539 5409 5013 4104 6753 5883 4740 4738 3855 7453 6057 4732 3909 8998 9507 8118 9207 7919 8094
"gene_7065" 249 388 436 365 273 466 352 430 360 429 273 282 107 54 99 126 73 55 101 281 211 135 331 144
"gene_7066" 1193 1159 1290 1542 1408 1295 1385 1334 947 1460 1630 1298 1700 1239 1554 1285 1236 1460 1228 1258 1727 754 812 893
"gene_7067" 310 396 307 559 293 457 221 242 391 293 143 254 226 308 205 331 239 273 485 875 714 559 660 549
"gene_7068" 1692 1824 1954 1474 1728 1551 2586 3052 2413 2450 2379 2421 3690 3897 3501 3393 4448 3500 3247 1853 3228 2814 3121 2208
"gene_7069" 165 116 44 99 72 153 165 296 282 235 271 178 142 232 82 143 99 92 121 157 130 69 82 72
"gene_7070" 115 147 146 157 228 166 130 174 178 136 131 86 479 249 407 173 479 387 307 309 273 465 381 412
"gene_7071" 4690 5704 5102 6647 6251 6389 7684 7519 7635 7596 7479 6507 6551 8883 6785 4638 6115 6506 5146 6415 5997 5540 5040 6445
"gene_7072" 12 9 6 39 36 32 200 110 150 69 97 87 9 8 10 14 13 29 4 7 5 10 6 6
"gene_7073" 3617 4130 4341 3808 3026 4530 3423 3450 3501 3399 3756 3818 1491 1585 1290 1576 1552 1533 4589 3462 3777 4414 4166 3438
"gene_7074" 16 13 15 9 4 17 16 14 14 10 36 20 9 28 10 19 8 10 7 1 0 1 3 0
"gene_7075" 1827 1845 1650 1991 1918 1793 2484 2183 2330 1668 2093 1635 2830 2907 2613 2638 2543 2478 2021 1835 2648 2023 2353 2905
"gene_7076" 1263 1348 1091 1255 1414 1315 1213 1888 1151 1385 1201 1648 1876 2388 2767 3156 2266 2368 2451 2745 2943 2689 3180 2345
"gene_7077" 689 395 430 234 408 411 369 418 316 321 344 449 390 368 385 448 291 407 372 483 397 317 277 372
"gene_7078" 173 165 169 186 213 337 219 319 524 359 282 324 275 243 300 328 269 266 52 70 94 104 89 67
"gene_7079" 2207 2004 2360 2163 2388 2412 2504 1887 3166 2246 2247 2444 2862 2274 2758 2376 2420 2294 2820 1939 2743 2542 2476 2029
"gene_7080" 3180 3250 3493 4537 2801 2116 4994 3984 3825 3491 4032 3532 3647 4491 4145 3485 5015 4884 4222 4130 4323 4545 3677 3749
"gene_7081" 43 38 30 31 31 92 250 169 214 277 205 138 54 47 31 55 45 87 51 34 27 35 54 93
"gene_7082" 3801 3866 3191 3341 3484 3883 3210 3028 2696 2738 2523 3448 4407 4334 3182 3862 3519 3219 5012 4416 5163 5628 4320 4301
"gene_7083" 444 268 313 280 370 281 404 374 381 350 320 321 575 393 416 633 648 422 505 354 428 492 366 362
"gene_7084" 2276 2076 2434 2186 1781 1850 1511 2236 2183 2408 1911 1724 2978 2884 2866 3102 3851 3143 1715 1878 1992 2299 1866 1566
"gene_7085" 371 503 608 558 503 574 394 446 564 498 475 555 774 1055 899 998 976 914 748 547 823 747 529 907
"gene_7086" 85 78 81 75 111 72 107 79 104 126 91 85 110 190 127 82 97 132 68 66 12 106 23 18
"gene_7087" 298 305 324 335 347 392 231 313 243 202 227 192 319 388 291 245 291 264 217 355 170 189 246 277
"gene_7088" 8 6 6 2 3 1 1 1 7 1 5 3 14 6 16 6 1 2 0 0 0 0 0 0
"gene_7089" 6 25 8 6 6 28 4 32 28 31 21 20 21 15 17 15 24 17 23 5 7 6 12 20
"gene_7090" 6560 4760 6805 4388 4273 6038 8196 9177 8628 9230 6835 7541 6192 6040 6491 6149 6210 5956 6199 8732 3938 6543 8222 7192
"gene_7091" 6 2 14 27 8 12 19 60 71 64 66 79 19 4 18 24 16 9 44 12 13 11 16 11
"gene_7092" 8071 6591 7288 6210 5577 4929 6576 6198 4096 5162 5560 5361 5278 6479 5982 5668 5515 5898 5062 4669 5009 4798 4777 4440
"gene_7093" 714 1157 1520 1408 1430 778 1372 1284 1441 1356 1488 1942 606 1183 924 1662 1298 1385 1237 1008 1017 785 973 1002
"gene_7094" 658 475 635 576 448 757 983 1209 922 887 907 990 489 332 406 322 681 540 891 773 524 380 283 611
"gene_7095" 321 177 274 343 260 253 236 263 192 220 265 198 73 81 84 121 122 143 586 614 348 416 404 410
"gene_7096" 120 178 164 239 170 161 41 141 58 56 113 35 51 70 78 104 61 52 44 57 76 67 82 89
"gene_7097" 3689 2983 3301 3211 3995 2826 4764 4201 4192 3789 4462 4180 3172 2192 2351 2063 2025 2203 4437 4650 4818 4082 4399 3960
"gene_7098" 1868 2488 2308 2168 1924 1544 2250 1605 1478 2309 2288 1655 2689 2079 2047 2491 1984 1997 1774 1777 2205 2575 2005 2026
"gene_7099" 1407 2037 1598 1522 1692 1838 2255 2894 2071 2556 1630 2007 1726 1442 1860 1521 1689 1406 2150 1782 2304 2070 1706 1935
"gene_7100" 176 125 96 173 243 193 99 261 178 264 151 208 173 85 100 125 163 192 159 172 190 151 105 206
"gene_7101" 1224 1803 1382 1740 1606 1270 945 1195 1173 928 979 956 1605 1156 1139 1603 1303 1482 1240 1213 728 1696 866 1069
"gene_7102" 2857 3015 2818 2781 2771 2619 2065 2697 2153 1697 2406 3214 2839 2972 2828 2549 2614 3191 2148 2382 2366 2471 2468 2065
"gene_7103" 5 0 8 4 2 2 0 0 0 0 0 0 13 9 15 5 2 8 0 0 6 0 18 0
"gene_7104" 41 4 34 9 18 4 2 1 3 6 11 4 0 0 0 0 0 0 51 6 34 20 12 8
"gene_7105" 14 19 23 13 32 25 22 16 17 30 6 16 17 8 10 17 12 14 12 18 34 4 26 15
"gene_7106" 1925 1570 1925 1787 2166 1902 1391 1481 1663 1529 1141 1552 1097 2338 1182 2730 1389 1199 1309 1412 1525 1692 1809 1957
"gene_7107" 80 73 70 69 62 53 16 18 22 17 13 14 35 78 36 34 43 42 105 88 88 87 113 95
"gene_7108" 31 33 61 24 36 52 168 176 222 201 290 210 10 50 52 79 55 35 129 76 89 136 102 67
"gene_7109" 3919 4124 4300 5249 3621 4093 5830 6456 5490 6222 5954 6342 3984 3766 3676 3887 3675 3813 4052 4128 4086 4178 4968 4374
"gene_7110" 4228 4231 4465 3663 3518 3421 3973 4475 3394 4103 3611 4327 3147 2698 3659 3637 2512 2677 1540 1384 1713 1616 1986 1522
"gene_7111" 629 562 613 839 723 737 621 775 596 556 789 827 240 409 377 405 366 530 348 375 249 477 324 537
"gene_7112" 38 64 54 84 96 34 46 84 28 93 45 112 64 56 34 60 43 66 81 43 20 30 89 41
"gene_7113" 362 516 287 560 391 348 582 608 417 490 592 521 349 286 336 252 462 343 476 509 682 705 623 537
"gene_7114" 1350 1072 1244 1489 1156 1152 1435 956 708 992 1256 1285 936 1081 903 1122 1069 879 1272 1313 1190 1056 1387 1494
"gene_7115" 107 65 107 147 115 135 61 59 93 63 34 62 210 207 213 207 171 195 45 70 52 126 84 77
"gene_7116" 112 65 55 59 60 32 674 578 267 368 441 813 103 106 55 12 54 25 158 123 146 142 151 165
"gene_7117" 9 2 16 5 2 21 4 11 5 8 11 8 15 11 10 9 21 6 76 41 86 69 49 30
"gene_7118" 238 197 150 246 185 183 163 162 109 76 74 138 116 116 126 166 115 133 216 192 226 257 179 229
"gene_7119" 3557 4524 4395 4461 3911 3961 7892 5861 7437 8295 7405 6727 7229 5732 8283 4341 7091 6543 5404 6449 7613 5026 5533 5487
"gene_7120" 0 6 6 2 11 0 37 32 44 26 40 39 5 1 5 4 9 3 73 60 60 73 32 34
