"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3" "TP5_1" "TP5_2" "TP5_3" "TP6_1" "TP6_2" "TP6_3" "TP7_1" "TP7_2" "TP7_3" "TP8_1" "TP8_2" "TP8_3"
"gene_11529" 123 74 64 87 50 62 115 98 87 72 90 111 36 19 41 18 18 32 36 56 54 55 118 65
"gene_11530" 66 102 29 68 78 26 148 167 70 69 103 97 68 57 83 102 124 96 75 224 214 150 123 145
"gene_11531" 836 666 841 1063 638 665 303 269 264 311 280 438 989 955 1147 980 917 984 394 508 499 320 338 409
"gene_11532" 2972 2705 3493 2757 2957 3149 3275 2432 2985 3356 2598 2661 1739 1617 1241 1823 2029 1267 2146 3415 2730 2517 2202 2652
"gene_11533" 684 600 862 638 610 571 1049 833 1061 1081 977 789 490 398 371 365 550 432 546 428 460 509 287 311
"gene_11534" 958 794 929 909 694 857 850 862 715 722 593 874 1208 1369 1446 1692 1563 1047 871 1419 1090 1261 1094 1247
"gene_11535" 291 274 211 342 230 335 285 173 329 274 279 267 117 122 212 286 252 187 334 296 214 267 279 222
"gene_11536" 584 431 527 530 406 359 408 620 676 507 347 450 586 674 591 815 602 505 812 1071 1065 1419 1181 924
"gene_11537" 3964 4092 4299 4579 3984 4795 4361 4093 3843 3180 3831 4510 3654 3553 4171 5013 4191 4003 3596 4064 4285 3638 4309 3432
"gene_11538" 14650 14554 12694 14430 15690 14129 17948 15447 16041 13451 11399 19686 18712 14608 16468 18636 17205 15395 11433 12855 15320 14650 13822 16043
"gene_11539" 454 290 291 477 328 451 117 157 213 292 144 184 359 151 227 205 257 197 389 248 316 302 313 380
"gene_11540" 148 263 263 318 164 345 394 351 223 383 318 327 907 641 685 715 918 914 416 346 331 339 186 423
"gene_11541" 54 31 45 116 21 10 14 59 17 26 18 47 149 133 111 101 136 67 90 54 159 87 177 70
"gene_11542" 386 354 388 468 402 340 251 301 673 416 259 674 182 285 254 283 228 250 832 682 893 883 1063 1056
"gene_11543" 678 963 871 979 1110 888 680 669 511 476 894 696 964 699 891 706 528 669 953 682 964 899 892 707
"gene_11544" 501 430 492 595 351 450 583 837 558 582 801 719 767 441 651 850 401 545 650 895 648 899 765 554
"gene_11545" 71 52 51 59 43 51 69 68 30 34 53 63 84 76 91 85 64 92 55 44 45 36 21 35
"gene_11546" 2 7 8 22 12 7 8 12 6 2 4 2 23 17 63 71 28 23 9 6 4 3 22 8
"gene_11547" 12066 10614 13189 13706 10840 11683 18158 20342 19187 20834 20609 21502 10454 12185 11287 10364 11307 12392 17466 12687 16046 13638 15265 14537
"gene_11548" 0 7 9 7 2 9 0 0 0 0 0 0 7 1 12 16 3 2 6 0 17 5 1 5
"gene_11549" 3164 2883 2894 3714 2920 3185 3242 2625 4039 3332 3354 3008 2757 2430 2762 2574 2766 2108 2214 2575 4595 4902 2958 3922
"gene_11550" 15267 16254 16484 17091 14975 13806 15234 12778 13156 12534 13304 14898 21433 22410 17670 21522 20134 21480 14138 11527 13458 12262 12941 12364
"gene_11551" 140 144 88 232 197 107 193 279 203 141 112 196 135 226 214 148 239 131 100 125 88 89 124 93
"gene_11552" 492 375 430 281 295 499 294 307 275 210 469 400 286 361 319 367 412 370 519 362 454 628 301 633
"gene_11553" 3029 3139 2333 2339 2975 2615 2642 2563 2436 2551 2938 1787 3416 3286 2905 4022 3162 2621 2188 1662 1489 2027 2110 2597
"gene_11554" 245 298 223 150 270 52 174 158 97 190 151 167 251 166 372 282 254 392 92 73 69 83 124 98
"gene_11555" 876 977 803 749 938 945 826 1077 939 933 886 746 886 702 631 709 846 678 951 1181 965 909 1110 971
"gene_11556" 47 20 58 26 81 22 90 59 81 69 130 48 59 9 26 31 78 50 26 14 27 32 20 22
"gene_11557" 3034 3207 2510 2769 2784 2553 5190 7949 5905 5641 4864 5941 4997 5234 4365 4243 4577 3572 3897 2769 4151 4268 3051 3456
"gene_11558" 0 0 0 0 0 0 14 1 15 6 11 5 7 25 7 8 7 25 0 0 0 0 0 0
"gene_11559" 1481 1497 1366 1188 1206 1542 1722 1737 1813 1381 2105 1698 2016 1935 1864 1586 1556 1926 1393 1479 1273 1852 1587 1810
"gene_11560" 0 0 0 0 0 0 2 16 6 10 5 5 2 7 24 9 1 1 15 3 0 8 1 2
"gene_11561" 4490 3651 4484 3813 3760 3781 4507 3995 4643 5942 3230 4173 2851 3021 2862 2652 3001 2877 3325 3708 3272 3489 3413 3725
"gene_11562" 549 438 505 428 509 569 444 436 410 403 546 486 355 462 365 305 449 396 787 685 1037 752 942 519
"gene_11563" 1279 1585 1374 1172 1515 1259 1843 1636 1700 1706 1856 1540 1423 1231 1257 1519 1669 1134 1828 2211 1266 1291 1757 2049
"gene_11564" 14982 13975 10357 11838 10916 12201 13527 15438 11991 14698 17217 14327 10140 13238 9976 14531 14534 12025 20131 18203 15365 15333 19409 17870
"gene_11565" 281 205 198 217 159 265 222 197 210 177 189 232 99 184 114 119 77 150 143 340 284 421 237 296
"gene_11566" 843 650 572 708 946 648 556 455 683 489 427 427 729 971 1021 628 797 671 280 251 361 315 461 306
"gene_11567" 74 99 48 70 26 94 37 49 24 46 64 55 69 33 115 74 83 47 160 69 79 117 83 131
"gene_11568" 0 0 0 0 0 0 10 5 16 0 8 4 54 61 45 46 41 29 64 44 21 68 19 91
"gene_11569" 16 25 8 18 24 27 45 41 60 26 8 21 136 89 119 136 108 203 3 9 0 4 0 3
"gene_11570" 83 65 69 83 123 86 82 94 90 96 54 96 56 42 81 70 60 50 152 128 241 156 197 214
"gene_11571" 2 9 0 1 2 1 9 4 0 2 3 7 0 0 0 0 0 0 1 3 4 6 5 6
"gene_11572" 310 485 390 367 456 452 362 638 491 544 454 635 191 133 195 268 407 214 516 433 369 564 373 290
"gene_11573" 331 237 230 425 470 330 414 441 303 330 483 232 189 177 177 86 163 89 365 322 299 458 309 317
"gene_11574" 635 610 665 755 607 700 556 465 567 293 601 575 717 667 624 636 686 572 824 1148 976 895 632 356
"gene_11575" 1367 1132 1257 1142 1269 1273 901 896 1025 1054 784 1253 1404 1163 1283 1314 1373 1634 844 1176 1297 846 1050 892
"gene_11576" 16 7 5 29 9 12 50 69 49 50 56 87 64 45 81 22 44 31 34 16 30 43 21 39
"gene_11577" 9687 6021 7392 7492 8089 6027 8911 8547 8251 7501 7955 8422 9183 10205 8906 8229 9078 10150 5995 6047 5755 7994 7768 7956
"gene_11578" 2355 2188 2109 2434 2201 2235 1326 1589 1559 1361 1386 1779 1879 1745 1721 1878 1687 1919 1404 1319 1490 1219 1177 1165
"gene_11579" 40 58 24 39 42 62 15 10 20 8 47 21 0 0 0 0 0 0 0 1 1 0 6 4
"gene_11580" 0 0 0 0 0 0 0 0 0 0 0 0 4 4 4 5 7 6 10 9 22 7 10 7
"gene_11581" 534 441 488 640 828 624 1031 884 1169 591 729 843 1322 1128 1249 1108 998 1033 586 894 569 955 839 550
"gene_11582" 164 177 204 106 196 183 126 128 104 120 181 110 190 103 136 180 167 126 163 141 124 101 125 104
"gene_11583" 57 91 101 111 91 122 99 87 82 92 61 155 25 13 24 12 34 20 68 84 89 147 55 102
"gene_11584" 1502 1497 1615 1291 1580 1284 950 1149 1116 1062 1293 1092 1700 1291 1185 1462 1518 1310 1057 948 1053 907 911 1097
"gene_11585" 3197 2024 2570 2300 2439 1879 2963 2481 3237 4177 3575 2885 2973 3052 2524 3050 2904 2396 1836 2737 2184 2764 2104 1957
"gene_11586" 15 19 18 30 32 40 8 18 7 2 7 10 18 17 22 14 10 6 28 27 31 14 13 14
"gene_11587" 2018 1959 2054 1990 1727 1914 2709 1743 2893 2250 2521 2359 2465 2309 2339 2518 2682 2387 2563 1994 2867 2811 3103 1519
"gene_11588" 1780 2034 1916 1696 2234 1874 713 855 557 580 722 935 1411 1258 1530 1233 1333 1550 1558 1670 1447 1376 1518 1586
"gene_11589" 4661 5219 5612 4340 5294 4290 7186 6692 6874 6551 7452 6927 4091 4492 4650 3704 5797 4699 7245 3989 7128 6703 6274 7306
"gene_11590" 89 117 101 145 100 111 141 193 134 161 157 128 208 240 166 184 230 199 330 263 375 263 314 272
"gene_11591" 13 13 23 22 5 10 40 42 54 24 63 82 0 0 0 0 0 0 73 49 44 33 73 36
"gene_11592" 3616 3454 3918 3581 5038 3431 2765 3786 4160 4612 3261 3831 3043 3709 3088 4446 3462 3822 4438 4185 4904 5919 4408 4136
"gene_11593" 4217 5343 4070 4957 4542 5414 3316 3329 3533 2841 2982 3655 5604 4835 5866 4723 4947 3729 4731 4671 4823 5402 5827 5887
"gene_11594" 189 368 320 451 419 287 508 539 543 432 641 791 401 338 328 284 376 262 350 376 272 357 170 176
"gene_11595" 0 0 0 0 0 0 3 0 2 1 11 3 0 0 0 0 0 0 3 3 1 6 4 0
"gene_11596" 713 719 639 873 729 585 1020 1090 927 1548 988 1020 390 375 435 219 516 337 486 505 495 415 451 549
"gene_11597" 920 666 1222 1008 1217 1020 1624 1194 1520 1733 1466 1202 807 613 691 749 1090 845 1279 1158 1009 1259 1010 1063
"gene_11598" 189 233 234 195 220 158 591 467 308 463 465 482 566 554 849 789 605 593 424 421 469 417 349 421
"gene_11599" 38 19 21 14 32 26 23 6 26 21 4 6 12 18 61 14 50 33 23 26 71 35 53 52
"gene_11600" 411 306 450 498 461 559 131 124 333 107 147 232 529 358 644 483 498 640 189 171 164 172 202 176
"gene_11601" 27 30 37 29 13 75 72 43 54 51 65 31 81 53 78 84 171 81 58 134 51 83 43 67
"gene_11602" 1277 1192 1384 1156 1253 910 1667 1566 1326 1459 1963 1694 1471 1406 1388 953 1082 1422 1370 1316 1445 1087 1050 1159
"gene_11603" 3516 2855 2728 3505 2801 3146 3307 3422 3190 2384 2711 2590 3155 5028 3631 4360 3963 3662 3241 3557 3010 3833 2187 3040
"gene_11604" 5650 4667 4055 5872 5572 4164 5624 6439 6772 4800 6209 7257 5094 6092 4655 6863 5000 6201 5699 5849 5098 5612 4853 4928
"gene_11605" 2 6 10 6 6 12 32 20 22 34 19 23 28 33 12 24 20 9 17 3 3 3 11 4
"gene_11606" 102 51 68 56 83 71 43 52 108 45 54 75 87 73 62 49 63 102 214 231 186 236 232 156
"gene_11607" 5 12 10 15 18 25 0 0 0 0 0 0 0 9 1 0 3 4 0 0 0 0 0 0
"gene_11608" 1146 1019 1329 1536 1291 1247 2243 1867 2089 1830 1944 1739 1143 868 1327 1038 1309 1050 985 1178 1157 1233 1298 996
"gene_11609" 1541 1828 2782 1652 1859 1399 2720 2228 1715 2408 1668 1615 1465 1509 1552 1411 1515 1834 1147 798 1015 1250 946 1112
"gene_11610" 175 158 139 142 240 204 143 130 212 175 172 164 115 183 178 225 162 183 140 91 68 65 88 143
"gene_11611" 1487 726 1194 1041 1079 1360 1484 1620 1501 1292 1619 1561 1785 2046 1565 1573 1915 1846 1370 1484 1348 1432 1474 1576
"gene_11612" 1073 1155 979 909 1510 1187 912 681 898 1424 643 1308 1837 1680 1844 1411 1625 1626 1450 1525 2221 2201 1909 2318
"gene_11613" 8 0 2 0 15 3 2 6 7 8 7 10 7 1 0 7 3 5 13 4 6 9 5 12
"gene_11614" 298 405 437 422 362 393 205 82 114 186 126 160 382 297 411 394 254 364 157 115 74 17 70 119
"gene_11615" 2465 1938 2425 2368 2185 2767 1718 1558 977 1093 1563 1468 1724 1586 1996 2188 2104 2153 2874 2256 2052 2013 1860 2915
"gene_11616" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 3 11 2 3
"gene_11617" 981 1094 1112 1118 1090 1239 2085 2291 1446 1878 1803 1984 1533 1407 1173 1166 1301 1499 2269 1746 2222 2002 1679 2101
"gene_11618" 2226 2644 2903 2400 2051 3115 2309 2932 1970 2048 2204 2558 2533 2206 2192 2404 2977 2695 2121 3293 3402 2790 2697 2794
"gene_11619" 851 854 762 654 575 779 631 695 622 703 689 666 1147 987 1251 768 1079 1049 493 667 587 554 573 630
"gene_11620" 1391 1311 2136 1890 1135 1789 1649 1700 1716 2079 1893 1605 1956 1501 1674 1496 1789 1764 1570 1491 1869 1525 1779 2167
"gene_11621" 888 964 680 561 876 865 172 233 141 220 213 208 298 271 369 386 297 202 250 242 395 332 226 244
"gene_11622" 4227 4025 5193 3664 5199 3134 4498 3873 4169 3845 4750 3614 7258 5103 5290 5436 5939 3204 5725 5792 7445 5039 5142 6120
"gene_11623" 7 3 2 0 2 7 0 3 2 0 6 2 4 3 8 0 1 0 0 0 0 0 0 0
"gene_11624" 33 72 32 34 192 37 97 99 116 121 145 121 37 20 27 48 15 53 191 104 134 152 92 113
"gene_11625" 857 948 1099 1199 970 900 1070 1073 985 1029 1087 1057 1654 942 1229 1195 1222 1434 895 1063 1603 1313 1092 1079
"gene_11626" 8 3 9 1 2 5 3 1 2 0 3 1 17 14 3 23 8 12 0 0 0 0 0 0
"gene_11627" 5216 5592 5594 6591 4982 5078 5655 5812 6846 6221 5589 6429 3715 5823 5876 4648 5346 5296 5010 3765 6869 4218 3646 5929
"gene_11628" 0 0 0 0 0 0 24 31 21 30 27 9 6 14 1 2 2 8 28 10 12 15 24 34
"gene_11629" 1039 984 998 1149 1133 1170 805 959 668 993 754 886 988 1088 1282 1207 1201 1198 1086 1333 1306 1325 1247 1236
"gene_11630" 148 178 213 167 233 205 177 145 196 121 83 125 140 166 154 200 108 165 190 191 256 271 208 190
"gene_11631" 58 57 41 51 25 39 22 32 30 19 72 61 11 21 7 3 19 13 20 13 31 12 20 20
"gene_11632" 1930 1982 1821 1215 1433 1723 2115 2987 2242 1751 3132 1991 2653 2444 2069 2470 2525 2473 1438 1701 1446 1613 1824 1551
"gene_11633" 226 382 157 249 263 213 303 263 291 359 324 210 885 882 767 693 838 635 172 316 300 407 551 272
"gene_11634" 649 771 652 1038 937 780 667 823 642 618 717 1020 834 973 1067 1105 1018 994 860 1314 1665 1929 1471 1215
"gene_11635" 137 135 163 87 89 154 287 339 271 233 304 400 117 228 95 91 105 144 92 54 67 68 42 45
"gene_11636" 2363 2243 2564 2474 2215 2275 2917 4505 3486 3030 3319 3574 4820 4019 3726 3868 3715 3609 3554 4204 3467 3410 3627 4812
"gene_11637" 636 558 586 467 710 507 853 821 815 686 623 813 233 220 257 218 256 276 263 225 256 350 317 230
"gene_11638" 448 458 399 387 704 452 646 571 611 711 452 866 383 405 347 293 314 299 529 405 514 547 499 447
"gene_11639" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 5 10 12 14 26
"gene_11640" 119 249 230 147 225 198 45 89 70 51 46 74 78 83 65 139 111 83 323 250 277 303 285 177
"gene_11641" 10679 9782 11809 15297 11985 11034 11615 9319 10987 11513 9913 11145 11439 11297 10369 9164 10012 11215 9733 10859 12415 10767 9624 10093
"gene_11642" 917 1265 1095 684 996 761 581 665 729 622 760 622 496 581 694 733 430 785 442 732 441 768 633 476
"gene_11643" 406 432 433 608 464 462 952 582 747 522 673 982 729 464 645 584 727 540 615 714 793 943 585 772
"gene_11644" 496 584 458 423 528 474 277 381 387 187 420 343 255 200 166 225 135 202 322 317 405 344 371 367
"gene_11645" 1995 2461 2117 2458 1777 2700 1931 1626 1940 1809 1700 2030 2036 2190 2095 2930 2010 1909 1875 2552 2492 2074 1884 2490
"gene_11646" 105 110 127 67 95 99 113 36 44 19 24 42 71 81 103 24 62 55 182 115 219 155 136 150
"gene_11647" 112 128 224 138 165 185 79 29 35 35 79 51 290 394 267 340 406 264 128 186 209 212 129 191
"gene_11648" 13 20 11 11 38 11 143 95 110 69 105 70 6 6 7 6 0 2 11 22 10 11 30 14
"gene_11649" 2002 2897 2503 2441 2618 2248 928 1381 1122 1320 1034 1215 2145 1976 1900 1778 2130 1873 2371 2175 2032 1847 2307 2550
"gene_11650" 2707 2979 3852 3238 2351 3061 4007 4233 3567 4322 3508 3933 2727 2944 3504 3555 3321 2535 2871 2808 2855 2683 2916 2655
"gene_11651" 1064 804 1307 1176 993 1363 591 620 1144 699 1029 583 739 723 809 835 831 657 1371 1422 1541 1274 1186 1155
"gene_11652" 1204 675 990 416 545 711 626 610 912 702 677 857 1116 1065 676 531 524 794 959 877 1161 1012 1000 1090
"gene_11653" 1159 696 1145 601 957 1217 1717 2032 1642 1953 2048 2016 1035 1605 1165 1346 1367 1161 769 1056 1150 1022 869 1134
"gene_11654" 64 78 96 149 77 67 88 63 125 76 70 82 97 110 131 57 115 74 150 82 140 57 190 105
"gene_11655" 51 43 39 81 42 35 267 100 163 105 172 147 192 157 152 166 202 199 141 88 126 94 162 159
"gene_11656" 5446 8523 6822 7419 7084 6568 6105 5598 4876 5877 5660 7334 8188 7096 8800 7620 7159 6820 7947 7513 7982 8676 6535 10682
"gene_11657" 949 864 1584 1094 1072 1477 995 946 1066 1057 986 1092 1046 787 620 982 1155 974 981 723 844 910 866 678
"gene_11658" 0 0 0 0 0 0 3 2 2 1 2 5 10 2 7 10 13 7 0 0 0 0 0 0
"gene_11659" 765 1038 1346 1312 1188 1124 908 1085 825 825 722 970 812 970 1009 1039 976 1245 1078 1105 1451 1096 1190 1047
"gene_11660" 1241 1283 944 1521 1135 1438 1927 2009 1746 2134 1906 1545 2110 1566 1454 1513 1722 1948 1355 1521 1669 1943 1354 1315
"gene_11661" 450 645 639 576 565 384 469 895 1074 754 254 544 1220 718 895 905 908 959 618 635 486 345 448 507
"gene_11662" 289 196 126 193 167 161 245 269 215 160 439 452 338 397 462 175 293 257 315 503 465 516 757 472
"gene_11663" 1446 985 1644 1302 1589 1627 618 425 631 396 460 217 1688 1601 1664 1441 1554 1516 1486 1556 1361 1207 1991 1594
"gene_11664" 5651 5861 5926 5318 4173 5093 6478 6182 5204 7719 5444 6497 4914 4799 4817 6044 5378 5272 5930 6404 6932 6726 6213 6182
"gene_11665" 3655 4574 4136 2980 3426 3185 2946 2782 2215 2247 3604 2498 2264 1919 1400 3273 1909 2246 2632 2051 2688 2981 2357 2312
"gene_11666" 97 70 135 134 120 89 219 137 267 119 138 208 87 95 145 126 141 119 150 125 97 110 96 100
"gene_11667" 554 598 491 442 491 535 722 556 761 925 447 836 281 323 320 733 338 501 791 771 705 853 845 736
"gene_11668" 6758 9028 8079 8426 9370 9164 10051 8839 8040 9682 10354 9255 12272 8480 11079 15987 11048 10982 8194 10229 8500 10107 8155 9090
"gene_11669" 5121 6025 6252 8768 7211 5882 3565 5480 3769 5616 4799 4157 5182 4927 4699 5445 5242 5179 3788 5379 5115 4336 3994 4960
"gene_11670" 83 75 43 97 73 79 169 176 281 135 282 145 34 72 35 45 69 102 177 151 97 160 89 118
"gene_11671" 509 454 648 407 430 635 750 552 702 543 714 676 653 724 586 381 688 374 529 606 350 485 1048 399
"gene_11672" 4641 5231 2575 2725 2943 3919 3446 3299 3350 3671 3048 3762 3231 3767 3995 3064 3097 3432 3049 3215 3952 3042 3146 3121
"gene_11673" 1711 1922 1751 2102 2256 2168 547 831 319 621 699 755 787 826 396 562 1080 806 509 416 798 896 506 828
"gene_11674" 336 298 358 414 386 278 300 437 422 272 526 441 779 714 674 673 563 502 915 638 726 599 558 560
"gene_11675" 120 185 133 141 136 81 51 48 53 102 68 82 83 87 80 91 57 98 38 38 32 38 102 44
"gene_11676" 928 579 943 777 917 788 1783 1552 1672 1423 1412 1409 993 1068 1021 939 963 815 668 819 609 874 1032 819
"gene_11677" 2215 2544 2603 2566 2083 2460 2627 3311 3293 2158 2715 1472 2182 1456 2137 2220 1656 1924 2890 2943 3851 2556 3307 2605
"gene_11678" 184 133 191 362 145 152 173 174 208 76 292 168 426 352 356 408 508 333 331 418 251 206 228 495
"gene_11679" 2808 2999 3316 2818 3600 2670 3758 3226 3633 3396 3623 3639 3890 4296 3987 4209 4050 3971 4614 4705 4074 4112 4509 4049
"gene_11680" 1644 1569 1543 1635 1937 1937 5038 5237 6483 4782 3780 6844 3734 4013 3586 3357 4533 3926 2604 2523 2611 2887 2884 2381
"gene_11681" 733 587 562 457 316 476 288 294 191 164 229 331 298 487 392 314 251 301 275 612 426 554 316 265
"gene_11682" 2309 1897 2030 2189 1780 2147 3639 3893 3781 3411 3637 4157 5140 4507 3456 3836 4341 4620 3123 4866 2783 3697 4248 3901
"gene_11683" 8 4 0 11 7 4 11 24 3 17 16 8 110 39 16 49 38 38 23 38 38 39 29 41
"gene_11684" 2809 2091 1880 3469 2580 3290 1918 1616 1629 1537 1750 1614 1494 1654 1640 1834 1803 1926 942 764 732 989 1123 1218
"gene_11685" 1068 779 538 548 912 675 823 883 615 851 855 736 1262 1006 818 715 794 802 748 540 434 544 617 667
"gene_11686" 8721 9305 9580 6395 11359 8426 8201 8426 8467 9780 8572 9470 9365 8324 8305 7445 8542 8805 8094 6827 8477 5416 8212 8607
"gene_11687" 16 12 2 10 12 2 4 4 16 17 14 2 31 93 55 118 45 39 0 0 0 0 0 0
"gene_11688" 94 82 60 57 85 77 41 20 25 32 34 22 59 70 57 55 35 44 23 74 54 88 61 13
"gene_11689" 2200 1748 2176 1752 1869 2282 4189 3139 3959 3352 3596 4444 2158 2253 1968 2231 2111 2459 2705 2762 2976 2604 3206 2295
"gene_11690" 279 702 697 514 495 670 633 671 777 720 560 1084 1093 1250 1517 964 684 917 1137 1342 1095 794 855 808
"gene_11691" 1184 1101 1268 1071 1101 1027 1103 1331 1351 968 1173 1621 1000 846 1019 958 890 916 958 1013 1093 1261 1190 802
"gene_11692" 48 26 25 38 16 21 14 6 25 13 6 2 22 23 46 70 37 36 29 30 44 69 66 70
"gene_11693" 248 272 220 296 356 262 740 977 623 695 610 500 1334 1318 1247 1258 707 890 495 462 401 630 640 440
"gene_11694" 119 93 126 80 93 129 46 20 65 62 109 55 83 28 72 32 68 49 31 88 92 31 64 66
"gene_11695" 124 127 174 126 177 178 216 220 152 154 300 199 249 205 357 198 192 283 159 179 148 151 249 109
"gene_11696" 68 130 82 76 77 67 13 10 7 4 17 21 63 45 39 22 55 78 61 35 70 46 51 25
"gene_11697" 271 227 441 360 308 397 442 363 568 469 577 326 597 517 442 413 470 441 533 405 281 305 452 427
"gene_11698" 3708 2328 2808 3482 2357 3291 3883 4420 5643 4552 5335 4407 4421 4440 4183 4687 4484 4745 5117 2462 3556 4138 3983 4012
"gene_11699" 844 987 804 1109 1084 946 978 895 1096 1004 889 1085 957 809 1219 783 1475 685 1220 1264 660 768 1022 773
"gene_11700" 5068 5681 5097 5142 5953 4894 2975 3977 2906 3356 3100 3394 5476 7204 6170 6000 5737 6538 3035 3176 2849 2581 3163 2758
"gene_11701" 157 118 143 141 125 150 289 123 91 149 97 171 277 273 400 299 462 280 604 465 600 653 486 481
"gene_11702" 177 260 238 157 240 186 122 150 208 123 167 152 192 222 182 278 161 171 314 263 329 268 287 536
"gene_11703" 8018 8367 8071 9128 8116 9095 8619 7186 5725 6941 7187 6718 10475 8769 7934 9174 9149 8150 7232 5754 6267 6299 7474 8324
"gene_11704" 82 223 249 166 189 420 219 411 202 308 294 180 251 245 431 360 311 280 141 289 237 312 159 267
"gene_11705" 1558 2035 2836 1993 2232 2450 1846 2050 1764 1514 1580 1334 2495 3375 2638 1958 2124 2523 2147 2125 2403 2062 1772 2343
"gene_11706" 797 649 658 633 573 713 569 364 329 320 448 382 541 387 397 526 576 447 276 158 315 252 159 200
"gene_11707" 294 329 442 382 463 407 1100 962 878 827 1154 1131 1543 1498 1642 1592 1485 1515 844 884 791 798 563 882
"gene_11708" 732 863 743 780 694 682 587 605 889 923 667 486 923 1496 978 1246 963 1208 1123 912 919 948 870 805
"gene_11709" 829 1871 1182 1179 1135 1267 685 475 638 913 776 949 1056 1687 1145 1322 1000 995 709 1736 1700 1843 1615 1223
"gene_11710" 5 2 1 3 10 9 11 3 9 12 21 8 2 9 7 31 13 15 1 9 4 4 0 5
"gene_11711" 573 608 515 664 606 516 672 667 811 1014 840 1000 803 942 1150 1046 1515 972 440 670 686 554 428 643
"gene_11712" 1906 2007 1952 1589 2018 2020 1417 1797 1455 1748 1488 1937 3005 1801 2370 2506 3052 2327 2711 2818 2890 3099 2901 2673
"gene_11713" 143 129 87 84 93 58 115 106 98 69 138 122 34 70 118 65 108 78 61 24 20 26 37 53
"gene_11714" 13 18 40 8 20 10 129 85 127 98 132 135 48 33 39 45 20 35 19 14 5 18 14 8
"gene_11715" 399 372 454 500 413 477 111 124 140 197 108 181 211 432 364 181 216 196 278 219 276 272 213 238
"gene_11716" 178 128 128 189 243 164 178 135 195 117 295 134 148 374 70 164 168 221 186 182 237 95 61 148
"gene_11717" 9201 8682 7635 9715 8570 9438 6671 6589 7117 8929 6118 6434 5524 5354 4380 5621 5619 5133 8770 8566 11582 11174 6470 8268
"gene_11718" 806 743 832 745 849 847 1137 1048 1290 1171 1277 1294 759 1351 1264 1140 906 1046 817 1008 1132 751 935 599
"gene_11719" 215 150 321 172 285 401 679 501 525 726 270 368 446 373 416 311 261 361 542 434 534 589 424 952
"gene_11720" 481 605 422 557 576 421 395 360 433 611 535 592 469 451 344 345 490 450 635 367 519 625 374 442
"gene_11721" 705 593 726 727 384 569 976 1078 985 1158 1072 1172 408 370 646 657 471 599 761 743 526 500 589 905
"gene_11722" 0 0 0 0 0 0 4 18 6 7 8 7 26 21 33 14 14 23 0 0 0 0 0 0
"gene_11723" 1329 1207 1576 1349 1045 1165 2766 2363 2372 2054 2280 2139 973 1349 1559 1323 1243 1093 1269 829 1007 939 1052 1180
"gene_11724" 2993 2835 2607 2766 3288 2842 1638 2115 1486 2005 1952 2267 2238 3838 2824 2547 2525 2582 3374 3615 2231 3145 2983 3237
"gene_11725" 86 113 62 90 84 51 51 32 39 18 16 30 13 22 28 42 30 20 14 9 7 3 12 9
"gene_11726" 1113 1062 1326 1089 807 1121 1509 1233 1315 1123 1461 1292 474 301 368 608 472 441 1222 1351 1435 1500 1474 1466
"gene_11727" 2 0 19 1 11 0 10 4 3 3 6 20 88 57 44 12 89 53 18 2 11 21 12 9
"gene_11728" 190 128 131 306 218 95 316 180 229 199 169 240 116 56 55 90 113 58 160 127 106 96 131 125
"gene_11729" 1325 1431 1145 1764 1277 1464 1216 1494 1246 1308 1578 1305 1463 1440 1507 1538 1500 1731 1255 1231 1315 1202 1061 923
"gene_11730" 3672 3589 3533 2707 4302 3726 2569 2747 2618 2542 2611 2552 2879 3801 4709 4043 4017 2648 4450 3493 3399 3612 4311 3360
"gene_11731" 255 247 315 360 146 284 94 57 184 127 115 54 184 243 192 173 202 170 87 156 127 148 126 106
"gene_11732" 61 81 128 80 73 120 102 98 124 56 56 81 195 250 234 216 277 198 215 148 174 121 133 243
"gene_11733" 1479 1916 1483 1613 1767 1625 1553 1517 1617 1379 1434 1229 1847 1250 1645 1811 1739 1406 1280 1169 1070 1317 1129 1364
"gene_11734" 5292 6134 5848 5312 5864 7811 3871 4143 6621 4579 6213 4632 6055 5292 4484 6057 6776 7086 4017 4447 5872 4967 4960 3794
"gene_11735" 5097 6035 7948 6493 7478 5345 3966 4028 3369 3831 3415 3660 4750 4994 4653 4115 4941 4317 5285 5612 4991 6123 6022 6124
"gene_11736" 120 94 44 130 100 69 14 26 11 10 27 10 0 0 0 0 0 0 6 14 14 30 20 18
"gene_11737" 9537 7862 8536 6145 8611 7742 8332 7896 8716 7489 8462 8232 8393 9747 8490 8362 8578 10540 5712 8791 8553 9032 8442 6881
"gene_11738" 4376 4189 4131 4232 4173 4142 2809 4012 2968 2531 3253 2559 3992 3626 3471 3351 4052 3451 4602 4869 4678 4240 4108 4058
"gene_11739" 755 878 523 800 565 827 1685 1591 1104 894 1142 1078 993 797 977 963 1148 700 766 941 1141 1066 1672 1276
