"V1" "V2" "V11" "V12" "V21" "V22" "V31" "V32"
"8862" 0 22 30 49 0 0 33 23
"8863" 155 152 61 127 161 135 84 110
"8864" 1335 1606 1648 1721 1668 1578 2726 2524
"8865" 38 69 10 67 25 107 114 50
"8866" 489 578 782 752 668 1030 630 801
"8867" 5120 6889 5185 5635 4750 4536 5901 4595
"8868" 162 114 295 381 680 620 275 362
"8869" 1703 1988 1472 1631 1772 1808 2172 4319
"8870" 5185 4148 2905 3882 3345 2771 2879 3044
"8871" 4129 3513 3243 3905 3459 3979 2969 4676
"8872" 1471 1810 2100 2036 1676 1499 3145 2850
"8873" 4301 3759 4175 4960 2546 3563 3098 4087
"8874" 17 88 34 79 36 36 0 0
"8875" 317 291 188 279 349 303 335 258
"8876" 11 20 26 21 81 36 76 120
"8877" 5500 6232 4809 4975 5258 5738 3476 6687
"8878" 4713 7330 9354 8417 8916 7701 8513 9744
"8879" 150 166 338 423 101 142 219 279
"8880" 117 76 78 94 78 86 129 87
"8881" 666 611 704 808 436 302 304 273
"8882" 7789 4851 5996 4980 6430 5620 6316 6092
"8883" 884 968 934 1017 493 755 673 631
"8884" 4518 3708 4943 5289 3940 4776 2991 3916
"8885" 3115 4004 2924 2312 3642 4251 3081 2918
"8886" 661 628 454 395 235 255 585 648
"8887" 16 5 8 4 20 7 19 28
"8888" 0 0 28 9 22 8 0 0
"8889" 256 417 198 244 273 331 243 457
"8890" 63 73 94 110 96 87 36 35
"8891" 711 783 673 666 791 748 657 882
"8892" 3 1 6 12 4 13 0 0
"8893" 449 327 312 248 126 171 785 629
"8894" 86 32 0 0 2 6 24 10
"8895" 3050 2742 3727 3088 3924 3087 3129 3687
"8896" 852 575 593 599 1003 1050 647 589
"8897" 2665 2328 2588 2587 2212 2494 2867 2759
"8898" 6 8 4 1 0 0 36 23
"8899" 2238 1928 1950 1831 1664 1705 600 982
"8900" 1965 2223 1671 1292 2547 2415 1717 1819
"8901" 87 228 88 72 94 43 94 70
"8902" 133 50 81 99 48 52 12 5
"8903" 17 21 20 10 18 16 12 14
"8904" 407 361 977 524 1167 1142 859 939
"8905" 2895 2570 2875 2914 3018 2783 3641 3812
"8906" 2916 2631 1644 1591 1643 1648 2536 1763
"8907" 510 683 374 482 547 604 1062 1115
"8908" 1479 2168 2069 2597 3335 3319 2220 2580
"8909" 2466 2321 3276 3197 2998 2625 1919 2266
"8910" 3718 5148 3768 3803 3711 5421 3905 3873
"8911" 9535 12353 6028 4554 8426 7644 8392 6289
"8912" 1246 1238 965 1102 908 923 1088 851
"8913" 15 24 35 40 148 181 68 153
"8914" 344 253 360 194 268 273 449 424
"8915" 2149 2452 2011 2116 2140 2451 1779 1992
"8916" 20 20 39 73 56 61 13 6
"8917" 6 8 0 0 0 0 8 1
"8918" 25736 20212 18352 17849 19603 19174 20948 18844
"8919" 1371 1427 1788 2139 1558 1855 2215 2200
"8920" 338 367 292 320 185 288 144 299
"8921" 637 547 423 421 373 383 1038 1196
"8922" 3198 2514 2184 1914 2644 1827 1850 2159
"8923" 0 0 14 9 15 14 0 0
"8924" 99 116 163 214 92 99 63 58
"8925" 3092 2977 3104 3123 2202 2141 1289 1469
"8926" 30 43 74 165 28 23 103 76
"8927" 165 135 90 81 81 118 141 176
"8928" 250 170 149 223 383 278 238 248
"8929" 25 26 70 94 25 13 6 0
"8930" 8 12 8 2 0 0 5 10
"8931" 89 133 88 86 53 27 100 50
"8932" 446 648 322 504 676 675 738 575
"8933" 663 521 336 427 253 284 491 702
"8934" 132 139 122 102 38 48 111 96
"8935" 70 104 278 247 163 177 258 319
"8936" 0 0 13 22 17 29 0 0
"8937" 825 830 979 908 1332 1298 834 618
"8938" 0 0 22 31 0 0 19 33
"8939" 245 350 285 188 472 347 551 874
"8940" 609 758 497 472 340 415 672 637
"8941" 364 235 360 208 474 626 305 203
"8942" 277 243 350 162 127 144 261 234
"8943" 34 16 3 5 8 8 22 9
"8944" 241 300 256 363 271 251 240 174
"8945" 70 83 20 46 64 100 53 17
"8946" 3489 3528 3022 3800 3741 4121 3507 2786
"8947" 103 175 217 236 266 196 233 116
"8948" 6351 5968 4526 5915 4863 4561 6754 5188
"8949" 252 110 213 298 294 231 242 123
"8950" 876 820 1041 1406 1609 1538 1179 1838
"8951" 4123 4574 3739 3127 2610 2522 3727 4199
"8952" 2018 2262 1271 1500 2951 2458 2648 2546
"8953" 1725 1805 1247 976 1108 1086 1100 1502
"8954" 71 238 23 137 132 67 60 29
"8955" 254 252 208 87 119 135 322 180
"8956" 122 62 126 111 51 130 133 57
"8957" 2629 1919 1820 1794 2188 2277 1066 1244
"8958" 4 1 0 0 0 0 0 0
"8959" 302 321 455 322 299 216 285 459
"8960" 138 61 122 32 58 63 115 272
"8961" 2246 2648 2712 2265 2708 2533 1990 1869
"8962" 1711 1853 1862 1383 2531 1795 1722 1971
"8963" 666 739 864 752 508 524 260 503
"8964" 15544 13502 7591 9551 12891 9707 13071 10728
"8965" 5347 4871 2985 4111 3326 3150 3865 3721
"8966" 1262 1082 2114 2728 2474 1848 1849 2020
"8967" 1505 1577 2648 2062 5376 4056 1836 2857
"8968" 1089 1080 891 872 548 873 400 423
"8969" 135 189 34 34 214 134 43 92
"8970" 99 139 146 85 71 56 191 75
"8971" 0 0 7 12 17 13 45 25
"8972" 220 208 273 232 198 162 39 121
"8973" 387 639 559 1089 720 705 927 766
"8974" 6 10 12 6 17 5 6 8
"8975" 1215 1008 841 821 1001 959 702 784
"8976" 2606 2709 1549 1614 1888 1533 1521 1598
"8977" 670 672 372 510 470 385 286 408
"8978" 2 4 16 4 0 0 14 4
"8979" 488 751 1123 641 886 606 584 1084
"8980" 38 24 7 22 5 3 133 178
"8981" 10 6 31 11 13 23 6 14
"8982" 6517 6097 9557 9052 5282 4779 9702 10270
"8983" 0 0 1 2 0 0 7 3
"8984" 0 0 0 0 13 42 0 0
"8985" 2147 1922 1124 1109 1681 1299 1836 2164
"8986" 2295 1855 497 587 1392 1282 1619 1714
"8987" 321 311 360 385 429 387 29 68
"8988" 132 107 108 99 22 31 56 24
"8989" 32 28 0 16 49 76 14 21
"8990" 3666 3905 2420 2464 1648 1737 2425 2758
"8991" 57 32 25 40 12 6 99 64
"8992" 606 582 395 575 870 830 587 366
"8993" 9400 9364 5845 7130 8064 4971 4551 6073
"8994" 2139 2232 2750 2875 3092 3468 2914 2726
"8995" 185 64 290 303 275 288 198 410
"8996" 8632 8743 5966 8489 6030 7592 6145 6142
"8997" 2369 2449 2230 2381 2479 2925 2527 3073
"8998" 454 514 856 854 1225 980 605 613
"8999" 1643 1484 1877 1318 1290 1351 1696 1642
"9000" 0 0 0 0 1 4 15 19
"9001" 72 67 61 81 201 110 134 124
"9002" 24 84 34 59 136 165 103 88
"9003" 3363 3732 2014 2849 5530 5326 3215 3820
"9004" 10 11 14 11 17 45 43 48
"9005" 980 808 1162 879 930 987 714 740
"9006" 13 17 69 51 110 20 48 44
"9007" 5825 4847 4439 4392 4230 4684 5962 6212
"9008" 6799 7425 5247 5175 6107 10041 6595 7287
"9009" 2811 2115 2326 3979 2659 2893 5160 3108
"9010" 0 0 10 2 1 8 0 0
"9011" 2894 2483 1494 1451 2150 2419 2220 1832
"9012" 86 92 66 86 62 147 36 87
"9013" 1408 1340 1194 624 1129 1355 1452 1672
"9014" 2179 2031 3570 1998 2874 2200 1881 2931
"9015" 12 13 0 0 0 0 4 3
"9016" 10006 7419 7569 6985 6614 8268 4721 7341
"9017" 216 142 195 263 203 257 178 158
"9018" 396 389 247 83 119 135 210 295
"9019" 1511 1360 2607 2338 1352 2067 3629 3080
"9020" 97 100 522 464 389 624 266 404
"9021" 743 438 759 515 490 525 601 523
"9022" 86 149 219 252 209 179 130 130
"9023" 745 452 916 1357 801 923 1722 1147
"9024" 1250 1584 2552 2919 947 931 3362 2344
"9025" 6432 7170 5496 4827 5647 5447 5591 5592
"9026" 381 301 165 262 425 290 188 284
"9027" 25 20 23 43 12 10 27 26
"9028" 824 976 578 563 904 710 672 724
"9029" 721 930 864 930 1219 1098 1200 1007
"9030" 4533 5643 5136 4745 6926 4886 5441 5334
"9031" 15658 17858 21211 19622 13176 16030 21717 19646
"9032" 155 163 55 58 146 166 216 215
"9033" 784 943 1213 1625 1780 1684 1506 1366
"9034" 4532 4872 4304 3665 4144 4013 4972 4372
"9035" 346 323 413 508 197 249 265 321
"9036" 4 3 11 38 41 53 60 7
"9037" 80 17 32 5 7 2 2 6
"9038" 1429 1521 1698 1449 1937 1739 690 920
"9039" 569 494 363 362 500 314 313 392
"9040" 204 289 99 96 14 34 112 88
"9041" 2538 2527 1818 1879 2289 1653 2357 2256
"9042" 1156 1262 1527 1193 1950 1942 897 1169
"9043" 149 165 114 181 246 182 190 103
"9044" 1238 1211 1485 1770 916 985 1067 1018
"9045" 1736 1789 1419 2014 2010 2339 2021 2037
"9046" 5 2 12 24 51 25 24 26
"9047" 4674 4273 3192 3161 3684 3906 4718 2499
"9048" 2748 3013 3910 4210 4755 5379 3210 4423
"9049" 11536 14544 16412 15013 9375 8015 13615 12580
"9050" 2560 2919 2763 2602 3441 3358 4178 3933
"9051" 49 122 158 156 216 120 138 154
"9052" 77 46 177 154 7 17 99 83
"9053" 1511 1496 1412 1285 1279 970 1247 1470
"9054" 382 442 412 421 251 502 469 124
"9055" 0 0 0 6 22 17 0 0
"9056" 580 842 381 307 154 187 255 377
"9057" 618 369 691 465 384 377 686 848
"9058" 0 0 0 0 1 3 4 3
"9059" 48 79 37 34 14 3 18 22
"9060" 280 260 481 563 605 646 388 304
"9061" 250 175 199 312 446 320 178 251
"9062" 4256 4273 4146 4131 2699 4052 4062 2938
"9063" 508 558 435 400 603 530 489 440
"9064" 106 96 56 111 79 75 45 30
"9065" 0 0 37 19 0 0 60 42
"9066" 1500 1618 1775 1655 916 1038 1083 1394
"9067" 97 102 75 89 247 258 167 134
"9068" 745 1115 1571 1156 878 762 781 582
"9069" 4525 3509 3983 2984 3425 3441 4916 4338
"9070" 226 199 95 58 89 137 354 298
"9071" 133 75 104 143 35 71 25 38
"9072" 92 137 11 18 56 58 14 72
"9073" 1613 1406 2112 2006 1683 1755 2072 2614
"9074" 305 303 278 132 223 201 188 267
"9075" 1150 1069 739 976 551 453 1293 867
"9076" 35 58 1 10 90 43 35 11
"9077" 189 207 272 235 98 184 123 58
"9078" 774 968 1595 1405 1425 1333 1371 801
"9079" 645 733 815 816 1180 1144 917 589
"9080" 8999 9770 7696 10201 6426 6761 9612 8335
"9081" 157 328 412 408 150 212 140 161
"9082" 15 18 13 16 52 66 16 21
"9083" 182 229 317 229 203 209 129 200
"9084" 4 1 0 0 0 0 11 8
"9085" 37 10 8 2 19 48 10 0
"9086" 73 12 30 31 5 11 37 85
"9087" 68 67 102 119 49 42 206 200
"9088" 0 0 24 14 6 6 7 17
"9089" 118 163 92 136 131 154 80 98
"9090" 2421 2427 1774 2045 2743 2738 2866 2897
"9091" 3537 3721 2868 2347 2494 1531 2542 2146
"9092" 1906 2227 1300 1621 1531 1234 1785 1621
"9093" 4633 5323 3514 3485 3414 3859 3903 2988
"9094" 1922 1782 1486 1505 1976 1734 2211 2814
"9095" 2180 2255 2342 2393 2147 2040 1752 1819
"9096" 1091 525 990 913 542 623 585 681
"9097" 1765 1682 2403 2022 2255 2004 1597 2118
"9098" 85 66 42 49 150 101 137 199
"9099" 1804 1566 1499 1492 1680 1503 1660 1928
"9100" 699 1610 1700 1523 1368 912 626 836
"9101" 109 113 60 103 44 57 223 249
"9102" 856 913 571 310 704 691 1164 964
"9103" 1947 1543 2076 2631 2215 2693 1888 1681
"9104" 8 12 0 0 0 20 3 1
"9105" 20 25 0 8 0 0 0 0
"9106" 1274 1232 866 915 1687 1129 950 1196
"9107" 59 32 193 186 106 110 179 173
"9108" 15949 16930 12211 12044 9668 9954 11366 14758
"9109" 7400 5170 6139 4682 9322 8129 8503 8663
"9110" 1934 1890 4106 1803 2669 3118 2264 2066
"9111" 768 835 560 475 290 324 834 924
"9112" 403 326 269 367 373 256 135 165
"9113" 44 66 179 177 162 63 148 47
"9114" 300 677 231 256 541 420 669 607
"9115" 10918 11829 8785 8761 8494 9955 12999 13654
"9116" 2044 2615 1330 1889 984 823 2223 2318
"9117" 369 401 231 415 757 802 649 626
"9118" 1081 829 1080 1176 1380 1305 1719 1187
"9119" 640 730 1133 1364 401 418 666 910
"9120" 69 111 45 47 72 90 45 120
"9121" 774 749 351 489 1014 1440 475 395
"9122" 980 1411 1049 1176 1166 1111 685 709
"9123" 4195 5713 5573 5001 4802 4171 4330 4253
"9124" 1620 1010 493 409 203 214 912 755
"9125" 2759 2902 3674 4645 3839 3006 2678 2381
"9126" 1162 844 1235 1459 1139 999 469 653
"9127" 796 821 863 1006 413 423 890 1020
"9128" 1642 2380 812 565 1736 1418 890 953
"9129" 0 0 11 13 0 0 0 0
"9130" 1303 1616 1690 1704 2046 2066 2033 1986
"9131" 6000 6446 4981 6049 7427 7310 4148 4274
"9132" 3295 2974 3831 3791 4189 4210 2777 3202
"9133" 2836 3370 2427 2624 3439 3418 2560 2435
"9134" 6793 6519 7766 8034 6789 7943 5693 4920
"9135" 3571 3385 2889 3115 4956 4291 3330 3476
"9136" 262 390 391 384 731 620 472 351
"9137" 6663 6136 5858 5501 5519 4740 5261 6022
"9138" 292 183 310 304 218 241 133 306
"9139" 138 71 447 258 52 86 92 121
"9140" 5577 6948 5781 6408 6254 5896 5999 7415
"9141" 218 221 501 507 170 415 469 480
"9142" 24 7 18 56 24 14 0 0
"9143" 2727 2356 1252 1506 2148 2756 1647 1005
"9144" 65 29 14 13 2 6 0 0
"9145" 2219 2500 2742 2430 3132 3252 3126 3402
"9146" 74 37 11 18 13 24 19 21
"9147" 52 122 80 64 0 0 115 66
"9148" 2221 2634 3760 3904 3928 3466 3177 3723
"9149" 2 2 1 0 9 6 0 0
"9150" 154 96 185 172 146 150 135 159
"9151" 368 448 576 397 645 436 327 357
"9152" 2709 3572 1217 1397 2852 2727 1879 1816
"9153" 1806 2004 2417 2205 2125 2265 1800 2433
"9154" 566 455 318 393 222 569 236 229
"9155" 2184 2599 2335 1300 3520 3185 3293 3717
"9156" 2946 3695 2955 2765 3588 3963 3135 2410
"9157" 937 1129 1020 951 1461 1425 1139 997
"9158" 0 0 0 0 7 0 0 0
"9159" 3046 2984 4500 2529 2223 3161 4943 4290
"9160" 208 278 154 158 106 70 161 132
"9161" 696 714 732 496 486 707 419 490
"9162" 115 151 339 162 168 175 73 62
"9163" 4559 3969 1978 2241 3162 3280 3224 2860
"9164" 313 464 265 213 311 399 207 282
"9165" 97 146 45 62 42 84 73 70
"9166" 282 160 361 421 139 179 163 126
"9167" 73 103 510 448 235 154 744 531
"9168" 4 11 10 37 7 6 1 3
"9169" 1614 1584 1565 1435 1494 1646 2272 1233
"9170" 387 341 199 350 282 342 218 228
"9171" 9827 8951 8192 7097 10303 7916 8348 7159
"9172" 1552 2003 904 992 1455 1381 3039 3370
"9173" 3164 3198 3176 2811 1879 1832 1842 1517
"9174" 1382 1125 1193 1216 800 931 1142 1328
"9175" 1523 1883 2387 1788 1980 2623 2471 2519
"9176" 85 97 23 11 48 112 26 61
"9177" 70 47 48 44 36 14 90 131
"9178" 5235 7482 7479 5759 5165 4752 5325 4552
"9179" 74 59 64 60 240 286 88 50
"9180" 1478 1151 1556 2074 1167 932 983 1289
"9181" 114 43 110 99 27 108 36 46
"9182" 1348 1208 604 457 1601 1388 1160 1037
"9183" 159 117 246 130 115 84 106 33
"9184" 9445 9652 9506 8889 5651 6017 8385 5614
"9185" 1590 1939 1880 2445 2487 2442 1795 1693
"9186" 1356 1062 1301 1142 1049 1144 1104 771
"9187" 13179 18229 13912 8076 14331 17005 14881 13568
"9188" 2289 2952 2740 4209 2790 3618 3144 2085
"9189" 97 109 152 159 356 328 164 103
"9190" 111 165 462 542 205 270 364 301
"9191" 155 163 195 164 130 195 148 162
"9192" 1159 1288 878 749 1466 1325 678 933
"9193" 1244 1992 1234 1562 1553 1902 1233 1589
"9194" 4 2 36 21 3 5 90 39
"9195" 1069 875 472 423 1292 1316 568 577
"9196" 325 309 596 381 1244 847 607 854
"9197" 0 0 6 0 0 1 53 46
"9198" 29 21 2 1 30 26 30 15
"9199" 163 126 50 72 66 85 224 117
"9200" 156 439 256 339 410 301 165 195
"9201" 1628 1693 1671 1454 903 1342 1651 2514
"9202" 3213 2747 3799 2179 2901 2194 1707 2057
"9203" 1415 1486 1519 1860 1779 1935 1689 1595
"9204" 334 520 547 591 494 686 426 485
"9205" 1956 2017 2212 3103 2265 2104 1772 2080
"9206" 914 702 2180 2231 1187 1199 1719 1711
"9207" 2245 2719 3630 3129 4187 3250 2468 2791
"9208" 1245 1124 1824 1817 1102 1101 796 843
"9209" 1270 1562 1224 1439 1597 1028 1496 1763
"9210" 2194 2672 3971 5103 3050 4158 2541 2494
"9211" 445 399 570 362 570 780 267 289
"9212" 1399 1183 846 793 975 798 657 1030
"9213" 1472 1685 2059 2421 2098 2700 1376 1098
"9214" 518 492 360 495 308 430 154 144
"9215" 1020 1080 622 916 899 873 636 412
"9216" 1596 1435 1757 1770 1154 1557 1367 1489
"9217" 2151 2359 1606 1877 2389 3271 1736 1742
"9218" 3710 3578 2588 1947 3244 2635 5211 4256
"9219" 1494 1465 1303 817 1125 1104 1276 1590
"9220" 2128 2310 2526 3441 2125 2252 2202 2353
"9221" 808 1239 1481 1489 1755 1312 1812 1574
"9222" 2 0 0 7 4 10 5 10
"9223" 4832 3280 4198 4191 4626 3530 5923 5548
"9224" 314 437 499 536 191 229 449 297
"9225" 2236 3023 1901 1755 3242 3034 2066 2297
"9226" 157 110 127 86 175 284 159 154
"9227" 2459 1676 1688 1994 1825 1409 2042 1550
"9228" 1035 1491 1065 1070 1543 1682 1217 1400
"9229" 13 30 6 6 100 56 0 0
"9230" 190 138 81 90 147 88 92 115
"9231" 1666 1516 3010 1419 2381 2291 1838 1801
"9232" 14 12 22 27 31 2 97 113
"9233" 3037 3064 4123 4358 2115 2201 4074 4816
"9234" 89 81 62 67 147 68 99 83
"9235" 5591 5613 7097 4974 5624 5133 7351 8653
"9236" 127 125 86 94 72 48 13 26
"9237" 1293 1435 609 956 1516 1141 1301 1037
"9238" 155 189 169 100 213 200 103 91
"9239" 4072 4055 4336 3462 4881 4244 3959 3318
"9240" 2792 3578 2879 3444 2097 2069 3391 3394
"9241" 154 164 114 31 46 93 88 35
"9242" 103 138 82 91 56 49 238 126
"9243" 7163 6685 7324 7783 3415 4450 3234 4100
"9244" 883 953 796 879 693 553 559 743
"9245" 2862 3471 2555 2412 2895 2925 4032 3998
"9246" 6480 3688 3904 4242 4617 4729 4157 3758
"9247" 2511 3375 2899 2540 3125 2060 1724 1774
"9248" 841 891 839 625 662 721 411 513
"9249" 481 634 837 630 1161 1028 267 813
"9250" 1674 2021 804 913 1197 1410 800 1067
"9251" 2048 2214 1955 2671 713 983 2736 1827
"9252" 593 1067 946 1368 947 1038 728 682
"9253" 74 90 154 120 240 195 149 69
"9254" 657 536 451 544 568 609 337 186
"9255" 57 76 48 27 78 52 112 49
"9256" 154 212 282 277 310 394 341 270
"9257" 562 288 1297 1078 635 579 859 997
"9258" 253 144 337 258 197 379 331 228
"9259" 268 405 96 174 272 320 225 74
"9260" 2796 2666 3184 2663 1753 2068 2845 2454
"9261" 327 542 804 443 640 637 488 810
"9262" 16228 17033 15135 11990 11358 10713 10137 11052
"9263" 6242 5273 5618 4935 5672 5592 5075 4648
"9264" 282 185 19 35 131 93 74 33
"9265" 690 741 387 390 274 359 269 295
"9266" 0 0 0 0 3 5 10 2
"9267" 2012 2863 1852 2816 3231 4231 2386 2287
"9268" 314 314 371 258 229 376 928 537
"9269" 34 27 33 31 127 69 40 35
"9270" 10176 8612 10206 8585 9766 8469 9010 12006
"9271" 0 0 8 7 1 9 24 2
"9272" 356 501 69 178 340 238 296 496
"9273" 59 25 107 61 122 100 80 74
"9274" 1077 1353 807 791 536 996 735 784
"9275" 0 0 11 32 9 20 43 10
"9276" 587 782 820 672 485 530 750 900
"9277" 298 355 378 312 578 397 590 360
"9278" 3108 2803 2837 2984 4028 3413 4082 4697
"9279" 1197 1286 768 1206 1122 720 1022 1299
"9280" 670 761 894 679 570 580 267 433
"9281" 4979 6026 7775 5727 5346 5800 6449 5227
"9282" 47 35 309 458 82 69 212 152
"9283" 71 32 20 29 19 35 110 91
"9284" 527 617 352 449 323 309 170 271
"9285" 963 1175 1461 1737 1525 1433 1262 1070
"9286" 6251 7998 3898 5001 6340 5520 5481 4298
"9287" 13249 14510 13166 10449 8344 8874 15335 12177
"9288" 2 4 5 2 0 0 5 1
"9289" 811 650 414 455 638 661 486 624
"9290" 234 312 361 370 424 266 251 276
"9291" 34 11 12 22 21 7 18 39
"9292" 1502 2178 1420 1259 1797 1863 1880 1540
"9293" 293 90 482 384 242 147 317 291
"9294" 2061 2300 1191 1006 2923 2590 1669 1585
"9295" 548 570 622 358 276 300 498 506
"9296" 90 159 418 294 162 321 693 689
"9297" 14274 11262 10426 8362 16135 16177 11422 12948
"9298" 9824 9977 8559 9078 9716 9538 8570 11066
"9299" 3968 3660 2503 3080 2928 3412 2543 2245
"9300" 323 308 217 129 187 158 55 22
"9301" 1677 2182 1586 1547 2275 2155 2702 3101
"9302" 1486 2218 1063 1226 2131 1993 619 622
"9303" 3893 4412 4765 5108 6065 3958 5908 6612
"9304" 4077 4364 5107 5538 4003 3797 4955 5948
"9305" 208 232 188 107 159 90 196 240
"9306" 8395 6725 7392 7606 4956 5784 7948 7298
"9307" 124 122 181 139 61 73 148 36
"9308" 2618 2803 2837 2436 2328 3018 1555 1484
"9309" 3467 4119 3889 4199 3682 3207 2657 2692
"9310" 454 513 347 365 352 553 257 188
"9311" 0 0 0 0 2 8 0 0
"9312" 9503 9083 8887 6160 10385 8389 7179 6329
"9313" 1847 1620 1549 2038 2141 1807 2065 2117
"9314" 914 907 1889 2032 1183 1214 927 855
"9315" 11533 11446 9109 8961 8437 10216 5253 8500
"9316" 8561 7166 5944 6692 10318 9933 9314 8131
"9317" 403 314 236 276 703 587 590 620
"9318" 17 11 0 0 20 8 12 47
"9319" 841 1024 479 458 937 1150 638 776
"9320" 13653 8735 7197 9120 16428 14178 4971 6637
"9321" 167 230 50 13 137 167 215 255
"9322" 5712 4979 5238 5400 7838 4533 8612 8021
"9323" 107 133 80 132 78 80 27 26
"9324" 82 16 26 20 102 60 57 49
"9325" 1563 1583 929 942 1028 1178 712 616
"9326" 103 42 22 47 34 35 92 31
"9327" 0 0 26 18 6 7 0 0
"9328" 4883 6022 7767 8055 3935 5972 4600 5002
"9329" 286 269 115 160 79 119 299 293
"9330" 1376 1090 1375 989 1057 977 1591 1397
"9331" 258 149 997 1155 870 768 703 643
"9332" 2829 2183 3028 2483 2651 2272 3040 3303
"9333" 202 38 26 39 24 43 107 70
"9334" 386 232 366 378 431 429 314 398
"9335" 82 80 133 61 231 144 129 145
"9336" 755 837 741 1031 1454 1306 541 595
"9337" 2979 1819 3074 4886 1907 1983 4278 4307
"9338" 40 62 6 6 3 3 1 4
"9339" 4617 5600 7471 5717 11111 7654 9597 8631
"9340" 799 542 618 1163 1039 918 1036 944
"9341" 13 19 6 8 0 0 4 14
"9342" 25 31 16 20 55 47 99 62
"9343" 407 775 417 605 747 678 189 314
"9344" 4615 4410 4460 5211 4780 4240 3749 4380
"9345" 37 36 63 70 50 57 4 21
"9346" 228 195 423 242 172 171 178 321
"9347" 2478 2967 2375 1941 1844 1620 1378 1712
"9348" 0 0 13 0 43 38 0 0
"9349" 3622 4320 5271 5284 5739 5266 3633 4054
"9350" 311 150 407 184 314 225 482 384
"9351" 272 449 445 292 395 421 296 325
"9352" 110 68 107 117 89 99 168 78
"9353" 270 541 416 391 192 274 257 427
"9354" 10145 10985 11333 12391 7162 12266 14116 14361
"9355" 44 75 92 59 22 14 53 10
"9356" 744 970 1198 1277 864 881 957 1060
"9357" 44 30 6 0 80 126 88 56
"9358" 2296 1529 1931 1835 1654 1698 2045 2297
"9359" 236 161 215 99 155 82 250 260
"9360" 3042 2622 2963 2602 1212 1361 2512 2857
"9361" 2387 2548 1638 1313 1860 2255 3123 2804
"9362" 4500 3822 5042 5677 4483 4263 3664 3418
"9363" 2254 2593 2013 2218 2614 2366 1936 1917
"9364" 1108 1323 1311 1404 1427 1165 1694 1515
"9365" 1524 1884 1654 1877 1724 1088 414 510
"9366" 2723 3141 2293 2023 2490 2310 2180 1793
"9367" 325 408 547 402 547 414 1500 1070
"9368" 249 596 224 348 355 488 349 310
"9369" 171 154 100 118 438 418 252 235
"9370" 17 43 38 22 0 0 1 4
"9371" 416 393 563 588 447 418 301 187
"9372" 3 1 0 0 0 0 2 0
"9373" 765 458 1044 1047 798 643 951 928
"9374" 9188 9086 8840 8381 9056 7566 7886 8942
"9375" 346 487 598 494 263 287 572 354
"9376" 5564 6145 3678 4349 3654 3820 5700 4289
"9377" 258 205 94 140 241 233 268 247
"9378" 236 304 281 281 246 273 175 133
"9379" 0 0 0 0 18 9 43 40
"9380" 11 8 16 9 4 2 2 4
"9381" 732 461 452 244 511 589 255 293
"9382" 0 0 2 6 1 6 7 3
"9383" 5873 3892 3228 3758 3244 3760 4830 6217
"9384" 279 164 89 117 197 132 84 64
"9385" 20 15 0 0 11 28 54 41
"9386" 1461 1528 1282 1134 1496 1614 1497 1645
"9387" 16 17 28 86 164 214 34 31
"9388" 4166 2561 5130 6566 5754 5411 5643 5224
"9389" 367 527 811 882 608 596 740 520
"9390" 564 889 358 522 321 403 204 218
"9391" 179 196 121 106 146 180 130 40
"9392" 11 24 15 42 22 22 10 15
"9393" 827 909 635 532 300 451 875 748
"9394" 113 84 108 64 92 66 267 278
"9395" 2962 2918 4633 4037 2320 2218 2284 2913
"9396" 9777 8054 7484 7929 8314 10186 6154 10496
"9397" 12 12 19 10 12 23 32 148
"9398" 1 11 0 11 2 5 34 12
"9399" 808 736 516 440 867 427 398 616
"9400" 18 38 55 18 44 48 59 33
"9401" 0 0 0 0 3 5 0 0
"9402" 5347 4008 3784 5127 2638 2705 3608 3685
"9403" 289 376 117 268 404 417 258 286
"9404" 1210 1796 778 844 1203 1081 624 415
"9405" 343 291 342 552 585 775 274 460
"9406" 691 570 250 379 402 663 856 1334
"9407" 566 594 928 950 946 611 714 797
"9408" 206 267 156 141 121 140 247 183
"9409" 104 71 70 140 37 84 145 89
"9410" 205 245 284 116 542 506 353 462
"9411" 75 94 44 85 65 106 62 88
"9412" 1734 2081 1282 1297 1580 1567 1727 1987
"9413" 292 305 574 444 793 571 298 336
"9414" 1276 1244 1111 990 1144 1369 1224 1469
"9415" 22 28 1 5 8 13 0 0
"9416" 2932 2891 2313 2589 2183 2084 1754 1495
"9417" 32 32 32 24 6 7 1 9
"9418" 385 391 401 340 384 431 344 622
"9419" 1691 1548 2559 3186 2204 2452 3097 2985
"9420" 829 753 880 677 875 744 603 516
"9421" 2821 2411 2242 1966 2469 2901 1847 2260
"9422" 8 4 0 0 1 0 0 0
"9423" 2237 2301 1528 2234 2294 2139 1779 1782
"9424" 35 45 6 16 14 33 0 3
"9425" 7080 8092 11699 13227 7809 6614 7958 10536
"9426" 419 501 939 346 663 945 773 618
"9427" 13 3 0 0 0 0 39 35
"9428" 369 479 590 740 667 435 757 742
"9429" 6942 7413 8363 11452 10050 10173 10598 10261
"9430" 286 287 306 261 250 249 769 585
"9431" 749 658 924 688 508 422 980 709
"9432" 111 119 48 64 77 66 163 135
"9433" 951 823 1652 1134 1429 1384 1273 1340
"9434" 526 698 1118 1445 1242 1092 672 595
"9435" 4770 4444 2872 3980 4208 4441 3307 3653
"9436" 246 244 165 99 244 326 269 180
